dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.475	0.799845	0.003	0.205	2.271	2.479
Amazon_employee_access	0.942173	10.236	0.799994	0.004	0.140	10.095	10.240
BLE_RSSI_dataset_for_Indoor_localization	0.734101	1.031	0.799980	0.002	0.045	0.987	1.034
BNG(breast-w)	0.985903	16.531	0.799980	0.004	0.239	16.292	16.535
BNG(cmc)	0.571429	30.948	0.799986	0.005	0.303	30.645	30.953
BNG(tic-tac-toe)	0.786767	16.810	0.799980	0.005	0.240	16.570	16.816
Bank_Customer_Churn_Dataset	0.869000	1.987	0.800000	0.003	0.082	1.905	1.990
Basketball_c	0.705224	0.240	0.800000	0.002	0.031	0.209	0.242
Cardiovascular-Disease-dataset	0.731214	50.368	0.800000	0.005	0.391	49.976	50.373
Click_prediction_small	0.831665	6.081	0.799990	0.003	0.080	6.001	6.084
Credit_c	0.701158	41.163	0.801311	0.006	0.792	40.372	41.170
Customer_Personality_Analysis	0.890625	0.491	0.800000	0.008	0.045	0.445	0.498
Diabetic_Retinopathy_Debrecen	0.748918	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.672273	2.124	0.799982	0.003	0.064	2.061	2.127
Employee	0.846402	0.705	0.799914	0.003	0.025	0.680	0.708
FICO-HELOC-cleaned	0.740253	2.555	0.799919	0.004	0.130	2.424	2.558
Firm-Teacher_Clave-Direction_Classification	0.751852	2.426	0.800000	0.003	0.105	2.322	2.429
Fitness_Club_c	0.791946	0.187	0.799596	0.002	0.013	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.336	0.800000	0.003	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.668750	0.337	0.800000	0.003	0.036	0.302	0.340
Gender_Gap_in_Spanish_WP	0.588421	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.620759	3.000	0.799959	0.004	0.172	2.827	3.003
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.824	0.797432	0.003	0.060	1.764	1.827
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.408	0.800000	0.002	0.051	0.357	0.411
INNHotelsGroup	0.865059	15.744	0.800000	0.004	0.301	15.444	15.749
Indian_pines	0.919081	11.409	0.799978	0.008	0.974	10.436	11.418
JapaneseVowels	0.989965	2.193	0.799920	0.003	0.083	2.110	2.196
KDDCup09_upselling	0.779727	1.808	0.799922	0.003	0.147	1.661	1.812
MIC	0.887879	1.076	0.799879	0.003	0.159	0.917	1.079
MagicTelescope	0.875394	4.834	0.800000	0.003	0.116	4.718	4.837
Marketing_Campaign	0.906250	0.508	0.800000	0.003	0.049	0.460	0.511
Mobile_Price_Classification	0.960000	0.414	0.800000	0.003	0.038	0.375	0.416
National_Health_and_Nutrition_Health_Survey	0.837719	0.295	0.799824	0.003	0.019	0.276	0.297
PhishingWebsites	0.963817	3.197	0.800000	0.004	0.145	3.052	3.201
PieChart3	0.875000	0.358	0.799443	0.002	0.056	0.302	0.360
Pima_Indians_Diabetes_Database	0.753247	0.143	0.799479	0.002	0.014	0.129	0.145
PizzaCutter3	0.880383	0.351	0.799617	0.003	0.054	0.298	0.354
Pumpkin_Seeds	0.880000	0.400	0.800000	0.002	0.026	0.374	0.402
QSAR_biodegradation	0.886256	0.378	0.799810	0.003	0.061	0.317	0.380
SDSS17	0.969250	98.904	0.800000	0.006	0.678	98.226	98.910
Satellite	0.993137	1.480	0.800000	0.005	0.105	1.375	1.485
Telecom_Churn_Dataset	0.944528	0.656	0.799880	0.002	0.043	0.613	0.658
UJI_Pen_Characters	0.494505	2.575	0.799853	0.003	0.122	2.452	2.577
Water_Quality_and_Potability	0.646341	0.495	0.799756	0.003	0.023	0.472	0.497
Wilt	0.990674	0.481	0.799834	0.002	0.019	0.462	0.484
abalone	0.630383	0.641	0.799856	0.002	0.027	0.614	0.643
ada	0.851807	1.386	0.799855	0.003	0.102	1.284	1.389
ada_agnostic	0.828039	1.533	0.799868	0.003	0.107	1.426	1.537
ada_prior	0.839106	0.823	0.799955	0.003	0.040	0.783	0.826
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.262	0.800000	0.003	0.017	0.244	0.264
allbp	0.973510	0.923	0.799841	0.003	0.058	0.865	0.926
allrep	0.972185	0.918	0.799841	0.003	0.061	0.858	0.921
analcatdata_authorship	0.988166	0.460	0.799049	0.003	0.095	0.364	0.463
artificial-characters	0.676125	1.905	0.799961	0.003	0.046	1.859	1.908
autoUniv-au4-2500	0.508000	1.526	0.800000	0.003	0.190	1.335	1.529
autoUniv-au7-1100	0.363636	0.203	0.800000	0.002	0.020	0.183	0.205
bank	0.894946	23.195	0.799982	0.004	0.379	22.816	23.199
banknote_authentication	0.545455	0.097	0.799563	0.003	0.010	0.087	0.099
baseball	0.940299	0.268	0.800000	0.002	0.028	0.240	0.271
car-evaluation	0.855491	0.367	0.799769	0.002	0.037	0.331	0.370
churn	0.942000	1.079	0.800000	0.003	0.065	1.014	1.082
cmc	0.583051	0.236	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.969208	3.955	0.799971	0.004	0.318	3.637	3.960
contraceptive_method_choice	0.613559	0.237	0.799728	0.002	0.017	0.220	0.239
credit	0.775651	3.973	0.799988	0.004	0.093	3.879	3.976
default_of_credit_card_clients	0.826167	12.423	0.800000	0.004	0.410	12.013	12.428
delta_ailerons	0.947405	0.765	0.799972	0.003	0.026	0.739	0.768
dis	0.986755	0.924	0.799841	0.003	0.060	0.864	0.927
dna	0.929467	3.273	0.799749	0.004	0.361	2.911	3.277
drug_consumption	0.403183	0.313	0.799894	0.003	0.023	0.290	0.316
dry_bean_dataset	0.927653	3.330	0.799941	0.003	0.122	3.208	3.333
eeg-eye-state	0.950601	3.656	0.800000	0.003	0.121	3.535	3.660
electricity	0.814631	21.765	0.799987	0.005	0.255	21.510	21.770
estimation_of_obesity_levels	0.976359	0.400	0.799621	0.002	0.030	0.370	0.402
eye_movements	0.567642	3.020	0.799927	0.004	0.162	2.857	3.024
eye_movements_bin	0.591984	1.752	0.799947	0.004	0.092	1.660	1.756
first-order-theorem-proving	0.603758	2.226	0.799935	0.004	0.166	2.061	2.230
gas-drift	0.994968	11.205	0.800000	0.007	0.997	10.208	11.212
gina_agnostic	0.808357	23.395	0.799885	0.011	2.313	21.082	23.406
golf_play_dataset_extended	0.922374	0.193	0.800000	0.002	0.016	0.177	0.196
heloc	0.720000	2.571	0.800000	0.003	0.123	2.448	2.574
house_16H	0.881764	3.272	0.799970	0.003	0.120	3.152	3.275
htru	0.978492	4.304	0.799978	0.006	0.087	4.217	4.310
ibm-employee-performance	1.000000	0.406	0.800000	0.003	0.052	0.354	0.408
in_vehicle_coupon_recommendation	0.685916	3.028	0.800729	0.003	0.132	2.896	3.032
internet_firewall	0.801785	42.844	0.799991	0.004	0.189	42.656	42.848
jm1	0.817639	2.694	0.800000	0.003	0.116	2.578	2.697
jungle_chess_2pcs_raw_endgame_complete	0.807340	20.557	0.799996	0.004	0.186	20.371	20.561
kdd_ipums_la_97-small	0.869942	1.108	0.799923	0.003	0.061	1.047	1.111
kr-vs-k	0.597826	27.118	0.799971	0.003	0.129	26.989	27.121
kropt	0.591589	30.414	0.799971	0.003	0.116	30.298	30.417
led24	0.712500	0.720	0.800000	0.003	0.056	0.665	0.723
led7	0.735938	0.452	0.800000	0.003	0.019	0.433	0.455
letter	0.962250	19.475	0.800000	0.004	0.178	19.297	19.479
mammography	0.988824	1.551	0.799964	0.003	0.044	1.507	1.554
maternal_health_risk	0.778325	0.170	0.799803	0.002	0.012	0.158	0.172
mfeat-factors	0.972500	2.514	0.800000	0.004	0.367	2.148	2.518
mfeat-fourier	0.887500	0.990	0.800000	0.003	0.133	0.857	0.994
mfeat-karhunen	0.972500	0.867	0.800000	0.003	0.110	0.756	0.870
mfeat-morphological	0.765000	0.272	0.800000	0.003	0.016	0.256	0.275
mfeat-pixel	0.962500	2.814	0.800000	0.004	0.411	2.403	2.818
mfeat-zernike	0.815000	0.696	0.800000	0.003	0.090	0.606	0.699
mice_protein_expression	1.000000	0.584	0.800000	0.003	0.107	0.476	0.587
microaggregation2	0.618500	6.161	0.800000	0.004	0.185	5.976	6.166
mobile_c36_oversampling	0.954115	20.721	0.800000	0.004	0.200	20.521	20.725
mozilla4	0.922805	1.584	0.800000	0.003	0.046	1.538	1.587
naticusdroid+android+permissions+dataset	0.961991	20.093	0.799980	0.009	0.815	19.278	20.102
national-longitudinal-survey-binary	0.992872	0.942	0.799918	0.003	0.049	0.892	0.945
okcupid_stem	0.731447	8.914	0.799977	0.004	0.179	8.735	8.918
one-hundred-plants-margin	0.815625	4.598	0.800000	0.003	0.211	4.387	4.601
one-hundred-plants-shape	0.750000	4.494	0.800000	0.003	0.113	4.380	4.497
