dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	7.161	0.799845
Amazon_employee_access	0.942173	14.850	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.729594	5.820	0.799980
BNG(breast-w)	0.985395	21.587	0.799980
BNG(cmc)	0.573418	36.121	0.799986
BNG(tic-tac-toe)	0.786259	21.409	0.799980
Bank_Customer_Churn_Dataset	0.867000	6.875	0.800000
Basketball_c	0.708955	4.905	0.800000
Cardiovascular-Disease-dataset	0.730143	49.695	0.800000
Click_prediction_small	0.832040	6.439	0.799990
Credit_c	0.707444	42.300	0.801311
Customer_Personality_Analysis	0.895089	0.951	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.706	0.799305
E-CommereShippingData	0.671364	2.633	0.799982
Employee	0.849624	1.154	0.799914
FICO-HELOC-cleaned	0.741772	3.110	0.799919
Firm-Teacher_Clave-Direction_Classification	0.762963	2.732	0.800000
Fitness_Club_c	0.802013	0.484	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.633	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.678125	0.623	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.136	0.799831
GesturePhaseSegmentationProcessed	0.648101	3.311	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.856670	2.159	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.752	0.800000
INNHotelsGroup	0.864507	16.047	0.800000
Indian_pines	0.928376	11.910	0.799978
JapaneseVowels	0.994481	2.492	0.799920
KDDCup09_upselling	0.780702	2.094	0.799922
MIC	0.912121	1.399	0.799879
MagicTelescope	0.876446	5.101	0.800000
Marketing_Campaign	0.890625	0.805	0.800000
Mobile_Price_Classification	0.975000	0.699	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.578	0.799824
PhishingWebsites	0.969697	3.509	0.800000
PieChart3	0.875000	0.645	0.799443
Pima_Indians_Diabetes_Database	0.772727	0.455	0.799479
PizzaCutter3	0.875598	0.665	0.799616
Pumpkin_Seeds	0.880000	0.711	0.800000
QSAR_biodegradation	0.876777	0.659	0.799810
SDSS17	0.972350	97.726	0.800000
Satellite	0.992157	1.759	0.800000
Telecom_Churn_Dataset	0.952024	0.940	0.799880
UJI_Pen_Characters	0.498168	3.097	0.799853
Water_Quality_and_Potability	0.643293	0.789	0.799756
Wilt	0.991710	0.798	0.799834
abalone	0.635167	0.965	0.799856
ada	0.854217	1.665	0.799855
ada_agnostic	0.837897	1.808	0.799868
ada_prior	0.831285	1.101	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.555	0.800000
allbp	0.976159	1.332	0.799841
allrep	0.973510	1.215	0.799841
analcatdata_authorship	0.994083	0.745	0.799049
artificial-characters	0.693738	2.169	0.799961
autoUniv-au4-2500	0.502000	1.846	0.800000
autoUniv-au7-1100	0.377273	0.523	0.800000
bank	0.900697	23.489	0.799982
banknote_authentication	0.545455	0.392	0.799563
baseball	0.944030	0.572	0.800000
car-evaluation	0.843931	0.646	0.799769
churn	0.934000	1.356	0.800000
cmc	0.579661	0.514	0.799728
company_bankruptcy_prediction	0.969208	4.257	0.799971
contraceptive_method_choice	0.616949	0.621	0.799728
credit	0.775052	4.410	0.799988
default_of_credit_card_clients	0.824333	12.711	0.800000
delta_ailerons	0.947405	1.049	0.799972
dis	0.985430	1.221	0.799841
dna	0.942006	3.548	0.799749
drug_consumption	0.403183	0.580	0.799894
dry_bean_dataset	0.928755	3.687	0.799941
eeg-eye-state	0.954606	3.979	0.800000
electricity	0.820920	21.844	0.799987
estimation_of_obesity_levels	0.978723	0.828	0.799621
eye_movements	0.578611	3.418	0.799927
eye_movements_bin	0.593955	2.057	0.799947
first-order-theorem-proving	0.617647	2.583	0.799935
gas-drift	0.995327	11.517	0.800000
gina_agnostic	0.801153	23.065	0.799885
golf_play_dataset_extended	0.931507	0.483	0.800000
heloc	0.723500	2.844	0.800000
house_16H	0.885100	3.732	0.799970
htru	0.978492	4.564	0.799978
ibm-employee-performance	0.986395	0.789	0.800000
in_vehicle_coupon_recommendation	0.674699	3.343	0.800729
internet_firewall	0.802090	42.107	0.799991
jm1	0.815342	2.996	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.848394	21.063	0.799996
kdd_ipums_la_97-small	0.874759	1.398	0.799923
kr-vs-k	0.598361	29.070	0.799971
kropt	0.601033	28.168	0.799971
led24	0.740625	1.035	0.800000
led7	0.739062	0.751	0.800000
letter	0.970500	19.889	0.800000
mammography	0.989718	1.804	0.799964
maternal_health_risk	0.817734	0.436	0.799803
mfeat-factors	0.977500	2.814	0.800000
mfeat-fourier	0.875000	1.310	0.800000
mfeat-karhunen	0.972500	1.263	0.800000
mfeat-morphological	0.762500	0.559	0.800000
mfeat-pixel	0.965000	3.123	0.800000
mfeat-zernike	0.815000	0.974	0.800000
mice_protein_expression	1.000000	0.951	0.800000
microaggregation2	0.622000	6.463	0.800000
mobile_c36_oversampling	0.973532	20.754	0.800000
mozilla4	0.927629	1.892	0.800000
naticusdroid+android+permissions+dataset	0.968297	20.544	0.799980
national-longitudinal-survey-binary	0.993890	1.340	0.799919
okcupid_stem	0.733883	9.329	0.799978
one-hundred-plants-margin	0.812500	4.733	0.800000
one-hundred-plants-shape	0.762500	4.770	0.800000
one-hundred-plants-texture	0.878125	4.486	0.799875
optdigits	0.988434	2.634	0.800000
ozone-level-8hr	0.954635	1.462	0.799921
page-blocks	0.974429	1.197	0.799927
pendigits	0.995907	2.813	0.799945
phoneme	0.883441	0.820	0.799963
pol	0.974219	3.002	0.799940
predict_students_dropout_and_academic_success	0.777401	1.511	0.799955
qsar	0.900474	0.642	0.800000
rice_cammeo_and_osmancik	0.931759	0.799	0.800000
ringnorm	0.980405	1.982	0.800000
satimage	0.916019	2.190	0.800000
segment	0.930736	0.745	0.800000
seismic+bumps	0.932302	0.773	0.799923
shuttle	0.999310	34.341	0.800000
spambase	0.946797	2.041	0.799826
splice	0.876176	1.589	0.800000
sports_articles_for_objectivity_analysis	0.865000	0.722	0.800000
statlog	0.745000	0.513	0.800000
steel_plates_faults	0.781491	0.752	0.799588
sylvine	0.939512	1.405	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.352	0.799971
telco-customer-churn	0.799858	1.813	0.799943
texture	1.000000	6.527	0.800000
thyroid	0.987500	1.929	0.800000
thyroid-ann	0.985430	1.086	0.799841
thyroid-dis	0.696429	0.936	0.800000
turiye_student_evaluation	0.497423	1.871	0.800000
twonorm	0.978378	1.996	0.800000
vehicle	0.852941	0.513	0.799054
wall-robot-navigation	0.967033	1.544	0.799853
water_quality	0.903125	1.964	0.799900
waveform-5000	0.861000	1.835	0.800000
waveform_database_generator_version_1	0.866000	1.372	0.800000
website_phishing	0.904059	0.502	0.799704
wine-quality-red	0.565625	0.509	0.799875
wine-quality-white	0.623469	1.088	0.799918
yeast	0.612795	0.504	0.799865
