dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.444015	2.493	0.799845	0.003	0.209	2.284	2.496
Amazon_employee_access	0.942173	10.241	0.799994	0.004	0.138	10.103	10.245
BLE_RSSI_dataset_for_Indoor_localization	0.731597	1.015	0.799980	0.002	0.035	0.980	1.018
BNG(breast-w)	0.986792	16.928	0.799980	0.004	0.267	16.661	16.933
BNG(cmc)	0.572875	31.612	0.799986	0.004	0.301	31.311	31.617
BNG(tic-tac-toe)	0.778893	16.656	0.799980	0.004	0.245	16.411	16.660
Bank_Customer_Churn_Dataset	0.870500	1.989	0.800000	0.002	0.077	1.912	1.992
Basketball_c	0.708955	0.259	0.800000	0.002	0.047	0.213	0.262
Cardiovascular-Disease-dataset	0.730286	49.406	0.800000	0.005	0.400	49.006	49.412
Click_prediction_small	0.831790	5.934	0.799990	0.003	0.075	5.859	5.937
Credit_c	0.704549	41.388	0.801311	0.006	0.792	40.596	41.394
Customer_Personality_Analysis	0.890625	0.494	0.800000	0.003	0.045	0.448	0.496
Diabetic_Retinopathy_Debrecen	0.744589	0.267	0.799305	0.002	0.030	0.237	0.269
E-CommereShippingData	0.673182	2.138	0.799982	0.003	0.061	2.077	2.141
Employee	0.859291	0.707	0.799914	0.002	0.025	0.682	0.710
FICO-HELOC-cleaned	0.740253	2.561	0.799919	0.003	0.125	2.436	2.564
Firm-Teacher_Clave-Direction_Classification	0.729167	2.395	0.800000	0.003	0.100	2.295	2.398
Fitness_Club_c	0.798658	0.188	0.799596	0.002	0.013	0.175	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.634375	0.336	0.800000	0.003	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.700000	0.338	0.800000	0.003	0.035	0.302	0.341
Gender_Gap_in_Spanish_WP	0.592632	0.844	0.799831	0.003	0.036	0.808	0.846
GesturePhaseSegmentationProcessed	0.653165	2.984	0.799959	0.003	0.162	2.822	2.987
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.812	0.797432	0.003	0.058	1.754	1.815
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.406	0.800000	0.002	0.051	0.356	0.408
INNHotelsGroup	0.858994	15.873	0.800000	0.004	0.299	15.575	15.877
Indian_pines	0.917441	11.399	0.799978	0.008	0.961	10.438	11.407
JapaneseVowels	0.993979	2.182	0.799920	0.003	0.079	2.103	2.185
KDDCup09_upselling	0.785575	1.801	0.799922	0.003	0.141	1.659	1.804
MIC	0.893939	1.072	0.799879	0.003	0.158	0.914	1.075
MagicTelescope	0.875920	4.767	0.800000	0.003	0.111	4.656	4.770
Marketing_Campaign	0.890625	0.507	0.800000	0.003	0.050	0.457	0.510
Mobile_Price_Classification	0.962500	0.412	0.800000	0.002	0.039	0.373	0.415
National_Health_and_Nutrition_Health_Survey	0.833333	0.295	0.799824	0.003	0.018	0.277	0.298
PhishingWebsites	0.964270	3.196	0.800000	0.004	0.145	3.050	3.200
PieChart3	0.875000	0.356	0.799443	0.002	0.056	0.300	0.359
Pima_Indians_Diabetes_Database	0.759740	0.140	0.799479	0.003	0.014	0.127	0.143
PizzaCutter3	0.885167	0.349	0.799617	0.002	0.054	0.295	0.352
