dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.480	0.799845	0.003	0.208	2.272	2.483
Amazon_employee_access	0.942173	10.233	0.799994	0.004	0.136	10.097	10.237
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.017	0.799980	0.002	0.033	0.984	1.020
BNG(breast-w)	0.986665	16.736	0.799980	0.004	0.235	16.501	16.740
BNG(cmc)	0.573418	31.057	0.799986	0.005	0.306	30.750	31.061
BNG(tic-tac-toe)	0.784481	16.987	0.799980	0.004	0.265	16.722	16.991
Bank_Customer_Churn_Dataset	0.869000	1.999	0.800000	0.003	0.078	1.921	2.001
Basketball_c	0.708955	0.259	0.800000	0.002	0.045	0.214	0.261
Cardiovascular-Disease-dataset	0.731286	49.595	0.800000	0.006	0.396	49.199	49.601
Click_prediction_small	0.831539	5.926	0.799990	0.003	0.075	5.851	5.929
Credit_c	0.703143	42.447	0.801311	0.006	0.793	41.654	42.453
Customer_Personality_Analysis	0.888393	0.494	0.800000	0.003	0.046	0.449	0.497
Diabetic_Retinopathy_Debrecen	0.740260	0.265	0.799305	0.002	0.030	0.235	0.267
E-CommereShippingData	0.675909	2.141	0.799982	0.003	0.062	2.079	2.144
Employee	0.857143	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.738228	2.564	0.799919	0.003	0.125	2.439	2.567
Firm-Teacher_Clave-Direction_Classification	0.775463	2.396	0.800000	0.003	0.098	2.298	2.399
Fitness_Club_c	0.798658	0.190	0.799596	0.002	0.013	0.177	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.625000	0.337	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.338	0.800000	0.003	0.036	0.302	0.340
Gender_Gap_in_Spanish_WP	0.595789	0.846	0.799831	0.003	0.036	0.810	0.848
GesturePhaseSegmentationProcessed	0.607089	2.983	0.799959	0.004	0.162	2.821	2.987
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.814	0.797432	0.003	0.059	1.755	1.817
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.405	0.800000	0.002	0.051	0.354	0.407
INNHotelsGroup	0.861888	15.905	0.800000	0.004	0.299	15.606	15.909
Indian_pines	0.922909	11.370	0.799978	0.010	0.962	10.408	11.380
JapaneseVowels	0.993979	2.185	0.799920	0.003	0.079	2.106	2.189
KDDCup09_upselling	0.782651	1.801	0.799922	0.003	0.139	1.662	1.804
MIC	0.900000	1.072	0.799879	0.003	0.159	0.913	1.075
MagicTelescope	0.877760	4.808	0.800000	0.003	0.111	4.697	4.811
Marketing_Campaign	0.895089	0.510	0.800000	0.003	0.050	0.459	0.512
Mobile_Price_Classification	0.957500	0.414	0.800000	0.002	0.039	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.831140	0.295	0.799824	0.003	0.019	0.276	0.298
PhishingWebsites	0.967436	3.201	0.800000	0.004	0.144	3.056	3.204
PieChart3	0.879630	0.358	0.799443	0.002	0.057	0.301	0.360
Pima_Indians_Diabetes_Database	0.733766	0.143	0.799479	0.003	0.014	0.129	0.145
PizzaCutter3	0.885167	0.351	0.799617	0.003	0.054	0.297	0.353
Pumpkin_Seeds	0.874000	0.402	0.800000	0.002	0.026	0.376	0.405
QSAR_biodegradation	0.872038	0.379	0.799810	0.003	0.061	0.317	0.382
SDSS17	0.972000	100.489	0.800000	0.006	0.723	99.766	100.495
Satellite	0.993137	1.479	0.800000	0.003	0.104	1.375	1.483
Telecom_Churn_Dataset	0.949025	0.653	0.799880	0.003	0.041	0.612	0.655
UJI_Pen_Characters	0.468864	2.593	0.799853	0.005	0.120	2.473	2.598
Water_Quality_and_Potability	0.649390	0.496	0.799756	0.002	0.023	0.474	0.499
Wilt	0.990674	0.482	0.799834	0.002	0.020	0.462	0.485
abalone	0.625598	0.645	0.799856	0.002	0.026	0.619	0.648
ada	0.856627	1.382	0.799855	0.003	0.103	1.279	1.385
ada_agnostic	0.829135	1.541	0.799868	0.003	0.106	1.434	1.544
ada_prior	0.835754	0.820	0.799955	0.003	0.038	0.782	0.822
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.260	0.800000	0.003	0.017	0.243	0.263
allbp	0.976159	0.918	0.799841	0.003	0.058	0.860	0.921
allrep	0.974834	0.923	0.799841	0.003	0.058	0.865	0.926
analcatdata_authorship	0.988166	0.454	0.799049	0.002	0.094	0.360	0.457
artificial-characters	0.700587	1.900	0.799961	0.003	0.046	1.854	1.903
autoUniv-au4-2500	0.502000	1.525	0.800000	0.003	0.190	1.335	1.528
autoUniv-au7-1100	0.386364	0.206	0.800000	0.002	0.020	0.186	0.208
bank	0.895168	23.475	0.799982	0.004	0.379	23.096	23.479
banknote_authentication	0.545455	0.098	0.799563	0.003	0.010	0.088	0.101
baseball	0.944030	0.270	0.800000	0.002	0.028	0.243	0.273
car-evaluation	0.867052	0.370	0.799769	0.003	0.036	0.335	0.373
churn	0.938000	1.080	0.800000	0.003	0.061	1.019	1.083
cmc	0.589831	0.236	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.970674	3.959	0.799971	0.004	0.316	3.643	3.963
contraceptive_method_choice	0.610169	0.232	0.799728	0.002	0.017	0.215	0.234
credit	0.774753	3.981	0.799988	0.003	0.094	3.887	3.984
default_of_credit_card_clients	0.825500	12.317	0.800000	0.004	0.382	11.936	12.322
delta_ailerons	0.948107	0.766	0.799972	0.003	0.026	0.739	0.769
dis	0.985430	0.924	0.799841	0.003	0.060	0.864	0.927
dna	0.934169	3.273	0.799749	0.004	0.362	2.912	3.278
drug_consumption	0.403183	0.309	0.799894	0.003	0.023	0.286	0.311
dry_bean_dataset	0.927653	3.337	0.799941	0.003	0.121	3.216	3.340
eeg-eye-state	0.958611	3.671	0.800000	0.004	0.122	3.549	3.675
electricity	0.816727	22.032	0.799987	0.005	0.255	21.777	22.037
estimation_of_obesity_levels	0.981087	0.395	0.799621	0.002	0.030	0.366	0.398
eye_movements	0.585466	3.025	0.799927	0.003	0.167	2.859	3.029
eye_movements_bin	0.591327	1.758	0.799947	0.004	0.094	1.664	1.762
first-order-theorem-proving	0.613562	2.227	0.799935	0.004	0.165	2.061	2.230
gas-drift	0.994608	11.241	0.800000	0.006	1.041	10.200	11.247
gina_agnostic	0.786744	23.339	0.799885	0.012	2.301	21.038	23.351
golf_play_dataset_extended	0.926941	0.195	0.800000	0.002	0.016	0.180	0.198
heloc	0.723000	2.561	0.800000	0.003	0.113	2.448	2.564
house_16H	0.885471	3.309	0.799970	0.003	0.119	3.190	3.312
htru	0.979330	4.355	0.799978	0.003	0.080	4.276	4.359
ibm-employee-performance	1.000000	0.406	0.800000	0.003	0.051	0.355	0.408
in_vehicle_coupon_recommendation	0.696718	3.059	0.800729	0.003	0.129	2.929	3.062
internet_firewall	0.824979	43.418	0.799991	0.005	0.169	43.250	43.423
jm1	0.815802	2.693	0.800000	0.003	0.118	2.575	2.696
jungle_chess_2pcs_raw_endgame_complete	0.840250	21.125	0.799996	0.004	0.184	20.942	21.129
kdd_ipums_la_97-small	0.868015	1.112	0.799923	0.003	0.060	1.052	1.116
kr-vs-k	0.602459	27.373	0.799971	0.003	0.130	27.243	27.376
kropt	0.604241	28.710	0.799971	0.004	0.115	28.595	28.714
led24	0.731250	0.724	0.800000	0.003	0.056	0.668	0.727
led7	0.742188	0.452	0.800000	0.003	0.020	0.433	0.455
letter	0.966500	19.402	0.800000	0.004	0.180	19.222	19.406
mammography	0.989271	1.566	0.799964	0.003	0.043	1.523	1.569
maternal_health_risk	0.812808	0.168	0.799803	0.003	0.012	0.156	0.170
mfeat-factors	0.970000	2.538	0.800000	0.004	0.364	2.174	2.542
mfeat-fourier	0.887500	1.000	0.800000	0.004	0.133	0.867	1.004
mfeat-karhunen	0.965000	0.873	0.800000	0.003	0.110	0.763	0.876
mfeat-morphological	0.760000	0.271	0.800000	0.003	0.016	0.255	0.274
mfeat-pixel	0.962500	2.840	0.800000	0.004	0.409	2.430	2.844
mfeat-zernike	0.807500	0.698	0.800000	0.003	0.091	0.607	0.701
mice_protein_expression	1.000000	0.584	0.800000	0.005	0.107	0.477	0.589
microaggregation2	0.622250	6.208	0.800000	0.004	0.191	6.017	6.212
mobile_c36_oversampling	0.963679	21.086	0.800000	0.004	0.199	20.887	21.089
mozilla4	0.922161	1.617	0.800000	0.003	0.045	1.572	1.620
naticusdroid+android+permissions+dataset	0.967445	20.118	0.799980	0.009	0.818	19.299	20.127
national-longitudinal-survey-binary	0.992872	0.939	0.799918	0.004	0.048	0.892	0.944
okcupid_stem	0.733133	8.862	0.799977	0.004	0.179	8.682	8.866
one-hundred-plants-margin	0.846875	3.952	0.800000	0.003	0.114	3.838	3.955
one-hundred-plants-shape	0.753125	4.007	0.800000	0.003	0.178	3.829	4.010
one-hundred-plants-texture	0.884375	4.316	0.799875	0.003	0.110	4.206	4.318
optdigits	0.993772	2.350	0.800000	0.004	0.183	2.167	2.354
ozone-level-8hr	0.950690	1.165	0.799921	0.003	0.132	1.033	1.168
page-blocks	0.978995	0.907	0.799927	0.003	0.036	0.870	0.909
pendigits	0.995452	2.479	0.799945	0.005	0.105	2.374	2.485
phoneme	0.876966	0.529	0.799963	0.003	0.022	0.507	0.531
pol	0.976698	2.728	0.799940	0.003	0.107	2.621	2.732
predict_students_dropout_and_academic_success	0.779661	1.225	0.799955	0.003	0.084	1.141	1.228
qsar	0.890995	0.371	0.800000	0.003	0.058	0.313	0.374
rice_cammeo_and_osmancik	0.929134	0.528	0.800000	0.003	0.021	0.507	0.531
ringnorm	0.980405	1.686	0.800000	0.003	0.081	1.605	1.689
satimage	0.918351	1.894	0.800000	0.004	0.132	1.761	1.897
segment	0.932900	0.430	0.800000	0.003	0.034	0.396	0.433
seismic+bumps	0.932302	0.476	0.799923	0.002	0.033	0.443	0.478
shuttle	0.999483	34.566	0.800000	0.005	0.316	34.250	34.570
spambase	0.938111	1.757	0.799826	0.003	0.133	1.624	1.760
splice	0.885580	1.314	0.800000	0.004	0.132	1.182	1.318
sports_articles_for_objectivity_analysis	0.850000	0.448	0.800000	0.002	0.089	0.359	0.451
statlog	0.735000	0.230	0.800000	0.002	0.030	0.200	0.233
steel_plates_faults	0.789203	0.475	0.799588	0.003	0.050	0.424	0.478
sylvine	0.938537	1.102	0.799961	0.003	0.063	1.039	1.105
taiwanese_bankruptcy_prediction	0.968475	3.958	0.799971	0.004	0.328	3.630	3.962
telco-customer-churn	0.799858	1.540	0.799943	0.003	0.074	1.466	1.543
texture	0.997273	6.208	0.800000	0.003	0.127	6.081	6.212
thyroid	0.988194	1.644	0.800000	0.003	0.067	1.578	1.648
thyroid-ann	0.986755	0.812	0.799841	0.003	0.045	0.766	0.815
thyroid-dis	0.692857	0.650	0.800000	0.003	0.049	0.601	0.653
turiye_student_evaluation	0.496564	1.588	0.800000	0.003	0.102	1.487	1.591
twonorm	0.979730	1.687	0.800000	0.003	0.086	1.601	1.690
vehicle	0.864706	0.206	0.799054	0.003	0.028	0.178	0.208
wall-robot-navigation	0.970696	1.272	0.799853	0.003	0.077	1.196	1.275
water_quality	0.898750	1.693	0.799900	0.003	0.066	1.627	1.696
waveform-5000	0.868000	1.556	0.800000	0.003	0.121	1.434	1.559
waveform_database_generator_version_1	0.864000	1.097	0.800000	0.003	0.064	1.033	1.100
website_phishing	0.915129	0.220	0.799704	0.002	0.017	0.202	0.222
wine-quality-red	0.575000	0.217	0.799875	0.002	0.010	0.206	0.219
wine-quality-white	0.610204	0.820	0.799918	0.003	0.038	0.783	0.823
yeast	0.612795	0.224	0.799865	0.003	0.016	0.208	0.227
