dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	7.089	0.799845
Amazon_employee_access	0.942173	14.949	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.814	0.799980
BNG(breast-w)	0.985903	21.716	0.799980
BNG(cmc)	0.568716	36.226	0.799986
BNG(tic-tac-toe)	0.783465	21.475	0.799980
Bank_Customer_Churn_Dataset	0.868000	6.822	0.800000
Basketball_c	0.708955	4.985	0.800000
Cardiovascular-Disease-dataset	0.729500	49.814	0.800000
Click_prediction_small	0.831915	6.431	0.799990
Credit_c	0.706534	42.184	0.801311
Customer_Personality_Analysis	0.890625	1.025	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.732	0.799305
E-CommereShippingData	0.667273	2.648	0.799982
Employee	0.852846	1.167	0.799914
FICO-HELOC-cleaned	0.742278	3.123	0.799919
Firm-Teacher_Clave-Direction_Classification	0.744444	2.744	0.800000
Fitness_Club_c	0.802013	0.489	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.640625	0.630	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.648	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.150	0.799831
GesturePhaseSegmentationProcessed	0.645063	3.303	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.855568	2.166	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.755	0.800000
INNHotelsGroup	0.868504	16.185	0.800000
Indian_pines	0.930016	11.921	0.799978
JapaneseVowels	0.993979	2.483	0.799920
KDDCup09_upselling	0.784600	2.107	0.799922
MIC	0.903030	1.368	0.799879
MagicTelescope	0.878023	5.115	0.800000
Marketing_Campaign	0.888393	0.790	0.800000
Mobile_Price_Classification	0.970000	0.715	0.800000
National_Health_and_Nutrition_Health_Survey	0.828947	0.588	0.799824
PhishingWebsites	0.966079	3.520	0.800000
PieChart3	0.879630	0.650	0.799443
Pima_Indians_Diabetes_Database	0.772727	0.420	0.799479
PizzaCutter3	0.880383	0.777	0.799616
Pumpkin_Seeds	0.878000	0.691	0.800000
QSAR_biodegradation	0.876777	0.648	0.799810
SDSS17	0.972100	98.678	0.800000
Satellite	0.993137	1.768	0.800000
Telecom_Churn_Dataset	0.953523	0.951	0.799880
UJI_Pen_Characters	0.490842	3.249	0.799853
Water_Quality_and_Potability	0.643293	0.772	0.799756
Wilt	0.991710	0.793	0.799834
abalone	0.651914	0.946	0.799856
ada	0.849398	1.669	0.799855
ada_agnostic	0.841183	1.998	0.799868
ada_prior	0.832402	1.153	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.600000	0.536	0.800000
allbp	0.974834	1.252	0.799841
allrep	0.976159	1.209	0.799841
analcatdata_authorship	0.988166	0.729	0.799049
artificial-characters	0.692759	2.196	0.799961
autoUniv-au4-2500	0.472000	1.830	0.800000
autoUniv-au7-1100	0.386364	0.492	0.800000
bank	0.899038	23.748	0.799982
banknote_authentication	0.556364	0.375	0.799563
baseball	0.944030	0.552	0.800000
car-evaluation	0.841040	0.651	0.799769
churn	0.937000	1.353	0.800000
cmc	0.589831	0.522	0.799728
company_bankruptcy_prediction	0.970674	4.292	0.799971
contraceptive_method_choice	0.616949	0.610	0.799728
credit	0.775950	4.401	0.799988
default_of_credit_card_clients	0.823167	12.681	0.800000
delta_ailerons	0.948107	1.046	0.799972
dis	0.985430	1.213	0.799841
dna	0.943574	3.552	0.799749
drug_consumption	0.403183	0.607	0.799894
dry_bean_dataset	0.928388	3.682	0.799941
eeg-eye-state	0.952270	3.978	0.800000
electricity	0.822355	21.945	0.799987
estimation_of_obesity_levels	0.981087	0.786	0.799621
eye_movements	0.572669	3.431	0.799927
eye_movements_bin	0.597240	2.067	0.799947
first-order-theorem-proving	0.620915	2.589	0.799935
gas-drift	0.994249	11.520	0.800000
gina_agnostic	0.818444	23.165	0.799885
golf_play_dataset_extended	0.931507	0.489	0.800000
heloc	0.719000	2.861	0.800000
house_16H	0.882876	3.622	0.799970
htru	0.978771	4.593	0.799978
ibm-employee-performance	1.000000	0.910	0.800000
in_vehicle_coupon_recommendation	0.667221	3.327	0.800729
internet_firewall	0.918517	41.930	0.799991
jm1	0.815342	3.006	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.841254	21.214	0.799996
kdd_ipums_la_97-small	0.865125	1.392	0.799923
kr-vs-k	0.604241	29.343	0.799971
kropt	0.608339	29.557	0.799971
led24	0.720313	1.114	0.800000
led7	0.742188	0.730	0.800000
letter	0.970500	18.882	0.800000
mammography	0.989718	1.799	0.799964
maternal_health_risk	0.832512	0.448	0.799803
mfeat-factors	0.967500	2.810	0.800000
mfeat-fourier	0.880000	1.281	0.800000
mfeat-karhunen	0.972500	1.279	0.800000
mfeat-morphological	0.760000	0.561	0.800000
mfeat-pixel	0.965000	3.109	0.800000
mfeat-zernike	0.817500	0.965	0.800000
mice_protein_expression	1.000000	0.932	0.800000
microaggregation2	0.622250	6.531	0.800000
mobile_c36_oversampling	0.973628	20.717	0.800000
mozilla4	0.927951	1.882	0.800000
naticusdroid+android+permissions+dataset	0.966081	20.532	0.799980
national-longitudinal-survey-binary	0.994908	1.240	0.799919
okcupid_stem	0.734258	9.326	0.799978
one-hundred-plants-margin	0.834375	4.603	0.800000
one-hundred-plants-shape	0.765625	4.543	0.800000
one-hundred-plants-texture	0.875000	4.996	0.799875
optdigits	0.990214	2.641	0.800000
ozone-level-8hr	0.954635	1.461	0.799921
page-blocks	0.975342	1.195	0.799927
pendigits	0.995907	2.791	0.799945
phoneme	0.883441	0.805	0.799963
pol	0.974219	3.004	0.799940
predict_students_dropout_and_academic_success	0.775141	1.498	0.799955
qsar	0.905213	0.658	0.800000
rice_cammeo_and_osmancik	0.930446	0.813	0.800000
ringnorm	0.981081	1.981	0.800000
satimage	0.918351	2.181	0.800000
segment	0.932900	0.727	0.800000
seismic+bumps	0.932302	0.865	0.799923
shuttle	0.999397	34.529	0.800000
spambase	0.953312	2.040	0.799826
splice	0.877743	1.618	0.800000
sports_articles_for_objectivity_analysis	0.850000	0.730	0.800000
statlog	0.745000	0.555	0.800000
steel_plates_faults	0.778920	0.800	0.799588
sylvine	0.938537	1.412	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.456	0.799971
telco-customer-churn	0.799148	1.820	0.799943
texture	0.999091	6.300	0.800000
thyroid	0.985417	1.974	0.800000
thyroid-ann	0.989404	1.099	0.799841
thyroid-dis	0.689286	0.957	0.800000
turiye_student_evaluation	0.496564	1.897	0.800000
twonorm	0.979054	2.034	0.800000
vehicle	0.858824	0.507	0.799054
wall-robot-navigation	0.967949	1.550	0.799853
water_quality	0.903125	1.955	0.799900
waveform-5000	0.868000	1.861	0.800000
waveform_database_generator_version_1	0.868000	1.380	0.800000
website_phishing	0.918819	0.519	0.799704
wine-quality-red	0.568750	0.516	0.799875
wine-quality-white	0.629592	1.105	0.799918
yeast	0.616162	0.518	0.799865
