dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.401544	2.472	0.799845	0.003	0.208	2.263	2.475
Amazon_employee_access	0.942173	10.413	0.799994	0.004	0.161	10.252	10.417
BLE_RSSI_dataset_for_Indoor_localization	0.730095	1.013	0.799980	0.002	0.032	0.982	1.016
BNG(breast-w)	0.985649	16.828	0.799980	0.004	0.238	16.590	16.832
BNG(cmc)	0.574593	31.134	0.799986	0.004	0.312	30.822	31.139
BNG(tic-tac-toe)	0.787402	16.627	0.799980	0.004	0.240	16.387	16.632
Bank_Customer_Churn_Dataset	0.865500	2.007	0.800000	0.003	0.075	1.932	2.009
Basketball_c	0.708955	0.246	0.800000	0.003	0.032	0.214	0.249
Cardiovascular-Disease-dataset	0.730286	51.209	0.800000	0.005	0.397	50.812	51.215
Click_prediction_small	0.831539	6.022	0.799990	0.003	0.076	5.945	6.024
Credit_c	0.703309	42.351	0.801311	0.006	0.830	41.521	42.356
Customer_Personality_Analysis	0.895089	0.494	0.800000	0.003	0.046	0.447	0.496
Diabetic_Retinopathy_Debrecen	0.735931	0.266	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.668182	2.117	0.799982	0.003	0.063	2.055	2.120
Employee	0.850698	0.710	0.799914	0.002	0.025	0.684	0.712
FICO-HELOC-cleaned	0.739241	2.561	0.799919	0.003	0.131	2.430	2.565
Firm-Teacher_Clave-Direction_Classification	0.682870	2.408	0.800000	0.003	0.099	2.309	2.411
Fitness_Club_c	0.791946	0.188	0.799596	0.003	0.014	0.174	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.571875	0.337	0.800000	0.002	0.035	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.659375	0.339	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.590526	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.635949	2.988	0.799959	0.003	0.177	2.811	2.991
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.819	0.797432	0.003	0.059	1.760	1.822
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.412	0.800000	0.003	0.053	0.360	0.415
INNHotelsGroup	0.859545	16.143	0.800000	0.004	0.326	15.817	16.147
Indian_pines	0.930016	11.510	0.799978	0.007	0.969	10.540	11.517
JapaneseVowels	0.991470	2.177	0.799920	0.003	0.082	2.095	2.180
KDDCup09_upselling	0.793372	1.806	0.799922	0.004	0.144	1.662	1.810
MIC	0.909091	1.081	0.799879	0.003	0.167	0.914	1.084
MagicTelescope	0.874343	4.769	0.800000	0.003	0.109	4.660	4.772
Marketing_Campaign	0.892857	0.509	0.800000	0.003	0.048	0.460	0.512
Mobile_Price_Classification	0.967500	0.415	0.800000	0.003	0.038	0.377	0.418
National_Health_and_Nutrition_Health_Survey	0.833333	0.294	0.799824	0.003	0.019	0.275	0.297
PhishingWebsites	0.973768	3.209	0.800000	0.004	0.144	3.065	3.213
PieChart3	0.875000	0.358	0.799443	0.002	0.057	0.301	0.361
Pima_Indians_Diabetes_Database	0.746753	0.142	0.799479	0.003	0.014	0.128	0.145
PizzaCutter3	0.880383	0.352	0.799617	0.003	0.054	0.297	0.354
Pumpkin_Seeds	0.874000	0.400	0.800000	0.002	0.026	0.375	0.403
QSAR_biodegradation	0.872038	0.379	0.799810	0.003	0.062	0.317	0.382
SDSS17	0.972300	97.726	0.800000	0.006	0.680	97.046	97.732
Satellite	0.993137	1.486	0.800000	0.004	0.105	1.381	1.490
Telecom_Churn_Dataset	0.946027	0.657	0.799880	0.002	0.041	0.617	0.660
UJI_Pen_Characters	0.465201	2.864	0.799853	0.003	0.119	2.745	2.867
Water_Quality_and_Potability	0.644817	0.496	0.799756	0.003	0.023	0.474	0.499
Wilt	0.989637	0.484	0.799834	0.003	0.019	0.465	0.487
abalone	0.638756	0.644	0.799856	0.002	0.026	0.618	0.647
ada	0.851807	1.382	0.799855	0.005	0.102	1.280	1.387
ada_agnostic	0.838992	1.536	0.799868	0.003	0.107	1.429	1.539
ada_prior	0.837989	0.826	0.799955	0.003	0.038	0.788	0.829
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.259	0.800000	0.002	0.017	0.242	0.261
allbp	0.976159	0.922	0.799841	0.003	0.060	0.862	0.925
allrep	0.976159	0.923	0.799841	0.003	0.059	0.864	0.926
analcatdata_authorship	0.988166	0.460	0.799049	0.003	0.095	0.365	0.463
artificial-characters	0.688845	1.895	0.799961	0.003	0.047	1.848	1.898
