dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.420849	6.874	0.799845
Amazon_employee_access	0.942173	14.104	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.729594	5.140	0.799980
BNG(breast-w)	0.985141	20.915	0.799980
BNG(cmc)	0.573146	35.587	0.799986
BNG(tic-tac-toe)	0.786894	20.651	0.799980
Bank_Customer_Churn_Dataset	0.865500	6.179	0.800000
Basketball_c	0.705224	4.298	0.800000
Cardiovascular-Disease-dataset	0.731500	49.696	0.800000
Click_prediction_small	0.831539	6.438	0.799990
Credit_c	0.705376	42.123	0.801311
Customer_Personality_Analysis	0.895089	0.935	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.683	0.799305
E-CommereShippingData	0.670000	2.598	0.799982
Employee	0.847476	1.142	0.799914
FICO-HELOC-cleaned	0.738228	3.089	0.799919
Firm-Teacher_Clave-Direction_Classification	0.725463	2.689	0.800000
Fitness_Club_c	0.791946	0.495	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.575000	0.615	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.625000	0.629	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.145	0.799831
GesturePhaseSegmentationProcessed	0.609114	3.309	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.849504	2.150	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.704	0.800000
INNHotelsGroup	0.868367	16.104	0.800000
Indian_pines	0.931657	11.757	0.799978
JapaneseVowels	0.994481	2.472	0.799920
KDDCup09_upselling	0.775828	2.068	0.799922
MIC	0.896970	1.370	0.799879
MagicTelescope	0.876709	5.089	0.800000
Marketing_Campaign	0.883929	0.788	0.800000
Mobile_Price_Classification	0.967500	0.673	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.564	0.799824
PhishingWebsites	0.966983	3.527	0.800000
PieChart3	0.884259	0.651	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.410	0.799479
PizzaCutter3	0.875598	0.703	0.799616
Pumpkin_Seeds	0.878000	0.664	0.800000
QSAR_biodegradation	0.890995	0.646	0.799810
SDSS17	0.971650	98.366	0.800000
Satellite	0.993137	1.750	0.800000
Telecom_Churn_Dataset	0.938531	0.951	0.799880
UJI_Pen_Characters	0.479853	3.110	0.799853
Water_Quality_and_Potability	0.634146	0.794	0.799756
Wilt	0.991710	0.785	0.799834
abalone	0.647129	0.928	0.799856
ada	0.845783	1.676	0.799855
ada_agnostic	0.832421	1.806	0.799868
ada_prior	0.836872	1.115	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.550	0.800000
allbp	0.974834	1.233	0.799841
allrep	0.973510	1.223	0.799841
analcatdata_authorship	0.988166	0.731	0.799049
artificial-characters	0.689824	2.162	0.799961
autoUniv-au4-2500	0.488000	1.816	0.800000
autoUniv-au7-1100	0.381818	0.511	0.800000
bank	0.897932	23.600	0.799982
banknote_authentication	0.541818	0.384	0.799563
baseball	0.944030	0.562	0.800000
car-evaluation	0.861272	0.630	0.799769
churn	0.938000	1.345	0.800000
cmc	0.596610	0.494	0.799728
company_bankruptcy_prediction	0.971408	4.284	0.799971
contraceptive_method_choice	0.606780	0.724	0.799728
credit	0.778941	4.405	0.799988
default_of_credit_card_clients	0.824500	12.663	0.800000
delta_ailerons	0.947405	1.029	0.799972
dis	0.985430	1.180	0.799841
dna	0.921630	3.546	0.799749
drug_consumption	0.403183	0.584	0.799894
dry_bean_dataset	0.928388	3.693	0.799941
eeg-eye-state	0.950267	4.013	0.800000
