dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.347490	6.922	0.799845
Amazon_employee_access	0.942173	14.885	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.720581	5.706	0.799980
BNG(breast-w)	0.978537	21.623	0.799980
BNG(cmc)	0.550452	36.549	0.799986
BNG(tic-tac-toe)	0.743713	21.487	0.799980
Bank_Customer_Churn_Dataset	0.817500	6.793	0.800000
Basketball_c	0.686567	4.948	0.800000
Cardiovascular-Disease-dataset	0.706500	49.887	0.800000
Click_prediction_small	0.831539	6.488	0.799990
Credit_c	0.633830	42.314	0.801311
Customer_Personality_Analysis	0.872768	0.966	0.800000
Diabetic_Retinopathy_Debrecen	0.632035	0.717	0.799305
E-CommereShippingData	0.635455	2.657	0.799982
Employee	0.821697	1.184	0.799914
FICO-HELOC-cleaned	0.726582	3.123	0.799919
Firm-Teacher_Clave-Direction_Classification	0.493981	2.749	0.800000
Fitness_Club_c	0.758389	0.479	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.540625	0.634	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.537500	0.625	0.800000
Gender_Gap_in_Spanish_WP	0.586316	1.137	0.799831
GesturePhaseSegmentationProcessed	0.467342	3.348	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.141	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.853741	0.757	0.800000
INNHotelsGroup	0.777808	16.084	0.800000
Indian_pines	0.751230	11.982	0.799978
JapaneseVowels	0.830908	2.501	0.799920
KDDCup09_upselling	0.692982	2.088	0.799922
MIC	0.881818	1.385	0.799879
MagicTelescope	0.850683	5.159	0.800000
Marketing_Campaign	0.863839	0.800	0.800000
Mobile_Price_Classification	0.435000	0.727	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.593	0.799824
PhishingWebsites	0.919041	3.529	0.800000
PieChart3	0.875000	0.645	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.458	0.799479
PizzaCutter3	0.880383	0.667	0.799616
Pumpkin_Seeds	0.874000	0.722	0.800000
QSAR_biodegradation	0.848341	0.667	0.799810
SDSS17	0.793250	98.558	0.800000
Satellite	0.991176	1.775	0.800000
Telecom_Churn_Dataset	0.865067	0.956	0.799880
UJI_Pen_Characters	0.267399	3.027	0.799853
Water_Quality_and_Potability	0.609756	0.807	0.799756
Wilt	0.976166	0.821	0.799834
abalone	0.618421	0.942	0.799856
ada	0.830120	1.685	0.799855
ada_agnostic	0.813801	1.886	0.799868
ada_prior	0.768715	1.111	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.564	0.800000
allbp	0.958940	1.357	0.799841
allrep	0.966887	1.217	0.799841
analcatdata_authorship	0.923077	0.748	0.799049
artificial-characters	0.538160	2.205	0.799961
autoUniv-au4-2500	0.478000	1.818	0.800000
autoUniv-au7-1100	0.281818	0.519	0.800000
bank	0.883003	23.615	0.799982
banknote_authentication	0.527273	0.393	0.799563
baseball	0.947761	0.572	0.800000
car-evaluation	0.699422	0.670	0.799769
churn	0.868000	1.370	0.800000
cmc	0.555932	0.527	0.799728
company_bankruptcy_prediction	0.969941	4.245	0.799971
contraceptive_method_choice	0.569492	0.763	0.799728
credit	0.768771	4.373	0.799988
default_of_credit_card_clients	0.805167	12.761	0.800000
delta_ailerons	0.946704	1.053	0.799972
dis	0.984106	1.222	0.799841
dna	0.811912	3.553	0.799749
drug_consumption	0.389920	0.606	0.799894
dry_bean_dataset	0.904517	3.692	0.799941
eeg-eye-state	0.654206	3.970	0.800000
electricity	0.767185	21.928	0.799987
estimation_of_obesity_levels	0.692671	0.852	0.799621
eye_movements	0.493144	3.414	0.799927
eye_movements_bin	0.560447	2.059	0.799947
first-order-theorem-proving	0.510621	2.605	0.799935
gas-drift	0.874910	11.521	0.800000
gina_agnostic	0.654179	23.103	0.799885
golf_play_dataset_extended	0.881279	0.476	0.800000
heloc	0.704000	2.840	0.800000
house_16H	0.820237	3.732	0.799970
htru	0.979609	4.602	0.799978
ibm-employee-performance	0.843537	0.820	0.800000
in_vehicle_coupon_recommendation	0.590361	3.338	0.800729
internet_firewall	0.782101	42.182	0.799991
jm1	0.811208	3.002	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.667113	21.188	0.799996
kdd_ipums_la_97-small	0.845857	1.395	0.799923
kr-vs-k	0.312545	29.329	0.799971
kropt	0.310763	28.595	0.799971
led24	0.495312	1.057	0.800000
led7	0.610938	0.768	0.800000
letter	0.707750	18.647	0.800000
mammography	0.982566	1.823	0.799964
maternal_health_risk	0.733990	0.462	0.799803
mfeat-factors	0.852500	2.799	0.800000
mfeat-fourier	0.720000	1.308	0.800000
mfeat-karhunen	0.650000	1.253	0.800000
mfeat-morphological	0.717500	0.575	0.800000
mfeat-pixel	0.737500	3.129	0.800000
mfeat-zernike	0.672500	0.984	0.800000
mice_protein_expression	0.782407	0.946	0.800000
microaggregation2	0.562000	6.486	0.800000
mobile_c36_oversampling	0.909776	20.913	0.800000
mozilla4	0.870376	1.893	0.800000
naticusdroid+android+permissions+dataset	0.880177	20.474	0.799980
national-longitudinal-survey-binary	0.842159	1.331	0.799919
okcupid_stem	0.720015	9.357	0.799978
one-hundred-plants-margin	0.565625	4.545	0.800000
one-hundred-plants-shape	0.471875	4.524	0.800000
one-hundred-plants-texture	0.525000	4.497	0.799875
optdigits	0.803381	2.639	0.800000
ozone-level-8hr	0.938856	1.471	0.799921
page-blocks	0.960731	1.220	0.799927
pendigits	0.939973	2.791	0.799945
phoneme	0.837188	0.814	0.799963
pol	0.923649	2.992	0.799940
predict_students_dropout_and_academic_success	0.691525	1.525	0.799955
qsar	0.829384	0.666	0.800000
rice_cammeo_and_osmancik	0.923885	0.813	0.800000
ringnorm	0.979054	2.016	0.800000
satimage	0.871695	2.199	0.800000
segment	0.876623	0.713	0.800000
seismic+bumps	0.934236	0.837	0.799923
shuttle	0.995690	34.708	0.800000
spambase	0.799131	2.047	0.799826
splice	0.672414	1.603	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.732	0.800000
statlog	0.740000	0.520	0.800000
steel_plates_faults	0.691517	0.769	0.799588
sylvine	0.910244	1.393	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.398	0.799971
telco-customer-churn	0.772889	1.827	0.799943
texture	0.895455	6.243	0.800000
thyroid	0.938194	1.939	0.800000
thyroid-ann	0.940397	1.097	0.799841
thyroid-dis	0.657143	0.947	0.800000
turiye_student_evaluation	0.475086	1.881	0.800000
twonorm	0.979054	1.982	0.800000
vehicle	0.747059	0.518	0.799054
wall-robot-navigation	0.741758	1.551	0.799853
water_quality	0.886250	1.977	0.799900
waveform-5000	0.724000	1.849	0.800000
waveform_database_generator_version_1	0.678000	1.383	0.800000
website_phishing	0.863469	0.511	0.799704
wine-quality-red	0.584375	0.527	0.799875
wine-quality-white	0.510204	1.111	0.799918
yeast	0.589226	0.533	0.799865
