dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	6.532	0.799845
Amazon_employee_access	0.942173	14.302	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.728593	4.931	0.799980
BNG(breast-w)	0.985649	20.808	0.799980
BNG(cmc)	0.572875	35.276	0.799986
BNG(tic-tac-toe)	0.784735	20.239	0.799980
Bank_Customer_Churn_Dataset	0.867000	6.394	0.800000
Basketball_c	0.701493	4.168	0.800000
Cardiovascular-Disease-dataset	0.729714	49.674	0.800000
Click_prediction_small	0.831539	6.467	0.799990
Credit_c	0.704549	42.079	0.801311
Customer_Personality_Analysis	0.888393	0.947	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.703	0.799305
E-CommereShippingData	0.668636	2.611	0.799982
Employee	0.850698	1.171	0.799914
FICO-HELOC-cleaned	0.739747	3.089	0.799919
Firm-Teacher_Clave-Direction_Classification	0.759259	2.730	0.800000
Fitness_Club_c	0.798658	0.538	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.655	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.621875	0.625	0.800000
Gender_Gap_in_Spanish_WP	0.593684	1.129	0.799831
GesturePhaseSegmentationProcessed	0.647595	3.284	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	2.174	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.717	0.800000
INNHotelsGroup	0.865886	16.075	0.800000
Indian_pines	0.930016	11.834	0.799978
JapaneseVowels	0.995484	2.490	0.799920
KDDCup09_upselling	0.777778	2.083	0.799922
MIC	0.906061	1.396	0.799879
MagicTelescope	0.875131	5.095	0.800000
Marketing_Campaign	0.883929	0.826	0.800000
Mobile_Price_Classification	0.967500	0.698	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.580	0.799824
PhishingWebsites	0.961104	3.521	0.800000
PieChart3	0.884259	0.650	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.429	0.799479
PizzaCutter3	0.880383	0.656	0.799616
Pumpkin_Seeds	0.876000	0.676	0.800000
QSAR_biodegradation	0.872038	0.673	0.799810
SDSS17	0.973000	98.150	0.800000
Satellite	0.992157	1.773	0.800000
Telecom_Churn_Dataset	0.950525	0.963	0.799880
UJI_Pen_Characters	0.483516	2.841	0.799853
Water_Quality_and_Potability	0.637195	0.802	0.799756
Wilt	0.991710	0.819	0.799834
abalone	0.641148	0.920	0.799856
ada	0.849398	1.678	0.799855
ada_agnostic	0.841183	1.835	0.799868
ada_prior	0.834637	1.124	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.595000	0.542	0.800000
allbp	0.973510	1.229	0.799841
allrep	0.972185	1.201	0.799841
analcatdata_authorship	0.994083	0.742	0.799049
artificial-characters	0.701566	2.186	0.799961
autoUniv-au4-2500	0.466000	1.815	0.800000
autoUniv-au7-1100	0.386364	0.499	0.800000
bank	0.899812	23.527	0.799982
banknote_authentication	0.552727	0.380	0.799563
baseball	0.947761	0.556	0.800000
car-evaluation	0.817919	0.650	0.799769
churn	0.934000	1.370	0.800000
cmc	0.589831	0.528	0.799728
company_bankruptcy_prediction	0.971408	4.273	0.799971
