dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.599	0.799845
Amazon_employee_access	0.942173	14.261	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.735103	5.064	0.799980
BNG(breast-w)	0.984760	20.937	0.799980
BNG(cmc)	0.569530	35.693	0.799986
BNG(tic-tac-toe)	0.756414	20.726	0.799980
Bank_Customer_Churn_Dataset	0.850000	6.009	0.800000
Basketball_c	0.705224	4.333	0.800000
Cardiovascular-Disease-dataset	0.726929	50.197	0.800000
Click_prediction_small	0.831414	6.495	0.799990
Credit_c	0.673697	42.559	0.801311
Customer_Personality_Analysis	0.892857	0.950	0.800000
Diabetic_Retinopathy_Debrecen	0.714286	0.712	0.799305
E-CommereShippingData	0.656364	2.647	0.799982
Employee	0.845328	1.187	0.799914
FICO-HELOC-cleaned	0.730633	3.112	0.799919
Firm-Teacher_Clave-Direction_Classification	0.699537	2.716	0.800000
Fitness_Club_c	0.775168	0.484	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.496875	0.669	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.531250	0.645	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.134	0.799831
GesturePhaseSegmentationProcessed	0.544304	3.321	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846748	2.215	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.857143	0.744	0.800000
INNHotelsGroup	0.844797	16.121	0.800000
Indian_pines	0.808639	11.951	0.799978
JapaneseVowels	0.964877	2.527	0.799920
KDDCup09_upselling	0.710526	2.086	0.799922
MIC	0.881818	1.378	0.799879
MagicTelescope	0.868559	5.149	0.800000
Marketing_Campaign	0.904018	0.806	0.800000
Mobile_Price_Classification	0.497500	0.716	0.800000
National_Health_and_Nutrition_Health_Survey	0.842105	0.601	0.799824
PhishingWebsites	0.958390	3.552	0.800000
PieChart3	0.875000	0.677	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.436	0.799479
PizzaCutter3	0.885167	0.706	0.799616
Pumpkin_Seeds	0.876000	0.712	0.800000
QSAR_biodegradation	0.862559	0.665	0.799810
SDSS17	0.959600	99.044	0.800000
Satellite	0.992157	1.787	0.800000
Telecom_Churn_Dataset	0.907046	0.961	0.799880
UJI_Pen_Characters	0.476190	3.112	0.799853
Water_Quality_and_Potability	0.611280	0.766	0.799756
Wilt	0.990674	0.786	0.799834
abalone	0.629187	0.950	0.799856
ada	0.842169	1.675	0.799855
ada_agnostic	0.828039	1.854	0.799868
ada_prior	0.840223	1.142	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.528	0.800000
allbp	0.972185	1.362	0.799841
allrep	0.969536	1.218	0.799841
analcatdata_authorship	0.982249	0.748	0.799049
artificial-characters	0.665362	2.182	0.799961
autoUniv-au4-2500	0.506000	1.882	0.800000
autoUniv-au7-1100	0.350000	0.508	0.800000
bank	0.894725	23.670	0.799982
banknote_authentication	0.556364	0.370	0.799563
baseball	0.944030	0.593	0.800000
car-evaluation	0.699422	0.659	0.799769
churn	0.915000	1.370	0.800000
cmc	0.583051	0.528	0.799728
company_bankruptcy_prediction	0.970674	4.250	0.799971
contraceptive_method_choice	0.603390	0.688	0.799728
credit	0.776249	4.458	0.799988
default_of_credit_card_clients	0.819833	12.706	0.800000
delta_ailerons	0.947405	1.062	0.799972
dis	0.984106	1.213	0.799841
dna	0.727273	3.555	0.799749
drug_consumption	0.403183	0.593	0.799894
dry_bean_dataset	0.924715	3.696	0.799941
eeg-eye-state	0.883845	4.126	0.800000
electricity	0.792894	21.927	0.799987
estimation_of_obesity_levels	0.848700	0.770	0.799621
eye_movements	0.535649	3.532	0.799927
eye_movements_bin	0.582129	2.059	0.799947
first-order-theorem-proving	0.550654	2.617	0.799935
gas-drift	0.989576	11.503	0.800000
gina_agnostic	0.780980	23.139	0.799885
golf_play_dataset_extended	0.913242	0.507	0.800000
heloc	0.715500	2.835	0.800000
house_16H	0.865085	3.713	0.799970
htru	0.979888	4.621	0.799978
ibm-employee-performance	0.948980	0.787	0.800000
in_vehicle_coupon_recommendation	0.634400	3.338	0.800729
internet_firewall	0.801709	42.166	0.799991
jm1	0.812586	2.970	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.771084	21.323	0.799996
kdd_ipums_la_97-small	0.856455	1.387	0.799923
kr-vs-k	0.522808	28.853	0.799971
kropt	0.516750	28.859	0.799971
led24	0.731250	1.067	0.800000
led7	0.737500	0.742	0.800000
letter	0.917750	18.781	0.800000
mammography	0.988377	1.805	0.799964
maternal_health_risk	0.793103	0.468	0.799803
mfeat-factors	0.965000	2.788	0.800000
mfeat-fourier	0.840000	1.289	0.800000
mfeat-karhunen	0.912500	1.278	0.800000
mfeat-morphological	0.770000	0.634	0.800000
mfeat-pixel	0.920000	3.130	0.800000
mfeat-zernike	0.762500	0.972	0.800000
mice_protein_expression	1.000000	0.936	0.800000
