dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	6.548	0.799845
Amazon_employee_access	0.942173	14.344	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732599	4.967	0.799980
BNG(breast-w)	0.985141	20.814	0.799980
BNG(cmc)	0.570615	35.215	0.799986
BNG(tic-tac-toe)	0.780544	20.639	0.799980
Bank_Customer_Churn_Dataset	0.862500	6.133	0.800000
Basketball_c	0.697761	4.242	0.800000
Cardiovascular-Disease-dataset	0.728714	49.716	0.800000
Click_prediction_small	0.831539	6.448	0.799990
Credit_c	0.700000	42.143	0.801311
Customer_Personality_Analysis	0.892857	0.981	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.692	0.799305
E-CommereShippingData	0.659091	2.632	0.799982
Employee	0.839957	1.181	0.799914
FICO-HELOC-cleaned	0.738228	3.142	0.799919
Firm-Teacher_Clave-Direction_Classification	0.651389	2.767	0.800000
Fitness_Club_c	0.795302	0.499	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.568750	0.624	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.650000	0.645	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.123	0.799831
GesturePhaseSegmentationProcessed	0.601519	3.294	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846748	2.151	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.740	0.800000
INNHotelsGroup	0.862578	16.214	0.800000
Indian_pines	0.906506	11.950	0.799978
JapaneseVowels	0.991972	2.491	0.799920
KDDCup09_upselling	0.750487	2.110	0.799922
MIC	0.890909	1.401	0.799879
MagicTelescope	0.873554	5.138	0.800000
Marketing_Campaign	0.888393	0.832	0.800000
Mobile_Price_Classification	0.965000	0.714	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.596	0.799824
PhishingWebsites	0.962460	3.501	0.800000
PieChart3	0.875000	0.631	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.448	0.799479
PizzaCutter3	0.880383	0.647	0.799616
Pumpkin_Seeds	0.876000	0.701	0.800000
QSAR_biodegradation	0.867299	0.681	0.799810
SDSS17	0.970000	98.553	0.800000
Satellite	0.993137	1.806	0.800000
Telecom_Churn_Dataset	0.934033	0.920	0.799880
UJI_Pen_Characters	0.446886	3.119	0.799853
Water_Quality_and_Potability	0.628049	0.825	0.799756
Wilt	0.990674	2.039	0.799834
abalone	0.635167	0.946	0.799856
ada	0.846988	1.693	0.799855
ada_agnostic	0.829135	1.846	0.799868
ada_prior	0.844693	1.173	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.558	0.800000
allbp	0.974834	1.228	0.799841
allrep	0.970861	1.222	0.799841
analcatdata_authorship	0.988166	0.762	0.799049
artificial-characters	0.671233	2.194	0.799961
autoUniv-au4-2500	0.498000	1.843	0.800000
autoUniv-au7-1100	0.340909	1.793	0.800000
bank	0.893619	23.752	0.799982
banknote_authentication	0.549091	0.384	0.799563
baseball	0.944030	0.557	0.800000
car-evaluation	0.780347	0.659	0.799769
churn	0.933000	1.390	0.800000
cmc	0.589831	0.513	0.799728
company_bankruptcy_prediction	0.970674	4.319	0.799971
contraceptive_method_choice	0.593220	0.725	0.799728
credit	0.776249	4.389	0.799988
default_of_credit_card_clients	0.824667	12.728	0.800000
delta_ailerons	0.948107	1.034	0.799972
dis	0.984106	1.213	0.799841
dna	0.937304	3.595	0.799749
drug_consumption	0.403183	0.585	0.799894
dry_bean_dataset	0.928388	3.731	0.799941
eeg-eye-state	0.938585	3.954	0.800000
electricity	0.805142	21.918	0.799987
estimation_of_obesity_levels	0.981087	2.000	0.799621
eye_movements	0.561700	3.367	0.799927
eye_movements_bin	0.590013	2.044	0.799947
first-order-theorem-proving	0.598039	2.627	0.799935
gas-drift	0.994249	11.520	0.800000
