dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.512	0.799845	0.003	0.207	2.305	2.516
Amazon_employee_access	0.942173	10.157	0.799994	0.004	0.139	10.019	10.161
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.015	0.799980	0.002	0.032	0.983	1.017
BNG(breast-w)	0.986538	16.716	0.799980	0.004	0.237	16.479	16.720
BNG(cmc)	0.572785	31.010	0.799986	0.005	0.304	30.706	31.015
BNG(tic-tac-toe)	0.796419	16.470	0.799980	0.004	0.253	16.217	16.474
Bank_Customer_Churn_Dataset	0.866000	2.028	0.800000	0.003	0.091	1.937	2.030
Basketball_c	0.716418	0.244	0.800000	0.003	0.032	0.212	0.247
Cardiovascular-Disease-dataset	0.730143	52.095	0.800000	0.005	0.391	51.704	52.100
Click_prediction_small	0.831539	6.004	0.799990	0.003	0.075	5.929	6.007
Credit_c	0.706286	42.759	0.801311	0.006	0.848	41.911	42.765
Customer_Personality_Analysis	0.890625	0.492	0.800000	0.002	0.045	0.447	0.494
Diabetic_Retinopathy_Debrecen	0.753247	0.263	0.799305	0.002	0.029	0.233	0.265
E-CommereShippingData	0.668182	2.115	0.799982	0.003	0.060	2.055	2.118
Employee	0.852846	0.704	0.799914	0.003	0.024	0.680	0.707
FICO-HELOC-cleaned	0.743797	2.546	0.799919	0.003	0.123	2.423	2.550
Firm-Teacher_Clave-Direction_Classification	0.730556	2.406	0.800000	0.003	0.098	2.308	2.408
Fitness_Club_c	0.802013	0.186	0.799596	0.002	0.013	0.173	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.631250	0.334	0.800000	0.002	0.034	0.301	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.337	0.800000	0.003	0.035	0.302	0.340
Gender_Gap_in_Spanish_WP	0.597895	0.843	0.799831	0.002	0.036	0.807	0.846
GesturePhaseSegmentationProcessed	0.644557	2.969	0.799959	0.003	0.164	2.806	2.973
