dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.436293	2.287	0.799845	0.003	0.206	2.081	2.290
Amazon_employee_access	0.942173	10.034	0.799994	0.004	0.139	9.895	10.038
BLE_RSSI_dataset_for_Indoor_localization	0.729594	1.016	0.799980	0.002	0.036	0.980	1.018
BNG(breast-w)	0.985395	16.579	0.799980	0.004	0.240	16.339	16.583
BNG(cmc)	0.571157	31.505	0.799986	0.005	0.301	31.203	31.510
BNG(tic-tac-toe)	0.785116	16.786	0.799980	0.004	0.240	16.546	16.790
Bank_Customer_Churn_Dataset	0.865500	1.998	0.800000	0.003	0.071	1.928	2.002
Basketball_c	0.708955	0.259	0.800000	0.002	0.045	0.214	0.262
Cardiovascular-Disease-dataset	0.729857	50.657	0.800000	0.005	0.426	50.231	50.662
Click_prediction_small	0.831539	5.928	0.799990	0.003	0.084	5.844	5.931
Credit_c	0.708106	42.169	0.801311	0.006	0.800	41.369	42.175
Customer_Personality_Analysis	0.886161	0.489	0.800000	0.002	0.045	0.443	0.491
Diabetic_Retinopathy_Debrecen	0.744589	0.261	0.799305	0.002	0.030	0.231	0.263
E-CommereShippingData	0.664545	2.109	0.799982	0.002	0.063	2.047	2.112
Employee	0.851772	0.706	0.799914	0.003	0.025	0.682	0.709
FICO-HELOC-cleaned	0.742278	2.546	0.799919	0.003	0.126	2.420	2.549
Firm-Teacher_Clave-Direction_Classification	0.757870	2.397	0.800000	0.003	0.100	2.297	2.400
Fitness_Club_c	0.795302	0.183	0.799596	0.002	0.013	0.170	0.185
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.571875	0.332	0.800000	0.002	0.034	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.335	0.800000	0.002	0.035	0.299	0.337
Gender_Gap_in_Spanish_WP	0.591579	0.840	0.799831	0.002	0.036	0.804	0.842
GesturePhaseSegmentationProcessed	0.621772	2.975	0.799959	0.003	0.165	2.811	2.979
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.803	0.797432	0.010	0.060	1.743	1.813
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.406	0.800000	0.002	0.052	0.355	0.409
INNHotelsGroup	0.867953	15.614	0.800000	0.004	0.300	15.314	15.618
Indian_pines	0.910880	11.402	0.799978	0.007	0.963	10.439	11.409
JapaneseVowels	0.992474	2.171	0.799920	0.003	0.079	2.092	2.174
KDDCup09_upselling	0.779727	1.803	0.799922	0.003	0.141	1.662	1.807
MIC	0.915152	1.075	0.799879	0.003	0.159	0.916	1.078
MagicTelescope	0.874869	4.766	0.800000	0.003	0.110	4.656	4.769
Marketing_Campaign	0.895089	0.509	0.800000	0.003	0.050	0.459	0.512
Mobile_Price_Classification	0.945000	0.414	0.800000	0.002	0.039	0.375	0.416
National_Health_and_Nutrition_Health_Survey	0.839912	0.295	0.799824	0.002	0.019	0.276	0.297
PhishingWebsites	0.965626	3.174	0.800000	0.003	0.143	3.031	3.178
PieChart3	0.875000	0.359	0.799443	0.002	0.058	0.301	0.362
Pima_Indians_Diabetes_Database	0.740260	0.146	0.799479	0.002	0.014	0.132	0.148
PizzaCutter3	0.880383	0.354	0.799617	0.002	0.056	0.297	0.356
Pumpkin_Seeds	0.876000	0.401	0.800000	0.002	0.026	0.375	0.403
QSAR_biodegradation	0.881517	0.378	0.799810	0.004	0.062	0.316	0.383
SDSS17	0.971700	99.140	0.800000	0.006	0.679	98.461	99.146
Satellite	0.993137	1.482	0.800000	0.003	0.105	1.377	1.486
Telecom_Churn_Dataset	0.943028	0.656	0.799880	0.002	0.041	0.615	0.658
UJI_Pen_Characters	0.454212	2.742	0.799853	0.002	0.120	2.622	2.744
Water_Quality_and_Potability	0.625000	0.495	0.799756	0.003	0.023	0.472	0.497
Wilt	0.989637	0.483	0.799834	0.002	0.019	0.464	0.485
abalone	0.635167	0.637	0.799856	0.003	0.027	0.610	0.639
ada	0.855422	1.385	0.799855	0.003	0.102	1.284	1.388
ada_agnostic	0.840088	1.531	0.799868	0.003	0.107	1.424	1.534
ada_prior	0.836872	0.826	0.799955	0.003	0.039	0.787	0.828
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.259	0.800000	0.002	0.017	0.242	0.261
allbp	0.976159	0.919	0.799841	0.003	0.058	0.861	0.922
allrep	0.973510	0.916	0.799841	0.002	0.059	0.857	0.918
analcatdata_authorship	0.982249	0.460	0.799049	0.002	0.095	0.365	0.463
artificial-characters	0.689335	1.893	0.799961	0.003	0.048	1.846	1.896
autoUniv-au4-2500	0.488000	1.524	0.800000	0.003	0.189	1.335	1.528
autoUniv-au7-1100	0.372727	0.202	0.800000	0.002	0.020	0.182	0.204
bank	0.898153	22.913	0.799982	0.004	0.377	22.536	22.917
banknote_authentication	0.556364	0.097	0.799563	0.002	0.010	0.088	0.100
baseball	0.940299	0.266	0.800000	0.002	0.028	0.238	0.268
car-evaluation	0.791908	0.366	0.799769	0.002	0.036	0.330	0.368
churn	0.935000	1.075	0.800000	0.002	0.063	1.012	1.077
cmc	0.579661	0.238	0.799728	0.002	0.018	0.220	0.240
company_bankruptcy_prediction	0.967742	3.954	0.799971	0.004	0.321	3.634	3.958
contraceptive_method_choice	0.616949	0.235	0.799728	0.002	0.017	0.218	0.237
credit	0.775351	3.946	0.799988	0.003	0.093	3.853	3.949
default_of_credit_card_clients	0.823167	12.101	0.800000	0.004	0.380	11.721	12.105
delta_ailerons	0.948808	0.760	0.799972	0.002	0.026	0.735	0.763
dis	0.984106	0.924	0.799841	0.002	0.059	0.865	0.926
dna	0.924765	3.271	0.799749	0.004	0.365	2.906	3.275
drug_consumption	0.403183	0.306	0.799894	0.002	0.023	0.284	0.309
dry_bean_dataset	0.928388	3.324	0.799941	0.003	0.121	3.203	3.327
eeg-eye-state	0.958278	3.656	0.800000	0.004	0.120	3.536	3.659
electricity	0.823348	21.468	0.799987	0.004	0.254	21.214	21.472
estimation_of_obesity_levels	0.978723	0.394	0.799621	0.002	0.030	0.364	0.396
eye_movements	0.576325	3.012	0.799927	0.003	0.162	2.850	3.015
eye_movements_bin	0.590670	1.754	0.799947	0.003	0.092	1.662	1.756
first-order-theorem-proving	0.605392	2.220	0.799935	0.003	0.165	2.055	2.224
gas-drift	0.994249	11.181	0.800000	0.006	1.014	10.167	11.187
gina_agnostic	0.775216	22.788	0.799885	0.011	2.297	20.491	22.799
golf_play_dataset_extended	0.926941	0.196	0.800000	0.002	0.016	0.180	0.198
heloc	0.721500	2.540	0.800000	0.003	0.116	2.424	2.543
house_16H	0.885471	3.273	0.799970	0.003	0.121	3.152	3.276
htru	0.979609	4.291	0.799978	0.003	0.081	4.210	4.294
ibm-employee-performance	1.000000	0.406	0.800000	0.002	0.051	0.355	0.408
in_vehicle_coupon_recommendation	0.666805	3.029	0.800729	0.003	0.133	2.895	3.032
internet_firewall	0.802396	42.631	0.799991	0.004	0.172	42.459	42.635
jm1	0.814883	2.678	0.800000	0.003	0.120	2.558	2.681
jungle_chess_2pcs_raw_endgame_complete	0.840919	20.591	0.799996	0.004	0.186	20.406	20.595
kdd_ipums_la_97-small	0.865125	1.106	0.799923	0.002	0.060	1.047	1.109
kr-vs-k	0.598539	30.039	0.799971	0.003	0.138	29.901	30.043
kropt	0.605132	27.419	0.799971	0.003	0.114	27.305	27.422
led24	0.725000	0.720	0.800000	0.003	0.055	0.665	0.723
led7	0.742188	0.451	0.800000	0.003	0.019	0.432	0.454
letter	0.962250	18.094	0.800000	0.003	0.178	17.916	18.097
mammography	0.990165	1.533	0.799964	0.002	0.042	1.490	1.535
maternal_health_risk	0.783251	0.168	0.799803	0.002	0.012	0.156	0.170
mfeat-factors	0.975000	2.511	0.800000	0.003	0.365	2.146	2.515
mfeat-fourier	0.880000	0.990	0.800000	0.005	0.133	0.857	0.995
mfeat-karhunen	0.970000	0.867	0.800000	0.002	0.112	0.755	0.869
mfeat-morphological	0.752500	0.270	0.800000	0.003	0.016	0.254	0.273
mfeat-pixel	0.960000	2.825	0.800000	0.004	0.433	2.392	2.828
mfeat-zernike	0.805000	0.695	0.800000	0.003	0.089	0.606	0.697
mice_protein_expression	1.000000	0.581	0.800000	0.003	0.105	0.476	0.584
microaggregation2	0.620000	6.186	0.800000	0.004	0.183	6.003	6.190
mobile_c36_oversampling	0.968122	20.104	0.800000	0.003	0.199	19.906	20.107
mozilla4	0.920553	1.587	0.800000	0.003	0.045	1.542	1.590
naticusdroid+android+permissions+dataset	0.962843	20.141	0.799980	0.008	0.811	19.330	20.149
national-longitudinal-survey-binary	0.992872	0.938	0.799918	0.002	0.048	0.890	0.940
okcupid_stem	0.732571	8.934	0.799977	0.004	0.177	8.757	8.938
one-hundred-plants-margin	0.812500	4.290	0.800000	0.002	0.181	4.109	4.293
one-hundred-plants-shape	0.746875	4.216	0.800000	0.002	0.112	4.103	4.218
one-hundred-plants-texture	0.896875	4.297	0.799875	0.003	0.110	4.187	4.299
optdigits	0.992883	2.342	0.800000	0.003	0.185	2.157	2.346
ozone-level-8hr	0.952663	1.174	0.799921	0.003	0.132	1.042	1.177
page-blocks	0.975342	0.916	0.799927	0.002	0.037	0.879	0.919
pendigits	0.995907	2.501	0.799945	0.003	0.111	2.390	2.504
phoneme	0.886216	0.529	0.799963	0.002	0.022	0.508	0.532
pol	0.974219	2.733	0.799940	0.003	0.108	2.624	2.736
predict_students_dropout_and_academic_success	0.775141	1.223	0.799955	0.003	0.082	1.140	1.226
qsar	0.895735	0.368	0.800000	0.002	0.058	0.310	0.370
rice_cammeo_and_osmancik	0.930446	0.526	0.800000	0.002	0.021	0.504	0.528
ringnorm	0.978378	1.682	0.800000	0.003	0.083	1.599	1.685
satimage	0.919129	1.898	0.800000	0.003	0.138	1.760	1.901
segment	0.928571	0.434	0.800000	0.002	0.036	0.399	0.437
seismic+bumps	0.932302	0.480	0.799923	0.002	0.035	0.445	0.483
shuttle	0.999310	34.308	0.800000	0.005	0.318	33.990	34.313
spambase	0.955483	1.768	0.799826	0.003	0.142	1.627	1.771
splice	0.880878	1.304	0.800000	0.003	0.133	1.171	1.307
sports_articles_for_objectivity_analysis	0.855000	0.448	0.800000	0.002	0.088	0.360	0.450
statlog	0.750000	0.230	0.800000	0.003	0.030	0.200	0.232
steel_plates_faults	0.791774	0.476	0.799588	0.002	0.049	0.427	0.478
sylvine	0.933659	1.098	0.799961	0.003	0.065	1.032	1.100
taiwanese_bankruptcy_prediction	0.969208	3.942	0.799971	0.004	0.322	3.619	3.945
telco-customer-churn	0.794890	1.552	0.799943	0.003	0.079	1.473	1.554
texture	0.999091	5.791	0.800000	0.003	0.130	5.661	5.794
thyroid	0.987500	1.636	0.800000	0.003	0.067	1.569	1.639
thyroid-ann	0.985430	0.817	0.799841	0.003	0.048	0.768	0.819
thyroid-dis	0.692857	0.651	0.800000	0.002	0.050	0.601	0.654
turiye_student_evaluation	0.496564	1.595	0.800000	0.003	0.110	1.486	1.598
twonorm	0.979730	1.684	0.800000	0.003	0.088	1.596	1.687
vehicle	0.847059	0.206	0.799054	0.002	0.027	0.179	0.209
wall-robot-navigation	0.967949	1.271	0.799853	0.003	0.077	1.194	1.274
water_quality	0.906250	1.685	0.799900	0.003	0.063	1.623	1.688
waveform-5000	0.868000	1.563	0.800000	0.003	0.127	1.435	1.565
waveform_database_generator_version_1	0.860000	1.107	0.800000	0.003	0.065	1.042	1.110
website_phishing	0.911439	0.219	0.799704	0.002	0.017	0.202	0.221
wine-quality-red	0.571875	0.217	0.799875	0.002	0.010	0.207	0.220
wine-quality-white	0.614286	0.815	0.799918	0.002	0.038	0.777	0.817
yeast	0.606061	0.224	0.799865	0.002	0.016	0.208	0.226
