dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.397683	6.542	0.799845
Amazon_employee_access	0.942173	14.616	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.472	0.799980
BNG(breast-w)	0.985014	21.380	0.799980
BNG(cmc)	0.572694	35.547	0.799986
BNG(tic-tac-toe)	0.781179	21.082	0.799980
Bank_Customer_Churn_Dataset	0.864000	6.651	0.800000
Basketball_c	0.686567	4.564	0.800000
Cardiovascular-Disease-dataset	0.729571	49.680	0.800000
Click_prediction_small	0.831539	6.461	0.799990
Credit_c	0.706121	42.291	0.801311
Customer_Personality_Analysis	0.897321	0.951	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.712	0.799305
E-CommereShippingData	0.669545	2.615	0.799982
Employee	0.848550	1.171	0.799914
FICO-HELOC-cleaned	0.737722	3.123	0.799919
Firm-Teacher_Clave-Direction_Classification	0.744444	2.737	0.800000
Fitness_Club_c	0.798658	0.512	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.618750	0.638	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.656250	0.625	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.180	0.799831
GesturePhaseSegmentationProcessed	0.594430	3.348	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851158	2.177	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.730	0.800000
INNHotelsGroup	0.867953	16.066	0.800000
Indian_pines	0.925096	11.925	0.799978
JapaneseVowels	0.993979	2.493	0.799920
KDDCup09_upselling	0.779727	2.096	0.799922
MIC	0.915152	1.381	0.799879
MagicTelescope	0.877234	5.168	0.800000
Marketing_Campaign	0.897321	0.831	0.800000
Mobile_Price_Classification	0.955000	0.707	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.583	0.799824
PhishingWebsites	0.969245	3.526	0.800000
PieChart3	0.879630	0.647	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.421	0.799479
PizzaCutter3	0.880383	0.655	0.799616
Pumpkin_Seeds	0.876000	0.730	0.800000
QSAR_biodegradation	0.857820	0.699	0.799810
SDSS17	0.971750	97.728	0.800000
Satellite	0.993137	1.779	0.800000
Telecom_Churn_Dataset	0.934033	0.942	0.799880
UJI_Pen_Characters	0.494505	2.978	0.799853
Water_Quality_and_Potability	0.641768	0.825	0.799756
Wilt	0.990674	0.872	0.799834
abalone	0.635167	0.952	0.799856
ada	0.845783	1.657	0.799855
ada_agnostic	0.831325	1.817	0.799868
ada_prior	0.834637	1.092	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.538	0.800000
allbp	0.974834	1.281	0.799841
allrep	0.973510	1.245	0.799841
analcatdata_authorship	0.988166	0.782	0.799049
artificial-characters	0.694227	2.186	0.799961
autoUniv-au4-2500	0.474000	1.801	0.800000
autoUniv-au7-1100	0.363636	0.544	0.800000
bank	0.895942	23.554	0.799982
banknote_authentication	0.549091	0.377	0.799563
