dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.401544	2.521	0.799845	0.003	0.231	2.289	2.524
Amazon_employee_access	0.942173	10.224	0.799994	0.003	0.137	10.087	10.228
BLE_RSSI_dataset_for_Indoor_localization	0.731097	1.019	0.799980	0.002	0.033	0.986	1.022
BNG(breast-w)	0.985776	16.803	0.799980	0.004	0.241	16.562	16.807
BNG(cmc)	0.574231	31.234	0.799986	0.005	0.302	30.931	31.238
BNG(tic-tac-toe)	0.779909	16.497	0.799980	0.004	0.250	16.246	16.501
Bank_Customer_Churn_Dataset	0.870500	2.001	0.800000	0.003	0.077	1.923	2.004
Basketball_c	0.716418	0.245	0.800000	0.002	0.035	0.211	0.248
Cardiovascular-Disease-dataset	0.731357	49.487	0.800000	0.005	0.391	49.097	49.493
Click_prediction_small	0.831915	6.010	0.799990	0.003	0.075	5.935	6.013
Credit_c	0.705873	41.846	0.801311	0.006	0.785	41.061	41.852
Customer_Personality_Analysis	0.888393	0.496	0.800000	0.002	0.047	0.448	0.498
Diabetic_Retinopathy_Debrecen	0.748918	0.266	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.668636	2.158	0.799982	0.003	0.066	2.092	2.161
Employee	0.853921	0.710	0.799914	0.003	0.026	0.684	0.713
FICO-HELOC-cleaned	0.744304	2.584	0.799919	0.004	0.135	2.449	2.587
Firm-Teacher_Clave-Direction_Classification	0.742593	2.416	0.800000	0.003	0.099	2.317	2.419
Fitness_Club_c	0.791946	0.188	0.799596	0.002	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.625000	0.336	0.800000	0.003	0.035	0.301	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.594737	0.849	0.799831	0.003	0.036	0.813	0.852
GesturePhaseSegmentationProcessed	0.604557	3.000	0.799959	0.003	0.174	2.827	3.004
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.814	0.797432	0.003	0.059	1.754	1.816
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.412	0.800000	0.003	0.052	0.361	0.415
INNHotelsGroup	0.859959	15.898	0.800000	0.004	0.302	15.596	15.902
Indian_pines	0.932750	11.422	0.799978	0.007	0.978	10.444	11.430
JapaneseVowels	0.993477	2.198	0.799920	0.003	0.084	2.114	2.201
KDDCup09_upselling	0.781676	1.812	0.799922	0.003	0.149	1.663	1.816
MIC	0.903030	1.072	0.799879	0.003	0.160	0.912	1.075
MagicTelescope	0.874869	4.842	0.800000	0.003	0.116	4.726	4.846
Marketing_Campaign	0.892857	0.510	0.800000	0.003	0.049	0.460	0.513
Mobile_Price_Classification	0.967500	0.415	0.800000	0.003	0.039	0.376	0.417
National_Health_and_Nutrition_Health_Survey	0.833333	0.290	0.799824	0.002	0.018	0.272	0.293
PhishingWebsites	0.970149	3.203	0.800000	0.004	0.145	3.058	3.206
PieChart3	0.875000	0.354	0.799443	0.003	0.056	0.298	0.357
Pima_Indians_Diabetes_Database	0.740260	0.139	0.799479	0.003	0.013	0.126	0.142
PizzaCutter3	0.880383	0.348	0.799617	0.002	0.053	0.295	0.350
