dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.231660	6.951	0.799845
Amazon_employee_access	0.942173	14.693	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.380571	5.731	0.799980
BNG(breast-w)	0.936881	21.311	0.799980
BNG(cmc)	0.433635	35.655	0.799986
BNG(tic-tac-toe)	0.652908	20.907	0.799980
Bank_Customer_Churn_Dataset	0.796500	6.808	0.800000
Basketball_c	0.619403	4.769	0.800000
Cardiovascular-Disease-dataset	0.561429	49.035	0.800000
Click_prediction_small	0.831539	6.381	0.799990
Credit_c	0.526220	41.758	0.801311
Customer_Personality_Analysis	0.850446	0.972	0.800000
Diabetic_Retinopathy_Debrecen	0.554113	0.731	0.799305
E-CommereShippingData	0.596818	2.590	0.799982
Employee	0.656284	1.151	0.799914
FICO-HELOC-cleaned	0.523038	3.098	0.799919
Firm-Teacher_Clave-Direction_Classification	0.398148	2.710	0.800000
Fitness_Club_c	0.694631	0.494	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.490625	0.654	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.506250	0.636	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.180	0.799831
GesturePhaseSegmentationProcessed	0.391392	3.309	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.167	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.840136	0.728	0.800000
INNHotelsGroup	0.672364	15.800	0.800000
Indian_pines	0.563149	11.895	0.799978
JapaneseVowels	0.204215	2.481	0.799920
KDDCup09_upselling	0.489279	2.084	0.799922
MIC	0.845455	1.401	0.799879
MagicTelescope	0.687960	5.067	0.800000
Marketing_Campaign	0.850446	0.800	0.800000
Mobile_Price_Classification	0.280000	0.694	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.563	0.799824
PhishingWebsites	0.556762	3.498	0.800000
PieChart3	0.875000	0.630	0.799443
Pima_Indians_Diabetes_Database	0.649351	0.423	0.799479
PizzaCutter3	0.880383	0.650	0.799616
Pumpkin_Seeds	0.582000	0.685	0.800000
QSAR_biodegradation	0.663507	0.654	0.799810
SDSS17	0.594450	97.023	0.800000
Satellite	0.985294	1.769	0.800000
Telecom_Churn_Dataset	0.854573	0.954	0.799880
UJI_Pen_Characters	0.054945	2.832	0.799853
Water_Quality_and_Potability	0.609756	0.783	0.799756
Wilt	0.946114	0.763	0.799834
abalone	0.373206	0.914	0.799856
ada	0.751807	1.665	0.799855
ada_agnostic	0.751369	1.839	0.799868
ada_prior	0.751955	1.101	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.555000	0.536	0.800000
allbp	0.956291	1.337	0.799841
allrep	0.966887	1.201	0.799841
analcatdata_authorship	0.461538	0.744	0.799049
artificial-characters	0.161937	2.173	0.799961
