dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.483	0.799845	0.003	0.211	2.272	2.486
Amazon_employee_access	0.942173	10.090	0.799994	0.004	0.139	9.951	10.094
BLE_RSSI_dataset_for_Indoor_localization	0.735103	1.017	0.799980	0.002	0.033	0.984	1.020
BNG(breast-w)	0.986538	16.843	0.799980	0.004	0.242	16.602	16.847
BNG(cmc)	0.578752	31.599	0.799986	0.005	0.302	31.297	31.603
BNG(tic-tac-toe)	0.791085	16.814	0.799980	0.004	0.238	16.576	16.818
Bank_Customer_Churn_Dataset	0.870500	1.993	0.800000	0.003	0.086	1.907	1.997
Basketball_c	0.708955	0.260	0.800000	0.003	0.049	0.212	0.263
Cardiovascular-Disease-dataset	0.731071	51.140	0.800000	0.006	0.435	50.704	51.145
Click_prediction_small	0.831665	6.000	0.799990	0.003	0.075	5.925	6.003
Credit_c	0.703970	41.490	0.801311	0.006	0.801	40.689	41.496
Customer_Personality_Analysis	0.892857	0.492	0.800000	0.002	0.045	0.446	0.494
Diabetic_Retinopathy_Debrecen	0.770563	0.264	0.799305	0.002	0.030	0.234	0.266
E-CommereShippingData	0.673636	2.129	0.799982	0.003	0.060	2.069	2.132
Employee	0.852846	0.705	0.799914	0.003	0.024	0.681	0.708
FICO-HELOC-cleaned	0.741772	2.555	0.799919	0.004	0.125	2.430	2.559
Firm-Teacher_Clave-Direction_Classification	0.798148	2.406	0.800000	0.003	0.101	2.305	2.408
Fitness_Club_c	0.795302	0.187	0.799596	0.003	0.013	0.174	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.334	0.800000	0.003	0.034	0.301	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.336	0.800000	0.002	0.035	0.301	0.338
Gender_Gap_in_Spanish_WP	0.597895	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.679494	2.980	0.799959	0.003	0.166	2.814	2.984
HR_Analytics_Job_Change_of_Data_Scientists	0.856119	1.817	0.797432	0.003	0.060	1.757	1.820
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.407	0.800000	0.002	0.051	0.356	0.410
INNHotelsGroup	0.872226	16.046	0.800000	0.004	0.300	15.746	16.050
Indian_pines	0.933297	12.105	0.799978	0.008	1.001	11.105	12.114
JapaneseVowels	0.993979	2.176	0.799920	0.003	0.080	2.096	2.179
KDDCup09_upselling	0.782651	1.798	0.799922	0.003	0.140	1.658	1.801
MIC	0.906061	1.069	0.799879	0.003	0.157	0.912	1.073
