dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.143	0.799845
Amazon_employee_access	0.942173	14.004	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734101	4.699	0.799980
BNG(breast-w)	0.984252	20.664	0.799980
BNG(cmc)	0.569711	35.202	0.799986
BNG(tic-tac-toe)	0.769241	20.502	0.799980
Bank_Customer_Churn_Dataset	0.864000	5.884	0.800000
Basketball_c	0.701493	3.791	0.800000
Cardiovascular-Disease-dataset	0.728786	49.675	0.800000
Click_prediction_small	0.831539	6.420	0.799990
Credit_c	0.700083	42.024	0.801311
Customer_Personality_Analysis	0.888393	0.936	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.728	0.799305
E-CommereShippingData	0.663636	2.617	0.799982
Employee	0.842105	1.172	0.799914
FICO-HELOC-cleaned	0.739241	3.165	0.799919
Firm-Teacher_Clave-Direction_Classification	0.619444	2.708	0.800000
Fitness_Club_c	0.781879	0.469	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.648	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.625000	0.635	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.146	0.799831
GesturePhaseSegmentationProcessed	0.549367	3.300	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.843991	2.164	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.718	0.800000
INNHotelsGroup	0.861613	16.096	0.800000
Indian_pines	0.858939	11.906	0.799978
JapaneseVowels	0.987958	2.495	0.799920
KDDCup09_upselling	0.746589	2.092	0.799922
MIC	0.896970	1.399	0.799879
MagicTelescope	0.874343	5.089	0.800000
Marketing_Campaign	0.892857	0.806	0.800000
Mobile_Price_Classification	0.762500	0.724	0.800000
National_Health_and_Nutrition_Health_Survey	0.842105	0.596	0.799824
PhishingWebsites	0.970602	3.495	0.800000
PieChart3	0.875000	0.625	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.468	0.799479
PizzaCutter3	0.880383	0.669	0.799616
Pumpkin_Seeds	0.876000	0.671	0.800000
QSAR_biodegradation	0.900474	0.660	0.799810
SDSS17	0.969800	98.195	0.800000
Satellite	0.992157	1.773	0.800000
Telecom_Churn_Dataset	0.929535	0.959	0.799880
UJI_Pen_Characters	0.498168	2.884	0.799853
Water_Quality_and_Potability	0.621951	0.772	0.799756
Wilt	0.991710	0.888	0.799834
abalone	0.632775	0.930	0.799856
ada	0.849398	1.660	0.799855
ada_agnostic	0.830230	1.842	0.799868
ada_prior	0.840223	1.093	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.535	0.800000
allbp	0.973510	1.233	0.799841
allrep	0.972185	1.203	0.799841
analcatdata_authorship	0.976331	0.746	0.799049
artificial-characters	0.672211	2.211	0.799961
autoUniv-au4-2500	0.454000	1.820	0.800000
autoUniv-au7-1100	0.359091	0.595	0.800000
bank	0.891518	23.520	0.799982
banknote_authentication	0.552727	0.376	0.799563
baseball	0.940299	0.580	0.800000
car-evaluation	0.797688	0.646	0.799769
churn	0.929000	1.363	0.800000
cmc	0.569492	0.536	0.799728
company_bankruptcy_prediction	0.970674	4.234	0.799971
contraceptive_method_choice	0.576271	0.673	0.799728
credit	0.777146	4.332	0.799988
default_of_credit_card_clients	0.822000	12.638	0.800000
delta_ailerons	0.948107	1.057	0.799972
dis	0.984106	1.198	0.799841
dna	0.927900	3.565	0.799749
drug_consumption	0.403183	0.604	0.799894
dry_bean_dataset	0.926919	3.701	0.799941
eeg-eye-state	0.930574	3.975	0.800000
electricity	0.816948	21.920	0.799987
estimation_of_obesity_levels	0.978723	0.740	0.799621
eye_movements	0.558958	3.564	0.799927
eye_movements_bin	0.590670	2.060	0.799947
first-order-theorem-proving	0.606209	2.632	0.799935
gas-drift	0.994608	11.618	0.800000
gina_agnostic	0.706052	23.179	0.799885
golf_play_dataset_extended	0.931507	0.497	0.800000
heloc	0.721500	2.835	0.800000
house_16H	0.882876	3.617	0.799970
htru	0.979050	4.655	0.799978
ibm-employee-performance	0.982993	0.805	0.800000
in_vehicle_coupon_recommendation	0.675530	3.347	0.800729
internet_firewall	0.801785	41.965	0.799991
jm1	0.811667	2.959	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.783579	21.036	0.799996
kdd_ipums_la_97-small	0.845857	1.381	0.799923
kr-vs-k	0.573058	28.266	0.799971
kropt	0.574483	28.901	0.799971
led24	0.726562	1.010	0.800000
led7	0.735938	0.734	0.800000
letter	0.954250	19.361	0.800000
mammography	0.987930	1.800	0.799964
maternal_health_risk	0.802956	0.439	0.799803
mfeat-factors	0.967500	2.836	0.800000
mfeat-fourier	0.867500	1.279	0.800000
mfeat-karhunen	0.955000	1.257	0.800000
mfeat-morphological	0.765000	0.655	0.800000
mfeat-pixel	0.942500	3.177	0.800000
mfeat-zernike	0.810000	0.997	0.800000
mice_protein_expression	1.000000	0.952	0.800000
microaggregation2	0.599000	6.484	0.800000
mobile_c36_oversampling	0.964934	20.722	0.800000
mozilla4	0.915407	1.917	0.800000
naticusdroid+android+permissions+dataset	0.954832	20.539	0.799980
national-longitudinal-survey-binary	0.989817	1.252	0.799919
okcupid_stem	0.732196	9.348	0.799978
one-hundred-plants-margin	0.765625	4.667	0.800000
one-hundred-plants-shape	0.712500	4.473	0.800000
one-hundred-plants-texture	0.806250	4.654	0.799875
optdigits	0.989324	2.627	0.800000
ozone-level-8hr	0.948718	1.507	0.799921
page-blocks	0.975342	1.208	0.799927
pendigits	0.994998	2.777	0.799945
phoneme	0.868640	0.814	0.799963
pol	0.971740	3.022	0.799940
predict_students_dropout_and_academic_success	0.772881	1.498	0.799955
qsar	0.886256	0.663	0.800000
rice_cammeo_and_osmancik	0.929134	0.796	0.800000
ringnorm	0.977703	2.004	0.800000
satimage	0.916019	2.198	0.800000
segment	0.928571	0.715	0.800000
seismic+bumps	0.934236	0.784	0.799923
shuttle	0.999655	34.748	0.800000
spambase	0.931596	2.042	0.799826
splice	0.871473	1.625	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.717	0.800000
statlog	0.735000	0.553	0.800000
steel_plates_faults	0.791774	0.758	0.799588
sylvine	0.934634	1.387	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.391	0.799971
telco-customer-churn	0.797019	1.838	0.799943
texture	0.997273	6.129	0.800000
thyroid	0.987500	1.964	0.800000
thyroid-ann	0.982781	1.087	0.799841
thyroid-dis	0.694643	0.963	0.800000
turiye_student_evaluation	0.497423	1.894	0.800000
twonorm	0.981081	2.026	0.800000
vehicle	0.847059	0.517	0.799054
wall-robot-navigation	0.955128	1.565	0.799853
water_quality	0.906875	1.967	0.799900
waveform-5000	0.856000	1.842	0.800000
waveform_database_generator_version_1	0.860000	1.374	0.800000
website_phishing	0.892989	0.513	0.799704
wine-quality-red	0.584375	0.510	0.799875
wine-quality-white	0.595918	1.115	0.799918
yeast	0.602694	0.638	0.799865
