dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.380	0.799845	0.003	0.204	2.176	2.382
Amazon_employee_access	0.942173	10.234	0.799994	0.004	0.138	10.096	10.238
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.012	0.799980	0.002	0.034	0.978	1.015
BNG(breast-w)	0.986157	16.540	0.799980	0.004	0.240	16.301	16.545
BNG(cmc)	0.573508	30.972	0.799986	0.005	0.303	30.669	30.977
BNG(tic-tac-toe)	0.792228	16.483	0.799980	0.004	0.251	16.232	16.487
Bank_Customer_Churn_Dataset	0.870500	2.026	0.800000	0.002	0.086	1.940	2.028
Basketball_c	0.701493	0.244	0.800000	0.003	0.032	0.212	0.247
Cardiovascular-Disease-dataset	0.730071	50.427	0.800000	0.005	0.394	50.033	50.432
Click_prediction_small	0.832165	5.952	0.799990	0.003	0.075	5.878	5.955
Credit_c	0.707113	42.375	0.801311	0.006	0.847	41.528	42.381
Customer_Personality_Analysis	0.895089	0.489	0.800000	0.002	0.045	0.445	0.492
Diabetic_Retinopathy_Debrecen	0.770563	0.266	0.799305	0.002	0.029	0.236	0.268
E-CommereShippingData	0.671818	2.133	0.799982	0.002	0.060	2.073	2.136
Employee	0.850698	0.703	0.799914	0.002	0.024	0.679	0.706
FICO-HELOC-cleaned	0.744304	2.557	0.799919	0.003	0.123	2.433	2.559
Firm-Teacher_Clave-Direction_Classification	0.761111	2.397	0.800000	0.003	0.101	2.296	2.401
Fitness_Club_c	0.798658	0.185	0.799596	0.002	0.013	0.172	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.628125	0.332	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.693750	0.334	0.800000	0.003	0.035	0.299	0.337
Gender_Gap_in_Spanish_WP	0.596842	0.840	0.799831	0.002	0.035	0.805	0.842
GesturePhaseSegmentationProcessed	0.642532	2.982	0.799959	0.003	0.168	2.813	2.985
HR_Analytics_Job_Change_of_Data_Scientists	0.857222	1.808	0.797432	0.003	0.058	1.750	1.810
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.409	0.800000	0.002	0.052	0.357	0.411
INNHotelsGroup	0.868091	15.861	0.800000	0.004	0.301	15.560	15.865
Indian_pines	0.931110	11.440	0.799978	0.007	0.981	10.459	11.447
JapaneseVowels	0.994982	2.177	0.799920	0.003	0.080	2.097	2.180
KDDCup09_upselling	0.784600	1.795	0.799922	0.003	0.139	1.656	1.798
MIC	0.903030	1.065	0.799879	0.004	0.156	0.909	1.068
MagicTelescope	0.878023	4.728	0.800000	0.003	0.113	4.614	4.731
Marketing_Campaign	0.888393	0.505	0.800000	0.002	0.048	0.457	0.507
Mobile_Price_Classification	0.967500	0.410	0.800000	0.002	0.038	0.373	0.413
National_Health_and_Nutrition_Health_Survey	0.833333	0.292	0.799824	0.002	0.018	0.274	0.294
PhishingWebsites	0.966983	3.198	0.800000	0.004	0.143	3.056	3.202
PieChart3	0.879630	0.353	0.799443	0.003	0.054	0.298	0.355
Pima_Indians_Diabetes_Database	0.753247	0.139	0.799479	0.003	0.013	0.126	0.142
PizzaCutter3	0.880383	0.346	0.799617	0.002	0.052	0.294	0.349
