dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.883	0.799845
Amazon_employee_access	0.942173	14.484	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.362	0.799980
BNG(breast-w)	0.984887	21.359	0.799980
BNG(cmc)	0.571700	35.717	0.799986
BNG(tic-tac-toe)	0.756668	20.893	0.799980
Bank_Customer_Churn_Dataset	0.865500	6.621	0.800000
Basketball_c	0.694030	4.629	0.800000
Cardiovascular-Disease-dataset	0.720429	50.069	0.800000
Click_prediction_small	0.831539	6.530	0.799990
Credit_c	0.676923	42.275	0.801311
Customer_Personality_Analysis	0.881696	0.976	0.800000
Diabetic_Retinopathy_Debrecen	0.740260	0.731	0.799305
E-CommereShippingData	0.669091	2.636	0.799982
Employee	0.843179	1.153	0.799914
FICO-HELOC-cleaned	0.737215	3.100	0.799919
Firm-Teacher_Clave-Direction_Classification	0.524074	2.742	0.800000
Fitness_Club_c	0.778523	0.487	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.562500	0.644	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.531250	0.623	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.135	0.799831
GesturePhaseSegmentationProcessed	0.515949	3.340	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.840132	2.201	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.853741	0.729	0.800000
INNHotelsGroup	0.839835	16.420	0.800000
Indian_pines	0.856752	11.816	0.799978
JapaneseVowels	0.985951	2.496	0.799920
KDDCup09_upselling	0.744639	2.094	0.799922
MIC	0.884848	1.371	0.799879
MagicTelescope	0.871714	5.143	0.800000
Marketing_Campaign	0.904018	0.801	0.800000
Mobile_Price_Classification	0.465000	0.697	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.600	0.799824
PhishingWebsites	0.949344	3.519	0.800000
PieChart3	0.875000	0.620	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.436	0.799479
PizzaCutter3	0.880383	0.671	0.799616
Pumpkin_Seeds	0.876000	0.681	0.800000
QSAR_biodegradation	0.895735	0.653	0.799810
SDSS17	0.960850	100.147	0.800000
Satellite	0.991176	1.784	0.800000
Telecom_Churn_Dataset	0.916042	0.940	0.799880
UJI_Pen_Characters	0.483516	2.919	0.799853
Water_Quality_and_Potability	0.621951	0.757	0.799756
Wilt	0.985492	0.819	0.799834
abalone	0.637560	0.919	0.799856
ada	0.843373	1.731	0.799855
ada_agnostic	0.813801	1.819	0.799868
ada_prior	0.842458	1.102	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.534	0.800000
allbp	0.972185	1.218	0.799841
allrep	0.972185	1.203	0.799841
analcatdata_authorship	0.958580	0.733	0.799049
artificial-characters	0.666830	2.198	0.799961
autoUniv-au4-2500	0.440000	1.814	0.800000
autoUniv-au7-1100	0.354545	0.575	0.800000
bank	0.891518	24.199	0.799982
banknote_authentication	0.549091	0.362	0.799563
baseball	0.944030	0.572	0.800000
car-evaluation	0.699422	0.641	0.799769
churn	0.908000	1.357	0.800000
cmc	0.572881	0.508	0.799728
company_bankruptcy_prediction	0.971408	4.247	0.799971
contraceptive_method_choice	0.600000	0.621	0.799728
credit	0.775651	4.397	0.799988
default_of_credit_card_clients	0.809667	12.703	0.800000
delta_ailerons	0.948107	1.051	0.799972
dis	0.984106	1.191	0.799841
dna	0.916928	3.550	0.799749
drug_consumption	0.397878	0.582	0.799894
dry_bean_dataset	0.926552	3.700	0.799941
eeg-eye-state	0.822096	3.967	0.800000
electricity	0.815072	21.920	0.799987
estimation_of_obesity_levels	0.971631	0.819	0.799621
eye_movements	0.577697	3.454	0.799927
eye_movements_bin	0.596583	2.072	0.799947
first-order-theorem-proving	0.570261	2.607	0.799935
gas-drift	0.993889	11.462	0.800000
gina_agnostic	0.681556	23.119	0.799885
golf_play_dataset_extended	0.922374	0.473	0.800000
heloc	0.720000	2.829	0.800000
house_16H	0.872869	3.629	0.799970
htru	0.979330	4.590	0.799978
ibm-employee-performance	0.972789	0.797	0.800000
in_vehicle_coupon_recommendation	0.620690	3.346	0.800729
internet_firewall	0.801862	41.998	0.799991
jm1	0.811667	2.953	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.718206	21.388	0.799996
kdd_ipums_la_97-small	0.847784	1.408	0.799923
kr-vs-k	0.521561	27.830	0.799971
kropt	0.516572	27.985	0.799971
led24	0.715625	1.004	0.800000
led7	0.703125	0.775	0.800000
letter	0.949250	18.408	0.800000
mammography	0.987036	1.791	0.799964
