dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.069498	2.383	0.799845	0.003	0.206	2.177	2.386
Amazon_employee_access	0.057827	9.758	0.799994	0.003	0.139	9.619	9.761
BLE_RSSI_dataset_for_Indoor_localization	0.340010	1.014	0.799980	0.003	0.034	0.980	1.017
BNG(breast-w)	0.344044	16.197	0.799980	0.005	0.236	15.961	16.202
BNG(cmc)	0.426221	29.831	0.799986	0.004	0.304	29.528	29.836
BNG(tic-tac-toe)	0.347092	15.850	0.799980	0.004	0.245	15.605	15.854
Bank_Customer_Churn_Dataset	0.203500	2.000	0.800000	0.003	0.088	1.913	2.003
Basketball_c	0.619403	0.241	0.800000	0.003	0.031	0.210	0.244
Cardiovascular-Disease-dataset	0.499714	48.507	0.800000	0.005	0.394	48.113	48.512
Click_prediction_small	0.168461	5.822	0.799990	0.003	0.075	5.747	5.825
Credit_c	0.526220	40.573	0.801311	0.006	0.846	39.727	40.579
Customer_Personality_Analysis	0.149554	0.489	0.800000	0.002	0.045	0.444	0.492
Diabetic_Retinopathy_Debrecen	0.467532	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.523636	2.084	0.799982	0.002	0.060	2.024	2.087
Employee	0.343716	0.704	0.799914	0.003	0.024	0.679	0.706
FICO-HELOC-cleaned	0.479494	2.525	0.799919	0.003	0.123	2.402	2.528
Firm-Teacher_Clave-Direction_Classification	0.398611	2.365	0.800000	0.003	0.099	2.265	2.368
Fitness_Club_c	0.305369	0.184	0.799596	0.002	0.013	0.171	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.500000	0.334	0.800000	0.003	0.034	0.300	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.500000	0.335	0.800000	0.002	0.035	0.300	0.338
Gender_Gap_in_Spanish_WP	0.074737	0.843	0.799831	0.003	0.036	0.807	0.846
GesturePhaseSegmentationProcessed	0.109873	2.942	0.799959	0.003	0.162	2.781	2.945
HR_Analytics_Job_Change_of_Data_Scientists	0.167034	1.795	0.797432	0.003	0.059	1.737	1.799
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.159864	0.411	0.800000	0.002	0.052	0.359	0.414
INNHotelsGroup	0.327636	15.337	0.800000	0.004	0.303	15.034	15.342
Indian_pines	0.442865	11.304	0.799978	0.008	0.966	10.338	11.312
JapaneseVowels	0.168088	2.150	0.799920	0.003	0.082	2.068	2.152
KDDCup09_upselling	0.500000	1.793	0.799922	0.003	0.139	1.654	1.796
MIC	0.154545	1.068	0.799879	0.003	0.159	0.909	1.071
MagicTelescope	0.351735	4.666	0.800000	0.003	0.112	4.554	4.670
Marketing_Campaign	0.149554	0.503	0.800000	0.002	0.048	0.455	0.506
Mobile_Price_Classification	0.250000	0.408	0.800000	0.002	0.038	0.370	0.410
National_Health_and_Nutrition_Health_Survey	0.160088	0.288	0.799824	0.002	0.018	0.270	0.291
PhishingWebsites	0.556762	3.137	0.800000	0.003	0.145	2.992	3.141
PieChart3	0.125000	0.353	0.799443	0.003	0.056	0.298	0.356
Pima_Indians_Diabetes_Database	0.350649	0.137	0.799479	0.002	0.013	0.124	0.139
PizzaCutter3	0.119617	0.346	0.799617	0.002	0.053	0.293	0.349
Pumpkin_Seeds	0.480000	0.395	0.800000	0.002	0.025	0.369	0.397
QSAR_biodegradation	0.663507	0.373	0.799810	0.002	0.060	0.312	0.375
SDSS17	0.594450	92.655	0.800000	0.005	0.671	91.984	92.661
Satellite	0.014706	1.478	0.800000	0.003	0.104	1.374	1.481
Telecom_Churn_Dataset	0.145427	0.650	0.799880	0.002	0.040	0.610	0.652
UJI_Pen_Characters	0.032967	2.589	0.799853	0.002	0.119	2.470	2.591
Water_Quality_and_Potability	0.390244	0.493	0.799756	0.003	0.022	0.471	0.496
