dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.250965	7.035	0.799845
Amazon_employee_access	0.942173	14.799	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.649975	5.840	0.799980
BNG(breast-w)	0.974981	21.596	0.799980
BNG(cmc)	0.470072	36.360	0.799986
BNG(tic-tac-toe)	0.660909	21.462	0.799980
Bank_Customer_Churn_Dataset	0.796500	6.886	0.800000
Basketball_c	0.664179	5.005	0.800000
Cardiovascular-Disease-dataset	0.626929	50.145	0.800000
Click_prediction_small	0.831539	6.494	0.799990
Credit_c	0.564599	42.495	0.801311
Customer_Personality_Analysis	0.857143	0.995	0.800000
Diabetic_Retinopathy_Debrecen	0.619048	0.724	0.799305
E-CommereShippingData	0.609545	2.599	0.799982
Employee	0.705693	1.150	0.799914
FICO-HELOC-cleaned	0.632405	3.166	0.799919
Firm-Teacher_Clave-Direction_Classification	0.393519	2.769	0.800000
Fitness_Club_c	0.694631	0.487	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.540625	0.697	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.531250	0.649	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.145	0.799831
GesturePhaseSegmentationProcessed	0.436962	3.305	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.159	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.846939	0.774	0.800000
INNHotelsGroup	0.676223	16.323	0.800000
Indian_pines	0.673592	11.913	0.799978
JapaneseVowels	0.395886	2.526	0.799920
KDDCup09_upselling	0.567251	2.103	0.799922
MIC	0.866667	1.383	0.799879
MagicTelescope	0.802313	5.142	0.800000
Marketing_Campaign	0.859375	0.800	0.800000
Mobile_Price_Classification	0.382500	0.736	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.595	0.799824
PhishingWebsites	0.795115	3.526	0.800000
PieChart3	0.875000	0.667	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.457	0.799479
PizzaCutter3	0.880383	0.653	0.799616
Pumpkin_Seeds	0.822000	0.710	0.800000
QSAR_biodegradation	0.791469	0.668	0.799810
SDSS17	0.622500	100.233	0.800000
Satellite	0.985294	1.773	0.800000
Telecom_Churn_Dataset	0.857571	0.962	0.799880
UJI_Pen_Characters	0.065934	3.101	0.799853
Water_Quality_and_Potability	0.609756	0.791	0.799756
Wilt	0.946114	1.436	0.799834
abalone	0.555024	0.925	0.799856
ada	0.800000	1.670	0.799855
ada_agnostic	0.806134	1.855	0.799868
ada_prior	0.753073	1.118	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.554	0.800000
allbp	0.956291	1.591	0.799841
allrep	0.966887	1.228	0.799841
analcatdata_authorship	0.751479	0.758	0.799049
artificial-characters	0.268591	2.187	0.799961
