dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	6.761	0.799845
Amazon_employee_access	0.942173	14.589	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.637	0.799980
BNG(breast-w)	0.985268	21.242	0.799980
BNG(cmc)	0.570524	35.976	0.799986
BNG(tic-tac-toe)	0.793752	21.136	0.799980
Bank_Customer_Churn_Dataset	0.864000	6.473	0.800000
Basketball_c	0.694030	4.698	0.800000
Cardiovascular-Disease-dataset	0.728000	49.563	0.800000
Click_prediction_small	0.831915	6.430	0.799990
Credit_c	0.703805	42.108	0.801311
Customer_Personality_Analysis	0.897321	0.928	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.709	0.799305
E-CommereShippingData	0.669091	2.582	0.799982
Employee	0.846402	1.131	0.799914
FICO-HELOC-cleaned	0.740253	3.104	0.799919
Firm-Teacher_Clave-Direction_Classification	0.747222	2.723	0.800000
Fitness_Club_c	0.788591	0.465	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.603125	0.629	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.643750	0.609	0.800000
Gender_Gap_in_Spanish_WP	0.598947	1.125	0.799831
GesturePhaseSegmentationProcessed	0.630886	3.292	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.850606	2.111	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.713	0.800000
INNHotelsGroup	0.863267	16.006	0.800000
Indian_pines	0.915254	12.030	0.799978
JapaneseVowels	0.993979	2.477	0.799920
KDDCup09_upselling	0.776803	2.066	0.799922
MIC	0.887879	1.362	0.799879
MagicTelescope	0.874606	5.116	0.800000
Marketing_Campaign	0.892857	0.780	0.800000
Mobile_Price_Classification	0.967500	0.689	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.573	0.799824
PhishingWebsites	0.965174	3.486	0.800000
PieChart3	0.879630	0.623	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.447	0.799479
PizzaCutter3	0.880383	0.761	0.799616
Pumpkin_Seeds	0.878000	0.682	0.800000
QSAR_biodegradation	0.881517	0.648	0.799810
SDSS17	0.971000	97.648	0.800000
Satellite	0.993137	1.768	0.800000
Telecom_Churn_Dataset	0.941529	0.939	0.799880
UJI_Pen_Characters	0.468864	3.062	0.799853
Water_Quality_and_Potability	0.638720	0.763	0.799756
Wilt	0.990674	0.755	0.799834
abalone	0.638756	0.899	0.799856
ada	0.854217	1.665	0.799855
ada_agnostic	0.831325	1.834	0.799868
ada_prior	0.839106	1.098	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.521	0.800000
allbp	0.974834	1.532	0.799841
allrep	0.969536	1.211	0.799841
analcatdata_authorship	0.988166	0.723	0.799049
artificial-characters	0.685421	2.173	0.799961
autoUniv-au4-2500	0.464000	1.800	0.800000
autoUniv-au7-1100	0.359091	0.496	0.800000
bank	0.897600	23.442	0.799982
banknote_authentication	0.549091	0.361	0.799563
baseball	0.947761	0.572	0.800000
car-evaluation	0.760116	0.652	0.799769
churn	0.937000	1.348	0.800000
cmc	0.572881	0.513	0.799728
company_bankruptcy_prediction	0.969941	4.241	0.799971
contraceptive_method_choice	0.610169	0.931	0.799728
credit	0.775651	4.356	0.799988
default_of_credit_card_clients	0.826667	12.655	0.800000
delta_ailerons	0.946704	1.028	0.799972
dis	0.984106	1.190	0.799841
dna	0.945141	3.541	0.799749
drug_consumption	0.403183	0.567	0.799894
dry_bean_dataset	0.928021	3.669	0.799941
eeg-eye-state	0.942256	3.948	0.800000
electricity	0.808783	21.801	0.799987
estimation_of_obesity_levels	0.976359	0.743	0.799621
eye_movements	0.567642	3.516	0.799927
eye_movements_bin	0.588699	2.035	0.799947
first-order-theorem-proving	0.614379	2.593	0.799935
gas-drift	0.994968	11.488	0.800000
gina_agnostic	0.791066	23.172	0.799885
golf_play_dataset_extended	0.926941	0.465	0.800000
heloc	0.715500	2.814	0.800000
house_16H	0.879911	3.600	0.799970
htru	0.977933	4.541	0.799978
ibm-employee-performance	0.996599	0.819	0.800000
in_vehicle_coupon_recommendation	0.668052	3.304	0.800729
internet_firewall	0.806134	41.989	0.799991
jm1	0.814883	2.964	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.840361	20.964	0.799996
kdd_ipums_la_97-small	0.850674	1.379	0.799923
kr-vs-k	0.596935	27.746	0.799971
kropt	0.600321	29.692	0.799971
led24	0.671875	1.096	0.800000
led7	0.728125	0.720	0.800000
letter	0.960750	18.932	0.800000
mammography	0.988377	1.788	0.799964
maternal_health_risk	0.798030	0.432	0.799803
mfeat-factors	0.975000	2.775	0.800000
mfeat-fourier	0.892500	1.267	0.800000
mfeat-karhunen	0.967500	1.237	0.800000
mfeat-morphological	0.742500	0.579	0.800000
mfeat-pixel	0.967500	3.105	0.800000
mfeat-zernike	0.802500	0.961	0.800000
mice_protein_expression	1.000000	0.942	0.800000
microaggregation2	0.617750	6.467	0.800000
mobile_c36_oversampling	0.964934	20.697	0.800000
mozilla4	0.921840	1.861	0.800000
naticusdroid+android+permissions+dataset	0.963866	20.481	0.799980
national-longitudinal-survey-binary	0.991853	1.474	0.799919
okcupid_stem	0.733321	9.303	0.799978
one-hundred-plants-margin	0.790625	4.593	0.800000
one-hundred-plants-shape	0.743750	4.457	0.800000
one-hundred-plants-texture	0.909375	4.824	0.799875
optdigits	0.994662	2.611	0.800000
ozone-level-8hr	0.954635	1.444	0.799921
page-blocks	0.975342	1.184	0.799927
pendigits	0.995907	2.806	0.799945
phoneme	0.873265	0.809	0.799963
pol	0.977690	2.986	0.799940
predict_students_dropout_and_academic_success	0.772881	1.493	0.799955
qsar	0.909953	0.641	0.800000
rice_cammeo_and_osmancik	0.929134	0.787	0.800000
ringnorm	0.979054	1.955	0.800000
satimage	0.918351	2.173	0.800000
segment	0.930736	0.706	0.800000
seismic+bumps	0.930368	0.770	0.799923
shuttle	0.999655	34.394	0.800000
spambase	0.944625	2.027	0.799826
splice	0.873041	1.596	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.711	0.800000
statlog	0.725000	0.501	0.800000
steel_plates_faults	0.791774	0.749	0.799588
sylvine	0.939512	1.382	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.451	0.799971
telco-customer-churn	0.794890	1.811	0.799943
texture	0.999091	6.180	0.800000
thyroid	0.989583	1.928	0.800000
thyroid-ann	0.985430	1.071	0.799841
thyroid-dis	0.700000	0.924	0.800000
turiye_student_evaluation	0.493986	1.866	0.800000
twonorm	0.979730	1.976	0.800000
vehicle	0.858824	0.493	0.799054
wall-robot-navigation	0.960623	1.541	0.799853
water_quality	0.905625	1.940	0.799900
waveform-5000	0.863000	1.848	0.800000
waveform_database_generator_version_1	0.871000	1.357	0.800000
website_phishing	0.911439	0.506	0.799704
wine-quality-red	0.571875	0.506	0.799875
wine-quality-white	0.594898	1.101	0.799918
yeast	0.612795	0.661	0.799865
