dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.447876	2.587	0.799845	0.003	0.223	2.364	2.590
Amazon_employee_access	0.942173	10.184	0.799994	0.003	0.137	10.047	10.187
BLE_RSSI_dataset_for_Indoor_localization	0.734602	1.015	0.799980	0.002	0.033	0.981	1.017
BNG(breast-w)	0.985903	16.966	0.799980	0.004	0.266	16.700	16.970
BNG(cmc)	0.572061	31.597	0.799986	0.005	0.307	31.290	31.602
BNG(tic-tac-toe)	0.789307	16.479	0.799980	0.004	0.251	16.228	16.482
Bank_Customer_Churn_Dataset	0.869500	2.006	0.800000	0.003	0.072	1.934	2.008
Basketball_c	0.712687	0.241	0.800000	0.003	0.031	0.211	0.244
Cardiovascular-Disease-dataset	0.729071	49.959	0.800000	0.005	0.391	49.568	49.964
Click_prediction_small	0.832040	5.908	0.799990	0.004	0.075	5.833	5.912
Credit_c	0.707527	42.086	0.801311	0.005	0.795	41.291	42.091
Customer_Personality_Analysis	0.890625	0.491	0.800000	0.002	0.045	0.446	0.493
Diabetic_Retinopathy_Debrecen	0.761905	0.263	0.799305	0.002	0.030	0.234	0.266
E-CommereShippingData	0.672273	2.139	0.799982	0.002	0.062	2.077	2.141
Employee	0.848550	0.706	0.799914	0.002	0.024	0.682	0.709
FICO-HELOC-cleaned	0.744304	2.560	0.799919	0.003	0.123	2.436	2.563
Firm-Teacher_Clave-Direction_Classification	0.755093	2.395	0.800000	0.003	0.100	2.295	2.398
Fitness_Club_c	0.798658	0.187	0.799596	0.002	0.013	0.174	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.631250	0.334	0.800000	0.002	0.034	0.301	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.656250	0.336	0.800000	0.003	0.035	0.301	0.339
Gender_Gap_in_Spanish_WP	0.600000	0.848	0.799831	0.002	0.036	0.811	0.850
GesturePhaseSegmentationProcessed	0.654684	2.977	0.799959	0.004	0.161	2.816	2.981
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.817	0.797432	0.003	0.059	1.758	1.820
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.411	0.800000	0.002	0.052	0.359	0.414
