dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.409266	2.508	0.799845	0.003	0.212	2.296	2.512
Amazon_employee_access	0.942173	10.277	0.799994	0.004	0.138	10.139	10.281
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.036	0.799980	0.002	0.047	0.989	1.038
BNG(breast-w)	0.986792	16.729	0.799980	0.004	0.236	16.493	16.733
BNG(cmc)	0.576130	31.584	0.799986	0.005	0.311	31.273	31.589
BNG(tic-tac-toe)	0.792101	16.585	0.799980	0.004	0.239	16.346	16.589
Bank_Customer_Churn_Dataset	0.869500	1.992	0.800000	0.003	0.076	1.916	1.995
Basketball_c	0.712687	0.253	0.800000	0.002	0.044	0.209	0.255
Cardiovascular-Disease-dataset	0.730429	49.376	0.800000	0.005	0.394	48.983	49.382
Click_prediction_small	0.831539	6.076	0.799990	0.003	0.080	5.996	6.079
Credit_c	0.704384	41.398	0.801311	0.006	0.791	40.607	41.404
Customer_Personality_Analysis	0.888393	0.493	0.800000	0.002	0.046	0.448	0.496
Diabetic_Retinopathy_Debrecen	0.757576	0.265	0.799305	0.003	0.030	0.235	0.268
E-CommereShippingData	0.672273	2.128	0.799982	0.003	0.062	2.066	2.131
Employee	0.852846	0.708	0.799914	0.003	0.025	0.683	0.710
FICO-HELOC-cleaned	0.743291	2.559	0.799919	0.003	0.128	2.430	2.562
Firm-Teacher_Clave-Direction_Classification	0.697222	2.432	0.800000	0.003	0.107	2.325	2.434
Fitness_Club_c	0.791946	0.188	0.799596	0.002	0.013	0.175	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.628125	0.337	0.800000	0.003	0.034	0.303	0.340
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.338	0.800000	0.003	0.035	0.303	0.341
Gender_Gap_in_Spanish_WP	0.596842	0.843	0.799831	0.002	0.036	0.807	0.845
GesturePhaseSegmentationProcessed	0.627848	3.003	0.799959	0.003	0.173	2.830	3.007
HR_Analytics_Job_Change_of_Data_Scientists	0.855568	1.825	0.797432	0.003	0.060	1.765	1.828
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.409	0.800000	0.003	0.051	0.358	0.412
INNHotelsGroup	0.866575	15.777	0.800000	0.004	0.302	15.475	15.781
Indian_pines	0.931657	11.340	0.799978	0.008	0.971	10.369	11.348
JapaneseVowels	0.994481	2.196	0.799920	0.003	0.084	2.112	2.200
KDDCup09_upselling	0.777778	1.812	0.799922	0.003	0.148	1.664	1.815
MIC	0.912121	1.075	0.799879	0.006	0.158	0.917	1.081
MagicTelescope	0.875131	4.844	0.800000	0.003	0.117	4.727	4.847
Marketing_Campaign	0.895089	0.504	0.800000	0.002	0.048	0.456	0.507
Mobile_Price_Classification	0.970000	0.409	0.800000	0.002	0.038	0.371	0.411
National_Health_and_Nutrition_Health_Survey	0.831140	0.290	0.799824	0.003	0.018	0.272	0.293
PhishingWebsites	0.967888	3.180	0.800000	0.004	0.143	3.037	3.183
PieChart3	0.879630	0.352	0.799443	0.002	0.055	0.297	0.354
Pima_Indians_Diabetes_Database	0.733766	0.139	0.799479	0.003	0.013	0.126	0.142
PizzaCutter3	0.885167	0.346	0.799617	0.003	0.053	0.293	0.349
Pumpkin_Seeds	0.874000	0.396	0.800000	0.002	0.025	0.371	0.399
QSAR_biodegradation	0.876777	0.372	0.799810	0.003	0.060	0.312	0.375
SDSS17	0.970300	99.532	0.800000	0.006	0.671	98.861	99.538
Satellite	0.993137	1.481	0.800000	0.003	0.104	1.377	1.484
Telecom_Churn_Dataset	0.952024	0.658	0.799880	0.003	0.043	0.615	0.661
UJI_Pen_Characters	0.472527	2.706	0.799853	0.005	0.123	2.583	2.711
Water_Quality_and_Potability	0.641768	0.495	0.799756	0.002	0.023	0.472	0.498
Wilt	0.990674	0.481	0.799834	0.002	0.019	0.462	0.484
abalone	0.632775	0.641	0.799856	0.003	0.026	0.615	0.643
ada	0.849398	1.388	0.799855	0.003	0.102	1.286	1.391
ada_agnostic	0.835706	1.537	0.799868	0.003	0.107	1.430	1.540
ada_prior	0.839106	0.825	0.799955	0.003	0.040	0.784	0.827
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.261	0.800000	0.002	0.017	0.244	0.264
allbp	0.973510	0.923	0.799841	0.003	0.058	0.865	0.926
allrep	0.976159	0.920	0.799841	0.003	0.058	0.862	0.924
analcatdata_authorship	0.988166	0.459	0.799049	0.003	0.097	0.361	0.462
artificial-characters	0.700098	1.911	0.799961	0.003	0.047	1.864	1.914
autoUniv-au4-2500	0.484000	1.533	0.800000	0.003	0.202	1.331	1.536
autoUniv-au7-1100	0.372727	0.205	0.800000	0.003	0.020	0.186	0.208
bank	0.897490	23.192	0.799982	0.004	0.380	22.812	23.196
banknote_authentication	0.556364	0.098	0.799563	0.003	0.010	0.088	0.101
baseball	0.940299	0.270	0.800000	0.003	0.028	0.242	0.272
car-evaluation	0.843931	0.368	0.799769	0.003	0.036	0.333	0.371
