dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.432432	5.814	0.799845
Amazon_employee_access	0.942173	13.610	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731597	3.267	0.799980
BNG(breast-w)	0.985268	18.938	0.799980
BNG(cmc)	0.569259	34.927	0.799986
BNG(tic-tac-toe)	0.771273	20.178	0.799980
Bank_Customer_Churn_Dataset	0.861500	5.499	0.800000
Basketball_c	0.697761	3.560	0.800000
Cardiovascular-Disease-dataset	0.729357	49.580	0.800000
Click_prediction_small	0.831790	6.431	0.799990
Credit_c	0.700331	42.204	0.801311
Customer_Personality_Analysis	0.897321	0.948	0.800000
Diabetic_Retinopathy_Debrecen	0.774892	0.709	0.799305
E-CommereShippingData	0.665909	2.615	0.799982
Employee	0.843179	1.136	0.799914
FICO-HELOC-cleaned	0.740253	3.087	0.799919
Firm-Teacher_Clave-Direction_Classification	0.639352	2.700	0.800000
Fitness_Club_c	0.791946	0.484	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.578125	0.645	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.600000	0.640	0.800000
Gender_Gap_in_Spanish_WP	0.596842	1.131	0.799831
GesturePhaseSegmentationProcessed	0.584810	3.336	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	2.147	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.706	0.800000
INNHotelsGroup	0.863405	16.008	0.800000
Indian_pines	0.911974	11.777	0.799978
JapaneseVowels	0.990467	2.482	0.799920
KDDCup09_upselling	0.763158	2.105	0.799922
MIC	0.896970	1.444	0.799879
MagicTelescope	0.873291	5.093	0.800000
Marketing_Campaign	0.897321	0.793	0.800000
Mobile_Price_Classification	0.845000	0.706	0.800000
National_Health_and_Nutrition_Health_Survey	0.828947	0.559	0.799824
PhishingWebsites	0.962913	3.504	0.800000
PieChart3	0.875000	0.652	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.435	0.799479
PizzaCutter3	0.880383	0.640	0.799616
Pumpkin_Seeds	0.878000	0.689	0.800000
QSAR_biodegradation	0.881517	0.658	0.799810
SDSS17	0.970350	97.594	0.800000
Satellite	0.993137	1.750	0.800000
Telecom_Churn_Dataset	0.931034	0.937	0.799880
UJI_Pen_Characters	0.479853	2.801	0.799853
Water_Quality_and_Potability	0.625000	0.773	0.799756
Wilt	0.990674	0.774	0.799834
abalone	0.641148	0.922	0.799856
ada	0.848193	1.671	0.799855
ada_agnostic	0.834611	1.818	0.799868
ada_prior	0.840223	1.107	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.567500	0.568	0.800000
allbp	0.974834	1.217	0.799841
allrep	0.969536	1.213	0.799841
analcatdata_authorship	0.976331	0.754	0.799049
artificial-characters	0.686888	2.171	0.799961
autoUniv-au4-2500	0.474000	1.829	0.800000
autoUniv-au7-1100	0.363636	0.514	0.800000
bank	0.896937	23.470	0.799982
banknote_authentication	0.545455	0.372	0.799563
baseball	0.940299	0.691	0.800000
car-evaluation	0.780347	0.671	0.799769
churn	0.937000	1.360	0.800000
cmc	0.589831	0.525	0.799728
company_bankruptcy_prediction	0.970674	4.239	0.799971
contraceptive_method_choice	0.596610	0.598	0.799728
credit	0.775351	4.343	0.799988
default_of_credit_card_clients	0.826667	12.673	0.800000
delta_ailerons	0.947405	1.041	0.799972
dis	0.984106	1.199	0.799841
dna	0.935737	3.556	0.799749
drug_consumption	0.403183	0.600	0.799894
dry_bean_dataset	0.929857	3.662	0.799941
eeg-eye-state	0.938919	3.983	0.800000
electricity	0.805362	21.825	0.799987
estimation_of_obesity_levels	0.978723	0.850	0.799621
eye_movements	0.563071	3.419	0.799927
eye_movements_bin	0.590013	2.029	0.799947
first-order-theorem-proving	0.600490	2.582	0.799935
gas-drift	0.994249	11.534	0.800000
gina_agnostic	0.723343	23.099	0.799885
golf_play_dataset_extended	0.917808	0.510	0.800000
heloc	0.718500	2.817	0.800000
house_16H	0.877317	3.631	0.799970
htru	0.978212	4.559	0.799978
ibm-employee-performance	0.996599	0.780	0.800000
in_vehicle_coupon_recommendation	0.670960	3.331	0.800729
internet_firewall	0.802014	41.906	0.799991
jm1	0.817639	2.960	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.799755	21.068	0.799996
kdd_ipums_la_97-small	0.847784	1.384	0.799923
kr-vs-k	0.553279	28.095	0.799971
kropt	0.555952	27.849	0.799971
led24	0.729688	1.014	0.800000
led7	0.735938	0.745	0.800000
letter	0.955000	19.754	0.800000
mammography	0.987483	1.799	0.799964
maternal_health_risk	0.758621	0.450	0.799803
mfeat-factors	0.975000	2.781	0.800000
mfeat-fourier	0.882500	1.279	0.800000
mfeat-karhunen	0.960000	1.255	0.800000
mfeat-morphological	0.772500	0.546	0.800000
mfeat-pixel	0.955000	3.136	0.800000
mfeat-zernike	0.815000	0.978	0.800000
mice_protein_expression	1.000000	0.937	0.800000
microaggregation2	0.615000	6.476	0.800000
mobile_c36_oversampling	0.957786	20.677	0.800000
mozilla4	0.919910	1.864	0.800000
naticusdroid+android+permissions+dataset	0.956707	20.448	0.799980
national-longitudinal-survey-binary	0.989817	1.279	0.799919
okcupid_stem	0.732009	9.340	0.799978
one-hundred-plants-margin	0.781250	4.746	0.800000
one-hundred-plants-shape	0.746875	4.508	0.800000
one-hundred-plants-texture	0.868750	5.044	0.799875
optdigits	0.988434	2.634	0.800000
ozone-level-8hr	0.950690	1.486	0.799921
page-blocks	0.975342	1.175	0.799927
pendigits	0.995907	2.893	0.799945
phoneme	0.864940	0.931	0.799963
pol	0.971740	3.008	0.799940
predict_students_dropout_and_academic_success	0.769492	1.514	0.799955
qsar	0.886256	0.668	0.800000
rice_cammeo_and_osmancik	0.930446	0.805	0.800000
ringnorm	0.977703	1.967	0.800000
satimage	0.916796	2.170	0.800000
segment	0.932900	0.739	0.800000
seismic+bumps	0.932302	0.800	0.799923
shuttle	0.999483	34.257	0.800000
spambase	0.944625	2.040	0.799826
splice	0.891850	1.618	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.718	0.800000
statlog	0.730000	0.496	0.800000
steel_plates_faults	0.781491	0.755	0.799588
sylvine	0.936585	1.409	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.387	0.799971
telco-customer-churn	0.792051	1.834	0.799943
texture	0.999091	6.165	0.800000
thyroid	0.987500	1.980	0.800000
thyroid-ann	0.981457	1.086	0.799841
thyroid-dis	0.691071	0.928	0.800000
turiye_student_evaluation	0.493986	1.852	0.800000
twonorm	0.979054	1.989	0.800000
vehicle	0.847059	0.546	0.799054
wall-robot-navigation	0.959707	1.564	0.799853
water_quality	0.903125	1.959	0.799900
waveform-5000	0.865000	1.834	0.800000
