dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.966	0.799845
Amazon_employee_access	0.942173	14.663	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734101	5.371	0.799980
BNG(breast-w)	0.983998	21.326	0.799980
BNG(cmc)	0.568626	35.673	0.799986
BNG(tic-tac-toe)	0.750445	20.726	0.799980
Bank_Customer_Churn_Dataset	0.869000	6.380	0.800000
Basketball_c	0.682836	4.574	0.800000
Cardiovascular-Disease-dataset	0.724286	49.515	0.800000
Click_prediction_small	0.831539	6.465	0.799990
Credit_c	0.671712	42.045	0.801311
Customer_Personality_Analysis	0.881696	0.959	0.800000
Diabetic_Retinopathy_Debrecen	0.727273	0.692	0.799305
E-CommereShippingData	0.664545	2.653	0.799982
Employee	0.848550	1.170	0.799914
FICO-HELOC-cleaned	0.743291	3.140	0.799919
Firm-Teacher_Clave-Direction_Classification	0.531019	2.690	0.800000
Fitness_Club_c	0.768456	0.487	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.515625	0.649	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.518750	0.655	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.133	0.799831
GesturePhaseSegmentationProcessed	0.527089	3.321	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.835171	2.179	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.757	0.800000
INNHotelsGroup	0.852929	16.044	0.800000
Indian_pines	0.864407	11.950	0.799978
JapaneseVowels	0.986453	2.461	0.799920
KDDCup09_upselling	0.756335	2.102	0.799922
MIC	0.884848	1.409	0.799879
MagicTelescope	0.871714	5.111	0.800000
Marketing_Campaign	0.886161	0.808	0.800000
Mobile_Price_Classification	0.472500	0.704	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.561	0.799824
PhishingWebsites	0.938942	3.488	0.800000
PieChart3	0.875000	0.643	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.444	0.799479
PizzaCutter3	0.880383	0.654	0.799616
