dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.483	0.799845	0.003	0.223	2.260	2.486
Amazon_employee_access	0.942173	10.089	0.799994	0.004	0.151	9.938	10.092
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.010	0.799980	0.002	0.032	0.978	1.013
BNG(breast-w)	0.986792	16.841	0.799980	0.004	0.239	16.602	16.845
BNG(cmc)	0.579747	31.746	0.799986	0.005	0.303	31.442	31.750
BNG(tic-tac-toe)	0.795149	16.896	0.799980	0.004	0.240	16.656	16.900
Bank_Customer_Churn_Dataset	0.868500	2.003	0.800000	0.003	0.075	1.927	2.006
Basketball_c	0.712687	0.247	0.800000	0.003	0.032	0.215	0.249
Cardiovascular-Disease-dataset	0.731143	49.937	0.800000	0.006	0.393	49.545	49.943
Click_prediction_small	0.831539	5.936	0.799990	0.003	0.074	5.862	5.939
Credit_c	0.706369	42.097	0.801311	0.006	0.791	41.306	42.104
Customer_Personality_Analysis	0.895089	0.496	0.800000	0.003	0.048	0.448	0.499
Diabetic_Retinopathy_Debrecen	0.757576	0.266	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.672727	2.162	0.799982	0.003	0.066	2.096	2.165
Employee	0.863588	0.711	0.799914	0.003	0.026	0.685	0.714
FICO-HELOC-cleaned	0.740759	2.588	0.799919	0.004	0.135	2.452	2.591
Firm-Teacher_Clave-Direction_Classification	0.754630	2.396	0.800000	0.003	0.101	2.295	2.399
Fitness_Club_c	0.805369	0.188	0.799596	0.002	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.662500	0.337	0.800000	0.002	0.035	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.338	0.800000	0.003	0.037	0.302	0.341
Gender_Gap_in_Spanish_WP	0.598947	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.663291	3.004	0.799959	0.005	0.173	2.831	3.009
HR_Analytics_Job_Change_of_Data_Scientists	0.856119	1.811	0.797432	0.003	0.062	1.750	1.814
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.408	0.800000	0.002	0.051	0.357	0.410
INNHotelsGroup	0.867540	15.747	0.800000	0.004	0.300	15.447	15.751
Indian_pines	0.925642	11.453	0.799978	0.008	0.998	10.455	11.461
JapaneseVowels	0.994982	2.203	0.799920	0.003	0.084	2.119	2.206
KDDCup09_upselling	0.791423	1.814	0.799922	0.003	0.148	1.665	1.817
