dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.460	0.799845
Amazon_employee_access	0.942173	13.981	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	4.730	0.799980
BNG(breast-w)	0.985268	20.791	0.799980
BNG(cmc)	0.571700	35.302	0.799986
BNG(tic-tac-toe)	0.786132	20.223	0.799980
Bank_Customer_Churn_Dataset	0.861500	5.920	0.800000
Basketball_c	0.690299	4.050	0.800000
Cardiovascular-Disease-dataset	0.729286	49.794	0.800000
Click_prediction_small	0.831665	6.435	0.799990
Credit_c	0.706534	42.237	0.801311
Customer_Personality_Analysis	0.892857	0.914	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.710	0.799305
E-CommereShippingData	0.670909	2.593	0.799982
Employee	0.846402	1.153	0.799914
FICO-HELOC-cleaned	0.743291	3.137	0.799919
Firm-Teacher_Clave-Direction_Classification	0.686574	2.713	0.800000
Fitness_Club_c	0.788591	0.504	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.621875	0.649	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.678125	0.626	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.119	0.799831
GesturePhaseSegmentationProcessed	0.619747	3.270	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	2.107	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.718	0.800000
INNHotelsGroup	0.864369	16.216	0.800000
Indian_pines	0.914161	11.947	0.799978
JapaneseVowels	0.995484	2.500	0.799920
KDDCup09_upselling	0.780702	2.095	0.799922
MIC	0.900000	1.376	0.799879
MagicTelescope	0.876972	5.070	0.800000
Marketing_Campaign	0.888393	0.782	0.800000
Mobile_Price_Classification	0.960000	0.699	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.559	0.799824
PhishingWebsites	0.966983	3.520	0.800000
PieChart3	0.879630	0.627	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.449	0.799479
PizzaCutter3	0.880383	0.653	0.799616
Pumpkin_Seeds	0.874000	0.660	0.800000
QSAR_biodegradation	0.890995	0.634	0.799810
SDSS17	0.972000	98.931	0.800000
Satellite	0.993137	1.754	0.800000
Telecom_Churn_Dataset	0.943028	0.949	0.799880
UJI_Pen_Characters	0.483516	3.110	0.799853
Water_Quality_and_Potability	0.640244	0.778	0.799756
Wilt	0.990674	0.767	0.799834
abalone	0.632775	0.913	0.799856
ada	0.851807	1.643	0.799855
ada_agnostic	0.833516	1.850	0.799868
ada_prior	0.829050	1.103	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.572	0.800000
allbp	0.974834	1.213	0.799841
allrep	0.970861	1.190	0.799841
analcatdata_authorship	0.994083	0.714	0.799049
artificial-characters	0.683953	2.167	0.799961
autoUniv-au4-2500	0.490000	1.822	0.800000
autoUniv-au7-1100	0.372727	0.519	0.800000
bank	0.898264	23.950	0.799982
banknote_authentication	0.549091	0.398	0.799563
baseball	0.947761	0.549	0.800000
car-evaluation	0.835260	0.627	0.799769
churn	0.938000	1.342	0.800000
cmc	0.586441	0.514	0.799728
