dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.460	0.799845
Amazon_employee_access	0.942173	14.148	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.737106	4.974	0.799980
BNG(breast-w)	0.982982	20.508	0.799980
BNG(cmc)	0.567360	35.607	0.799986
BNG(tic-tac-toe)	0.759208	20.666	0.799980
Bank_Customer_Churn_Dataset	0.853000	6.025	0.800000
Basketball_c	0.701493	4.115	0.800000
Cardiovascular-Disease-dataset	0.724000	50.109	0.800000
Click_prediction_small	0.831539	6.518	0.799990
Credit_c	0.677254	42.271	0.801311
Customer_Personality_Analysis	0.890625	1.010	0.800000
Diabetic_Retinopathy_Debrecen	0.662338	0.724	0.799305
E-CommereShippingData	0.646364	2.640	0.799982
Employee	0.843179	1.197	0.799914
FICO-HELOC-cleaned	0.733165	3.153	0.799919
Firm-Teacher_Clave-Direction_Classification	0.755556	2.747	0.800000
Fitness_Club_c	0.785235	0.507	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.500000	0.681	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.531250	0.692	0.800000
Gender_Gap_in_Spanish_WP	0.589474	1.157	0.799831
GesturePhaseSegmentationProcessed	0.538734	3.316	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.299	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.843	0.800000
INNHotelsGroup	0.839283	16.229	0.800000
Indian_pines	0.825588	11.888	0.799978
JapaneseVowels	0.977421	2.509	0.799920
KDDCup09_upselling	0.735867	2.116	0.799922
MIC	0.893939	1.382	0.799879
MagicTelescope	0.868034	5.099	0.800000
Marketing_Campaign	0.868304	0.795	0.800000
Mobile_Price_Classification	0.725000	0.750	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.650	0.799824
PhishingWebsites	0.944821	3.542	0.800000
PieChart3	0.879630	0.653	0.799443
Pima_Indians_Diabetes_Database	0.733766	0.445	0.799479
