dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.556	0.799845	0.003	0.277	2.278	2.559
Amazon_employee_access	0.942173	10.069	0.799994	0.004	0.139	9.929	10.073
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.022	0.799980	0.002	0.040	0.982	1.024
BNG(breast-w)	0.986411	16.784	0.799980	0.004	0.235	16.549	16.788
BNG(cmc)	0.571971	31.369	0.799986	0.004	0.306	31.063	31.374
BNG(tic-tac-toe)	0.791212	16.480	0.799980	0.004	0.247	16.233	16.484
Bank_Customer_Churn_Dataset	0.869500	1.990	0.800000	0.003	0.069	1.921	1.993
Basketball_c	0.694030	0.258	0.800000	0.002	0.045	0.212	0.260
Cardiovascular-Disease-dataset	0.730286	50.891	0.800000	0.007	0.423	50.468	50.899
Click_prediction_small	0.832165	5.964	0.799990	0.003	0.075	5.889	5.966
Credit_c	0.705542	42.088	0.801311	0.006	0.786	41.302	42.094
Customer_Personality_Analysis	0.890625	0.490	0.800000	0.002	0.045	0.445	0.492
Diabetic_Retinopathy_Debrecen	0.770563	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.671818	2.131	0.799982	0.003	0.061	2.070	2.133
Employee	0.849624	0.705	0.799914	0.002	0.024	0.681	0.707
FICO-HELOC-cleaned	0.745316	2.552	0.799919	0.003	0.122	2.429	2.555
Firm-Teacher_Clave-Direction_Classification	0.756944	2.405	0.800000	0.003	0.100	2.304	2.408
Fitness_Club_c	0.795302	0.186	0.799596	0.002	0.013	0.173	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.628125	0.333	0.800000	0.002	0.034	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.650000	0.335	0.800000	0.003	0.035	0.300	0.338
Gender_Gap_in_Spanish_WP	0.595789	0.845	0.799831	0.002	0.036	0.809	0.847
GesturePhaseSegmentationProcessed	0.658734	2.974	0.799959	0.003	0.165	2.809	2.977
HR_Analytics_Job_Change_of_Data_Scientists	0.855568	1.814	0.797432	0.003	0.061	1.753	1.817
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.412	0.800000	0.002	0.051	0.360	0.414
INNHotelsGroup	0.869469	15.829	0.800000	0.004	0.300	15.529	15.833
Indian_pines	0.931657	11.379	0.799978	0.008	1.032	10.347	11.387
JapaneseVowels	0.994982	2.177	0.799920	0.003	0.081	2.096	2.180
KDDCup09_upselling	0.781676	1.792	0.799922	0.003	0.138	1.654	1.795
MIC	0.903030	1.070	0.799879	0.003	0.160	0.911	1.074
MagicTelescope	0.876183	4.793	0.800000	0.003	0.110	4.683	4.796
Marketing_Campaign	0.886161	0.504	0.800000	0.003	0.048	0.456	0.507
Mobile_Price_Classification	0.975000	0.410	0.800000	0.002	0.037	0.373	0.412
National_Health_and_Nutrition_Health_Survey	0.831140	0.291	0.799824	0.002	0.018	0.272	0.293
PhishingWebsites	0.968792	3.196	0.800000	0.003	0.143	3.053	3.199
PieChart3	0.879630	0.354	0.799443	0.002	0.056	0.298	0.356
Pima_Indians_Diabetes_Database	0.759740	0.139	0.799479	0.002	0.013	0.126	0.142
PizzaCutter3	0.885167	0.348	0.799617	0.002	0.053	0.295	0.350
Pumpkin_Seeds	0.876000	0.397	0.800000	0.002	0.026	0.371	0.399
QSAR_biodegradation	0.876777	0.375	0.799810	0.003	0.061	0.314	0.377
SDSS17	0.972400	97.388	0.800000	0.005	0.677	96.711	97.393
Satellite	0.993137	1.477	0.800000	0.003	0.103	1.374	1.480
Telecom_Churn_Dataset	0.950525	0.651	0.799880	0.002	0.040	0.611	0.653
UJI_Pen_Characters	0.479853	2.683	0.799853	0.002	0.119	2.564	2.685
Water_Quality_and_Potability	0.647866	0.490	0.799756	0.002	0.022	0.468	0.492
Wilt	0.992746	0.478	0.799834	0.002	0.019	0.459	0.481
abalone	0.643541	0.638	0.799856	0.002	0.026	0.612	0.640
ada	0.851807	1.391	0.799855	0.003	0.104	1.287	1.394
ada_agnostic	0.831325	1.528	0.799868	0.005	0.107	1.421	1.533
ada_prior	0.830168	0.817	0.799955	0.002	0.038	0.779	0.819
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.260	0.800000	0.002	0.017	0.243	0.263
allbp	0.976159	0.923	0.799841	0.003	0.059	0.864	0.926
allrep	0.973510	0.910	0.799841	0.003	0.057	0.853	0.912
analcatdata_authorship	0.994083	0.455	0.799049	0.003	0.094	0.361	0.458
artificial-characters	0.698630	1.898	0.799961	0.003	0.047	1.851	1.901
autoUniv-au4-2500	0.502000	1.520	0.800000	0.003	0.190	1.330	1.523
autoUniv-au7-1100	0.363636	0.198	0.800000	0.003	0.019	0.179	0.201
bank	0.899812	23.349	0.799982	0.005	0.379	22.970	23.353
banknote_authentication	0.549091	0.094	0.799563	0.002	0.009	0.085	0.096
baseball	0.944030	0.264	0.800000	0.002	0.027	0.237	0.266
car-evaluation	0.849711	0.362	0.799769	0.002	0.035	0.327	0.364
churn	0.938000	1.070	0.800000	0.002	0.061	1.009	1.073
cmc	0.579661	0.233	0.799728	0.002	0.017	0.216	0.235
company_bankruptcy_prediction	0.970674	3.947	0.799971	0.004	0.317	3.631	3.952
contraceptive_method_choice	0.606780	0.237	0.799728	0.002	0.017	0.219	0.239
credit	0.775651	3.932	0.799988	0.003	0.094	3.837	3.935
default_of_credit_card_clients	0.824667	12.324	0.800000	0.004	0.383	11.941	12.328
delta_ailerons	0.947405	0.767	0.799972	0.003	0.025	0.742	0.770
dis	0.985430	0.919	0.799841	0.003	0.058	0.861	0.922
dna	0.921630	3.270	0.799749	0.004	0.364	2.907	3.275
drug_consumption	0.403183	0.312	0.799894	0.002	0.023	0.288	0.314
dry_bean_dataset	0.928755	3.336	0.799941	0.003	0.122	3.213	3.338
eeg-eye-state	0.955941	3.706	0.800000	0.004	0.118	3.587	3.709
electricity	0.827430	21.421	0.799987	0.005	0.256	21.165	21.426
estimation_of_obesity_levels	0.973995	0.400	0.799621	0.002	0.030	0.370	0.402
eye_movements	0.579068	3.021	0.799927	0.003	0.162	2.860	3.025
eye_movements_bin	0.595269	1.755	0.799947	0.004	0.090	1.665	1.759
first-order-theorem-proving	0.617647	2.220	0.799935	0.003	0.163	2.057	2.222
gas-drift	0.994608	11.223	0.800000	0.007	1.005	10.217	11.230
gina_agnostic	0.788184	23.223	0.799885	0.011	2.245	20.978	23.234
golf_play_dataset_extended	0.926941	0.189	0.800000	0.002	0.015	0.173	0.191
heloc	0.721000	2.541	0.800000	0.003	0.114	2.427	2.544
house_16H	0.884359	3.290	0.799970	0.003	0.117	3.173	3.293
htru	0.979330	4.289	0.799978	0.003	0.081	4.208	4.292
ibm-employee-performance	1.000000	0.399	0.800000	0.002	0.051	0.349	0.401
in_vehicle_coupon_recommendation	0.669298	3.043	0.800729	0.003	0.130	2.913	3.046
internet_firewall	0.921263	42.642	0.799991	0.004	0.170	42.472	42.645
jm1	0.816720	2.708	0.800000	0.004	0.115	2.592	2.711
jungle_chess_2pcs_raw_endgame_complete	0.847055	20.931	0.799996	0.004	0.184	20.747	20.934
kdd_ipums_la_97-small	0.872832	1.113	0.799923	0.003	0.061	1.052	1.117
kr-vs-k	0.599786	27.378	0.799971	0.003	0.138	27.240	27.381
kropt	0.609408	28.268	0.799971	0.003	0.116	28.152	28.271
led24	0.729688	0.722	0.800000	0.002	0.056	0.666	0.725
led7	0.740625	0.453	0.800000	0.003	0.019	0.434	0.456
letter	0.972500	19.397	0.800000	0.003	0.179	19.218	19.400
mammography	0.990165	1.534	0.799964	0.003	0.044	1.490	1.537
maternal_health_risk	0.832512	0.169	0.799803	0.002	0.012	0.157	0.171
mfeat-factors	0.977500	2.520	0.800000	0.004	0.373	2.148	2.524
mfeat-fourier	0.887500	0.996	0.800000	0.003	0.136	0.860	0.999
mfeat-karhunen	0.975000	0.870	0.800000	0.003	0.113	0.757	0.873
mfeat-morphological	0.765000	0.272	0.800000	0.002	0.016	0.255	0.274
mfeat-pixel	0.965000	2.822	0.800000	0.004	0.421	2.401	2.826
mfeat-zernike	0.812500	0.699	0.800000	0.003	0.089	0.610	0.702
mice_protein_expression	1.000000	0.582	0.800000	0.003	0.105	0.477	0.585
microaggregation2	0.621000	6.253	0.800000	0.004	0.181	6.071	6.257
mobile_c36_oversampling	0.975947	20.333	0.800000	0.004	0.200	20.133	20.337
mozilla4	0.928916	1.609	0.800000	0.003	0.044	1.565	1.612
naticusdroid+android+permissions+dataset	0.965741	20.249	0.799980	0.008	0.812	19.437	20.257
national-longitudinal-survey-binary	0.996945	0.938	0.799918	0.002	0.048	0.890	0.941
okcupid_stem	0.732759	8.983	0.799977	0.004	0.178	8.805	8.986
one-hundred-plants-margin	0.831250	4.000	0.800000	0.003	0.183	3.816	4.002
one-hundred-plants-shape	0.753125	3.929	0.800000	0.002	0.111	3.819	3.932
one-hundred-plants-texture	0.893750	4.125	0.799875	0.003	0.203	3.922	4.128
optdigits	0.991103	2.349	0.800000	0.003	0.184	2.165	2.353
ozone-level-8hr	0.954635	1.167	0.799921	0.003	0.132	1.035	1.169
page-blocks	0.975342	0.911	0.799927	0.003	0.036	0.875	0.913
pendigits	0.995907	2.477	0.799945	0.003	0.103	2.374	2.480
phoneme	0.886216	0.529	0.799963	0.003	0.022	0.506	0.531
pol	0.976202	2.733	0.799940	0.003	0.107	2.626	2.736
predict_students_dropout_and_academic_success	0.772881	1.226	0.799955	0.003	0.083	1.143	1.229
qsar	0.909953	0.368	0.800000	0.003	0.059	0.310	0.371
rice_cammeo_and_osmancik	0.930446	0.527	0.800000	0.004	0.022	0.505	0.531
ringnorm	0.979730	1.694	0.800000	0.002	0.087	1.607	1.697
satimage	0.923795	1.899	0.800000	0.003	0.130	1.769	1.902
segment	0.926407	0.436	0.800000	0.003	0.035	0.402	0.439
seismic+bumps	0.934236	0.479	0.799923	0.002	0.034	0.446	0.481
shuttle	0.999397	34.824	0.800000	0.004	0.315	34.509	34.828
spambase	0.946797	1.762	0.799826	0.003	0.133	1.629	1.765
splice	0.877743	1.314	0.800000	0.003	0.140	1.173	1.317
sports_articles_for_objectivity_analysis	0.865000	0.448	0.800000	0.004	0.087	0.360	0.451
statlog	0.740000	0.234	0.800000	0.003	0.031	0.203	0.237
steel_plates_faults	0.786632	0.481	0.799588	0.002	0.051	0.430	0.483
sylvine	0.940488	1.100	0.799961	0.003	0.064	1.036	1.103
taiwanese_bankruptcy_prediction	0.968475	3.968	0.799971	0.004	0.330	3.638	3.973
telco-customer-churn	0.802697	1.547	0.799943	0.002	0.079	1.468	1.549
texture	0.999091	6.146	0.800000	0.003	0.127	6.019	6.149
thyroid	0.985417	1.647	0.800000	0.003	0.067	1.580	1.650
thyroid-ann	0.986755	0.815	0.799841	0.003	0.048	0.766	0.817
thyroid-dis	0.687500	0.655	0.800000	0.002	0.050	0.605	0.657
turiye_student_evaluation	0.495704	1.594	0.800000	0.003	0.111	1.484	1.597
twonorm	0.980405	1.694	0.800000	0.003	0.090	1.604	1.697
vehicle	0.858824	0.208	0.799054	0.002	0.028	0.180	0.211
wall-robot-navigation	0.966117	1.273	0.799853	0.002	0.076	1.197	1.275
water_quality	0.900625	1.698	0.799900	0.003	0.068	1.630	1.701
waveform-5000	0.865000	1.565	0.800000	0.003	0.120	1.445	1.568
waveform_database_generator_version_1	0.864000	1.099	0.800000	0.002	0.063	1.036	1.101
website_phishing	0.907749	0.222	0.799704	0.002	0.017	0.204	0.224
wine-quality-red	0.575000	0.220	0.799875	0.004	0.010	0.210	0.224
wine-quality-white	0.621429	0.818	0.799918	0.002	0.038	0.780	0.820
yeast	0.609428	0.224	0.799865	0.002	0.016	0.208	0.227
