dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.389961	2.351	0.799845	0.003	0.205	2.146	2.354
Amazon_employee_access	0.942173	10.141	0.799994	0.004	0.135	10.006	10.145
BLE_RSSI_dataset_for_Indoor_localization	0.731097	1.021	0.799980	0.002	0.040	0.981	1.023
BNG(breast-w)	0.985522	16.404	0.799980	0.004	0.245	16.158	16.408
BNG(cmc)	0.571157	31.121	0.799986	0.004	0.304	30.817	31.126
BNG(tic-tac-toe)	0.797689	16.819	0.799980	0.004	0.241	16.578	16.824
Bank_Customer_Churn_Dataset	0.869000	1.997	0.800000	0.003	0.070	1.926	1.999
Basketball_c	0.701493	0.258	0.800000	0.002	0.046	0.213	0.261
Cardiovascular-Disease-dataset	0.730286	50.849	0.800000	0.005	0.423	50.426	50.855
Click_prediction_small	0.832416	5.974	0.799990	0.003	0.075	5.899	5.977
Credit_c	0.704218	42.091	0.801311	0.006	0.786	41.306	42.097
Customer_Personality_Analysis	0.892857	0.490	0.800000	0.002	0.045	0.445	0.492
Diabetic_Retinopathy_Debrecen	0.770563	0.261	0.799305	0.002	0.030	0.231	0.263
E-CommereShippingData	0.677273	2.138	0.799982	0.003	0.062	2.076	2.141
Employee	0.856069	0.702	0.799914	0.003	0.024	0.678	0.705
FICO-HELOC-cleaned	0.737722	2.555	0.799919	0.003	0.122	2.433	2.559
Firm-Teacher_Clave-Direction_Classification	0.702315	2.406	0.800000	0.003	0.099	2.307	2.409
Fitness_Club_c	0.798658	0.182	0.799596	0.002	0.013	0.170	0.185
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.568750	0.331	0.800000	0.003	0.033	0.298	0.334
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.625000	0.334	0.800000	0.003	0.035	0.299	0.337
Gender_Gap_in_Spanish_WP	0.598947	0.839	0.799831	0.002	0.036	0.803	0.841
GesturePhaseSegmentationProcessed	0.645063	2.983	0.799959	0.003	0.168	2.814	2.986
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.810	0.797432	0.003	0.058	1.752	1.813
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.404	0.800000	0.002	0.050	0.354	0.407
INNHotelsGroup	0.865472	15.970	0.800000	0.004	0.302	15.668	15.974
Indian_pines	0.922909	11.265	0.799978	0.007	0.956	10.309	11.273
JapaneseVowels	0.993477	2.177	0.799920	0.003	0.079	2.098	2.180
KDDCup09_upselling	0.774854	1.799	0.799922	0.003	0.139	1.660	1.803
MIC	0.903030	1.072	0.799879	0.003	0.158	0.914	1.075
MagicTelescope	0.875920	4.723	0.800000	0.004	0.111	4.612	4.727
Marketing_Campaign	0.886161	0.509	0.800000	0.003	0.049	0.460	0.512
Mobile_Price_Classification	0.957500	0.414	0.800000	0.002	0.039	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.835526	0.291	0.799824	0.003	0.018	0.273	0.294
PhishingWebsites	0.970149	3.197	0.800000	0.004	0.146	3.051	3.200
PieChart3	0.875000	0.354	0.799443	0.002	0.055	0.299	0.357
Pima_Indians_Diabetes_Database	0.746753	0.139	0.799479	0.003	0.013	0.126	0.142
PizzaCutter3	0.880383	0.348	0.799617	0.003	0.052	0.296	0.351
Pumpkin_Seeds	0.876000	0.398	0.800000	0.002	0.025	0.373	0.400
QSAR_biodegradation	0.886256	0.374	0.799810	0.002	0.059	0.314	0.376
SDSS17	0.970800	99.255	0.800000	0.006	0.681	98.573	99.260
Satellite	0.993137	1.483	0.800000	0.003	0.107	1.376	1.487
Telecom_Churn_Dataset	0.940030	0.655	0.799880	0.002	0.042	0.613	0.657
UJI_Pen_Characters	0.490842	2.738	0.799853	0.005	0.121	2.617	2.743
Water_Quality_and_Potability	0.637195	0.496	0.799756	0.003	0.023	0.473	0.499
Wilt	0.990674	0.482	0.799834	0.002	0.020	0.463	0.485
abalone	0.638756	0.639	0.799856	0.003	0.026	0.613	0.642
ada	0.851807	1.385	0.799855	0.003	0.105	1.281	1.388
ada_agnostic	0.819277	1.533	0.799868	0.003	0.105	1.428	1.536
ada_prior	0.834637	0.823	0.799955	0.003	0.040	0.783	0.826
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.567500	0.262	0.800000	0.003	0.017	0.244	0.264
allbp	0.974834	0.920	0.799841	0.003	0.059	0.861	0.923
allrep	0.973510	0.917	0.799841	0.003	0.059	0.857	0.920
analcatdata_authorship	0.988166	0.455	0.799049	0.003	0.094	0.362	0.458
artificial-characters	0.696184	1.899	0.799961	0.003	0.046	1.854	1.902
autoUniv-au4-2500	0.534000	1.528	0.800000	0.004	0.194	1.334	1.531
autoUniv-au7-1100	0.368182	0.204	0.800000	0.002	0.020	0.185	0.207
bank	0.897490	22.860	0.799982	0.005	0.380	22.480	22.864
banknote_authentication	0.549091	0.097	0.799563	0.003	0.010	0.087	0.100
baseball	0.947761	0.265	0.800000	0.003	0.027	0.238	0.267
car-evaluation	0.846821	0.365	0.799769	0.002	0.036	0.329	0.367
churn	0.944000	1.077	0.800000	0.003	0.063	1.013	1.080
cmc	0.593220	0.238	0.799728	0.002	0.018	0.220	0.240
company_bankruptcy_prediction	0.968475	3.948	0.799971	0.004	0.313	3.635	3.952
contraceptive_method_choice	0.600000	0.238	0.799728	0.002	0.017	0.220	0.240
credit	0.775651	3.982	0.799988	0.003	0.093	3.890	3.986
default_of_credit_card_clients	0.824667	12.441	0.800000	0.004	0.384	12.057	12.445
delta_ailerons	0.947405	0.762	0.799972	0.003	0.025	0.737	0.765
dis	0.984106	0.919	0.799841	0.003	0.058	0.861	0.921
dna	0.934169	3.269	0.799749	0.005	0.361	2.908	3.273
drug_consumption	0.403183	0.313	0.799894	0.003	0.024	0.289	0.316
dry_bean_dataset	0.928021	3.337	0.799941	0.003	0.124	3.214	3.340
eeg-eye-state	0.964953	3.683	0.800000	0.004	0.117	3.566	3.687
electricity	0.820038	21.533	0.799987	0.004	0.253	21.281	21.538
estimation_of_obesity_levels	0.971631	0.400	0.799621	0.002	0.031	0.369	0.403
eye_movements	0.589122	3.032	0.799927	0.004	0.169	2.863	3.036
eye_movements_bin	0.598555	1.752	0.799947	0.004	0.090	1.662	1.756
first-order-theorem-proving	0.608660	2.219	0.799935	0.004	0.162	2.057	2.222
gas-drift	0.995327	11.203	0.800000	0.007	1.011	10.192	11.210
gina_agnostic	0.801153	23.273	0.799885	0.012	2.293	20.980	23.285
golf_play_dataset_extended	0.926941	0.190	0.800000	0.002	0.015	0.174	0.192
heloc	0.720000	2.559	0.800000	0.003	0.114	2.445	2.562
house_16H	0.883617	3.327	0.799970	0.003	0.119	3.207	3.330
htru	0.978212	4.290	0.799978	0.003	0.079	4.210	4.293
ibm-employee-performance	0.986395	0.399	0.800000	0.002	0.050	0.349	0.402
in_vehicle_coupon_recommendation	0.683008	3.071	0.800729	0.003	0.129	2.942	3.074
internet_firewall	0.802319	42.463	0.799991	0.004	0.169	42.295	42.467
jm1	0.818098	2.670	0.800000	0.003	0.118	2.552	2.673
jungle_chess_2pcs_raw_endgame_complete	0.853414	20.891	0.799996	0.006	0.186	20.706	20.898
kdd_ipums_la_97-small	0.856455	1.108	0.799923	0.003	0.060	1.048	1.111
kr-vs-k	0.618674	27.611	0.799971	0.003	0.137	27.473	27.614
kropt	0.621347	26.378	0.799971	0.003	0.115	26.262	26.381
led24	0.739062	0.720	0.800000	0.003	0.056	0.664	0.723
led7	0.742188	0.450	0.800000	0.003	0.020	0.431	0.453
letter	0.969250	19.834	0.800000	0.004	0.180	19.653	19.838
mammography	0.990612	1.536	0.799964	0.003	0.044	1.492	1.539
maternal_health_risk	0.807882	0.166	0.799803	0.002	0.012	0.155	0.168
mfeat-factors	0.977500	2.514	0.800000	0.003	0.368	2.146	2.518
mfeat-fourier	0.870000	0.990	0.800000	0.004	0.134	0.856	0.994
mfeat-karhunen	0.970000	0.867	0.800000	0.003	0.112	0.755	0.870
mfeat-morphological	0.757500	0.268	0.800000	0.003	0.015	0.253	0.271
mfeat-pixel	0.962500	2.812	0.800000	0.004	0.414	2.398	2.816
mfeat-zernike	0.815000	0.691	0.800000	0.003	0.088	0.604	0.694
mice_protein_expression	1.000000	0.577	0.800000	0.003	0.104	0.473	0.580
microaggregation2	0.620500	6.194	0.800000	0.004	0.185	6.009	6.198
mobile_c36_oversampling	0.963968	20.247	0.800000	0.004	0.198	20.049	20.251
mozilla4	0.923448	1.584	0.800000	0.003	0.044	1.540	1.587
naticusdroid+android+permissions+dataset	0.960798	20.248	0.799980	0.009	0.821	19.427	20.258
national-longitudinal-survey-binary	0.994908	0.936	0.799918	0.003	0.048	0.889	0.939
okcupid_stem	0.733508	8.807	0.799977	0.004	0.178	8.630	8.811
one-hundred-plants-margin	0.837500	3.925	0.800000	0.003	0.112	3.813	3.928
one-hundred-plants-shape	0.762500	3.911	0.800000	0.002	0.111	3.800	3.913
one-hundred-plants-texture	0.900000	4.064	0.799875	0.003	0.108	3.957	4.067
optdigits	0.992883	2.361	0.800000	0.003	0.197	2.164	2.364
ozone-level-8hr	0.954635	1.175	0.799921	0.003	0.139	1.036	1.178
page-blocks	0.976256	0.902	0.799927	0.002	0.034	0.868	0.905
pendigits	0.995452	2.457	0.799945	0.005	0.105	2.352	2.462
phoneme	0.886216	0.524	0.799963	0.002	0.021	0.503	0.526
