dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.409266	2.361	0.799845	0.003	0.220	2.141	2.364
Amazon_employee_access	0.942173	10.119	0.799994	0.004	0.137	9.982	10.123
BLE_RSSI_dataset_for_Indoor_localization	0.730095	1.015	0.799980	0.004	0.033	0.981	1.019
BNG(breast-w)	0.986665	16.397	0.799980	0.004	0.239	16.157	16.401
BNG(cmc)	0.573689	30.973	0.799986	0.005	0.304	30.668	30.978
BNG(tic-tac-toe)	0.792609	16.677	0.799980	0.004	0.239	16.439	16.681
Bank_Customer_Churn_Dataset	0.868500	1.991	0.800000	0.002	0.068	1.923	1.993
Basketball_c	0.694030	0.247	0.800000	0.003	0.033	0.213	0.249
Cardiovascular-Disease-dataset	0.732071	50.496	0.800000	0.006	0.396	50.100	50.502
Click_prediction_small	0.831915	6.003	0.799990	0.003	0.075	5.929	6.006
Credit_c	0.704797	41.962	0.801311	0.006	0.786	41.175	41.967
Customer_Personality_Analysis	0.895089	0.493	0.800000	0.003	0.047	0.445	0.495
Diabetic_Retinopathy_Debrecen	0.761905	0.262	0.799305	0.002	0.031	0.232	0.264
E-CommereShippingData	0.667727	2.151	0.799982	0.003	0.065	2.087	2.154
Employee	0.852846	0.708	0.799914	0.003	0.026	0.682	0.711
FICO-HELOC-cleaned	0.741266	2.578	0.799919	0.003	0.136	2.443	2.582
Firm-Teacher_Clave-Direction_Classification	0.693981	2.403	0.800000	0.003	0.101	2.303	2.406
Fitness_Club_c	0.802013	0.184	0.799596	0.003	0.014	0.171	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.581250	0.334	0.800000	0.002	0.035	0.298	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.335	0.800000	0.003	0.036	0.299	0.338
Gender_Gap_in_Spanish_WP	0.589474	0.840	0.799831	0.002	0.036	0.804	0.843
GesturePhaseSegmentationProcessed	0.627848	2.996	0.799959	0.003	0.173	2.823	2.999
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.810	0.797432	0.003	0.058	1.752	1.813
