dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.432432	6.662	0.799845
Amazon_employee_access	0.942173	14.673	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.728593	5.662	0.799980
BNG(breast-w)	0.985522	21.397	0.799980
BNG(cmc)	0.567812	36.152	0.799986
BNG(tic-tac-toe)	0.779782	21.204	0.799980
Bank_Customer_Churn_Dataset	0.869000	6.610	0.800000
Basketball_c	0.697761	4.938	0.800000
Cardiovascular-Disease-dataset	0.730571	50.212	0.800000
Click_prediction_small	0.831539	6.427	0.799990
Credit_c	0.706865	42.563	0.801311
Customer_Personality_Analysis	0.890625	0.974	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.688	0.799305
E-CommereShippingData	0.674545	2.662	0.799982
Employee	0.857143	1.134	0.799914
FICO-HELOC-cleaned	0.742278	3.079	0.799919
Firm-Teacher_Clave-Direction_Classification	0.740741	2.745	0.800000
Fitness_Club_c	0.791946	0.455	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.596875	0.612	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.653125	0.627	0.800000
Gender_Gap_in_Spanish_WP	0.598947	1.182	0.799831
GesturePhaseSegmentationProcessed	0.638481	3.341	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	2.149	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.746	0.800000
INNHotelsGroup	0.863405	16.197	0.800000
Indian_pines	0.925642	12.029	0.799978
JapaneseVowels	0.994481	2.499	0.799920
KDDCup09_upselling	0.785575	2.082	0.799922
MIC	0.893939	1.375	0.799879
MagicTelescope	0.877760	5.173	0.800000
Marketing_Campaign	0.886161	0.809	0.800000
Mobile_Price_Classification	0.967500	0.694	0.800000
National_Health_and_Nutrition_Health_Survey	0.828947	0.552	0.799824
PhishingWebsites	0.969697	3.500	0.800000
PieChart3	0.879630	0.618	0.799443
Pima_Indians_Diabetes_Database	0.772727	0.462	0.799479
PizzaCutter3	0.880383	0.667	0.799616
Pumpkin_Seeds	0.876000	0.713	0.800000
QSAR_biodegradation	0.881517	0.668	0.799810
SDSS17	0.972400	99.498	0.800000
Satellite	0.993137	1.751	0.800000
Telecom_Churn_Dataset	0.944528	0.929	0.799880
UJI_Pen_Characters	0.472527	2.974	0.799853
Water_Quality_and_Potability	0.643293	0.788	0.799756
Wilt	0.991710	0.829	0.799834
abalone	0.642344	0.925	0.799856
ada	0.844578	1.667	0.799855
ada_agnostic	0.835706	1.800	0.799868
ada_prior	0.833520	1.097	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.548	0.800000
allbp	0.976159	1.234	0.799841
allrep	0.974834	1.221	0.799841
analcatdata_authorship	0.994083	0.747	0.799049
artificial-characters	0.702055	2.175	0.799961
autoUniv-au4-2500	0.500000	1.836	0.800000
autoUniv-au7-1100	0.390909	0.532	0.800000
