dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.385	0.799845	0.003	0.206	2.179	2.388
Amazon_employee_access	0.942173	10.256	0.799994	0.003	0.140	10.116	10.259
BLE_RSSI_dataset_for_Indoor_localization	0.730596	1.037	0.799980	0.002	0.059	0.978	1.039
BNG(breast-w)	0.985776	16.630	0.799980	0.004	0.235	16.396	16.635
BNG(cmc)	0.572061	31.558	0.799986	0.004	0.304	31.255	31.563
BNG(tic-tac-toe)	0.782449	16.606	0.799980	0.004	0.236	16.371	16.610
Bank_Customer_Churn_Dataset	0.869500	2.019	0.800000	0.003	0.083	1.936	2.021
Basketball_c	0.690299	0.245	0.800000	0.003	0.031	0.214	0.248
Cardiovascular-Disease-dataset	0.730571	50.517	0.800000	0.005	0.392	50.126	50.522
Click_prediction_small	0.832416	5.896	0.799990	0.003	0.075	5.821	5.899
Credit_c	0.704880	42.490	0.801311	0.007	0.847	41.643	42.497
Customer_Personality_Analysis	0.892857	0.490	0.800000	0.003	0.045	0.445	0.493
Diabetic_Retinopathy_Debrecen	0.766234	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.673636	2.109	0.799982	0.003	0.060	2.049	2.112
Employee	0.851772	0.706	0.799914	0.002	0.024	0.682	0.708
FICO-HELOC-cleaned	0.741266	2.546	0.799919	0.003	0.124	2.422	2.549
Firm-Teacher_Clave-Direction_Classification	0.754630	2.384	0.800000	0.003	0.098	2.287	2.388
Fitness_Club_c	0.802013	0.184	0.799596	0.002	0.013	0.172	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.659375	0.333	0.800000	0.002	0.034	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.646875	0.402	0.800000	0.003	0.035	0.367	0.405
Gender_Gap_in_Spanish_WP	0.600000	0.843	0.799831	0.002	0.036	0.807	0.845
GesturePhaseSegmentationProcessed	0.652658	2.971	0.799959	0.003	0.167	2.804	2.974
HR_Analytics_Job_Change_of_Data_Scientists	0.855017	1.809	0.797432	0.002	0.060	1.749	1.811
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.411	0.800000	0.002	0.051	0.360	0.413
INNHotelsGroup	0.863542	15.909	0.800000	0.004	0.299	15.610	15.913
Indian_pines	0.923455	11.283	0.799978	0.007	0.977	10.307	11.291
JapaneseVowels	0.995484	2.166	0.799920	0.003	0.079	2.087	2.169
KDDCup09_upselling	0.782651	1.797	0.799922	0.006	0.139	1.658	1.803
MIC	0.906061	1.068	0.799879	0.003	0.157	0.911	1.071
MagicTelescope	0.876709	4.750	0.800000	0.003	0.110	4.640	4.753
Marketing_Campaign	0.886161	0.506	0.800000	0.004	0.049	0.457	0.510
Mobile_Price_Classification	0.957500	0.411	0.800000	0.002	0.038	0.373	0.414
National_Health_and_Nutrition_Health_Survey	0.833333	0.290	0.799824	0.002	0.018	0.272	0.292
PhishingWebsites	0.970149	3.183	0.800000	0.003	0.145	3.037	3.186
PieChart3	0.875000	0.355	0.799443	0.002	0.055	0.299	0.357
Pima_Indians_Diabetes_Database	0.766234	0.139	0.799479	0.003	0.013	0.126	0.142
PizzaCutter3	0.875598	0.347	0.799617	0.003	0.053	0.294	0.349
Pumpkin_Seeds	0.876000	0.397	0.800000	0.002	0.025	0.371	0.399
QSAR_biodegradation	0.876777	0.373	0.799810	0.002	0.059	0.314	0.376
SDSS17	0.972450	97.384	0.800000	0.005	0.669	96.715	97.390
Satellite	0.992157	1.480	0.800000	0.003	0.107	1.373	1.483
Telecom_Churn_Dataset	0.953523	0.650	0.799880	0.003	0.040	0.610	0.653
UJI_Pen_Characters	0.490842	2.463	0.799853	0.002	0.117	2.346	2.466
Water_Quality_and_Potability	0.652439	0.492	0.799756	0.002	0.022	0.470	0.494
Wilt	0.991710	0.478	0.799834	0.002	0.019	0.459	0.480
abalone	0.633971	0.638	0.799856	0.002	0.026	0.612	0.640
ada	0.851807	1.384	0.799855	0.003	0.102	1.282	1.387
ada_agnostic	0.833516	1.529	0.799868	0.003	0.107	1.422	1.532
ada_prior	0.831285	0.819	0.799955	0.002	0.038	0.781	0.821
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.600000	0.258	0.800000	0.002	0.017	0.241	0.260
allbp	0.976159	0.919	0.799841	0.002	0.059	0.860	0.922
allrep	0.974834	0.912	0.799841	0.002	0.057	0.855	0.915
analcatdata_authorship	0.988166	0.459	0.799049	0.003	0.096	0.363	0.462
artificial-characters	0.697162	1.894	0.799961	0.003	0.047	1.847	1.897
autoUniv-au4-2500	0.514000	1.526	0.800000	0.003	0.193	1.333	1.529
autoUniv-au7-1100	0.381818	0.199	0.800000	0.002	0.019	0.180	0.201
bank	0.900586	23.042	0.799982	0.009	0.387	22.655	23.051
banknote_authentication	0.545455	0.099	0.799563	0.002	0.010	0.089	0.101
baseball	0.947761	0.268	0.800000	0.005	0.027	0.241	0.273
car-evaluation	0.797688	0.369	0.799769	0.002	0.035	0.333	0.371
churn	0.937000	1.075	0.800000	0.003	0.061	1.014	1.078
cmc	0.579661	0.234	0.799728	0.002	0.017	0.216	0.236
company_bankruptcy_prediction	0.970674	3.963	0.799971	0.004	0.330	3.633	3.967
contraceptive_method_choice	0.623729	0.233	0.799728	0.002	0.017	0.216	0.235
credit	0.778044	3.963	0.799988	0.003	0.095	3.868	3.966
default_of_credit_card_clients	0.823333	12.368	0.800000	0.004	0.382	11.986	12.372
delta_ailerons	0.946704	0.759	0.799972	0.003	0.025	0.734	0.761
dis	0.985430	0.919	0.799841	0.003	0.059	0.860	0.922
dna	0.916928	3.270	0.799749	0.004	0.367	2.903	3.274
drug_consumption	0.403183	0.308	0.799894	0.002	0.023	0.285	0.310
dry_bean_dataset	0.929490	3.292	0.799941	0.003	0.125	3.167	3.295
eeg-eye-state	0.956275	3.686	0.800000	0.003	0.120	3.566	3.689
electricity	0.824672	21.533	0.799987	0.004	0.254	21.279	21.537
estimation_of_obesity_levels	0.976359	0.397	0.799621	0.002	0.031	0.366	0.399
eye_movements	0.575868	2.990	0.799927	0.004	0.164	2.826	2.994
eye_movements_bin	0.591984	1.751	0.799947	0.003	0.092	1.659	1.753
first-order-theorem-proving	0.616830	2.213	0.799935	0.003	0.163	2.050	2.216
gas-drift	0.993889	11.135	0.800000	0.007	1.011	10.124	11.142
gina_agnostic	0.776657	23.232	0.799885	0.011	2.271	20.961	23.243
golf_play_dataset_extended	0.931507	0.195	0.800000	0.002	0.016	0.179	0.197
heloc	0.723000	2.557	0.800000	0.003	0.114	2.443	2.561
house_16H	0.884359	3.297	0.799970	0.004	0.118	3.178	3.300
htru	0.979050	4.328	0.799978	0.003	0.087	4.240	4.331
ibm-employee-performance	0.993197	0.405	0.800000	0.002	0.051	0.354	0.407
in_vehicle_coupon_recommendation	0.675945	3.047	0.800729	0.003	0.131	2.916	3.050
internet_firewall	0.913710	42.977	0.799991	0.004	0.188	42.789	42.981
jm1	0.816261	2.674	0.800000	0.003	0.113	2.561	2.677
jungle_chess_2pcs_raw_endgame_complete	0.845605	20.869	0.799996	0.004	0.183	20.685	20.873
kdd_ipums_la_97-small	0.873796	1.107	0.799923	0.003	0.062	1.044	1.110
kr-vs-k	0.601568	27.347	0.799971	0.003	0.128	27.219	27.350
kropt	0.606914	27.693	0.799971	0.003	0.116	27.577	27.696
led24	0.743750	0.715	0.800000	0.002	0.055	0.660	0.717
led7	0.734375	0.445	0.800000	0.003	0.019	0.426	0.448
letter	0.971500	17.378	0.800000	0.003	0.175	17.203	17.381
mammography	0.989271	1.533	0.799964	0.003	0.043	1.490	1.536
maternal_health_risk	0.817734	0.166	0.799803	0.005	0.012	0.154	0.170
mfeat-factors	0.977500	2.506	0.800000	0.004	0.364	2.142	2.510
mfeat-fourier	0.882500	0.988	0.800000	0.003	0.131	0.856	0.991
mfeat-karhunen	0.970000	0.863	0.800000	0.003	0.109	0.753	0.866
mfeat-morphological	0.765000	0.266	0.800000	0.003	0.015	0.251	0.269
mfeat-pixel	0.965000	2.805	0.800000	0.003	0.409	2.395	2.808
mfeat-zernike	0.817500	0.697	0.800000	0.003	0.090	0.607	0.700
mice_protein_expression	1.000000	0.583	0.800000	0.003	0.106	0.477	0.586
microaggregation2	0.620500	6.218	0.800000	0.004	0.184	6.034	6.222
mobile_c36_oversampling	0.974111	20.465	0.800000	0.003	0.199	20.267	20.469
mozilla4	0.927951	1.570	0.800000	0.003	0.044	1.526	1.573
naticusdroid+android+permissions+dataset	0.968468	20.264	0.799980	0.009	0.822	19.442	20.273
national-longitudinal-survey-binary	0.993890	0.942	0.799918	0.003	0.048	0.894	0.945
okcupid_stem	0.732759	9.011	0.799977	0.004	0.177	8.835	9.015
one-hundred-plants-margin	0.825000	4.056	0.800000	0.003	0.178	3.879	4.059
one-hundred-plants-shape	0.746875	3.972	0.800000	0.003	0.110	3.861	3.974
one-hundred-plants-texture	0.896875	4.220	0.799875	0.002	0.107	4.113	4.222
optdigits	0.991993	2.338	0.800000	0.004	0.189	2.149	2.342
