dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	5.783	0.799845
Amazon_employee_access	0.942173	14.012	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731597	4.781	0.799980
BNG(breast-w)	0.985776	20.681	0.799980
BNG(cmc)	0.568987	35.251	0.799986
BNG(tic-tac-toe)	0.786640	20.749	0.799980
Bank_Customer_Churn_Dataset	0.867000	5.810	0.800000
Basketball_c	0.697761	4.021	0.800000
Cardiovascular-Disease-dataset	0.730286	49.757	0.800000
Click_prediction_small	0.831539	6.429	0.799990
Credit_c	0.706617	42.086	0.801311
Customer_Personality_Analysis	0.895089	0.933	0.800000
Diabetic_Retinopathy_Debrecen	0.770563	0.695	0.799305
E-CommereShippingData	0.670909	2.617	0.799982
Employee	0.856069	1.136	0.799914
FICO-HELOC-cleaned	0.740253	3.113	0.799919
Firm-Teacher_Clave-Direction_Classification	0.750000	2.707	0.800000
Fitness_Club_c	0.795302	0.471	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.630	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.684375	0.602	0.800000
Gender_Gap_in_Spanish_WP	0.596842	1.117	0.799831
GesturePhaseSegmentationProcessed	0.640506	3.272	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	2.094	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.705	0.800000
INNHotelsGroup	0.868504	16.144	0.800000
Indian_pines	0.922362	11.878	0.799978
JapaneseVowels	0.993979	2.474	0.799920
KDDCup09_upselling	0.783626	2.085	0.799922
MIC	0.903030	1.337	0.799879
MagicTelescope	0.878549	5.116	0.800000
Marketing_Campaign	0.888393	0.784	0.800000
Mobile_Price_Classification	0.967500	0.698	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.566	0.799824
PhishingWebsites	0.971958	3.482	0.800000
PieChart3	0.879630	0.611	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.422	0.799479
PizzaCutter3	0.880383	0.636	0.799616
Pumpkin_Seeds	0.878000	0.680	0.800000
QSAR_biodegradation	0.872038	0.629	0.799810
SDSS17	0.972150	98.492	0.800000
Satellite	0.993137	1.756	0.800000
Telecom_Churn_Dataset	0.944528	0.931	0.799880
UJI_Pen_Characters	0.476190	3.011	0.799853
Water_Quality_and_Potability	0.649390	0.762	0.799756
Wilt	0.992746	0.773	0.799834
abalone	0.635167	0.910	0.799856
ada	0.846988	1.636	0.799855
ada_agnostic	0.838992	1.816	0.799868
ada_prior	0.827933	1.086	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.521	0.800000
allbp	0.974834	1.260	0.799841
allrep	0.974834	1.203	0.799841
analcatdata_authorship	0.994083	0.710	0.799049
artificial-characters	0.707436	2.172	0.799961
autoUniv-au4-2500	0.484000	1.809	0.800000
autoUniv-au7-1100	0.390909	0.491	0.800000
bank	0.898264	23.613	0.799982
banknote_authentication	0.549091	0.362	0.799563
baseball	0.947761	0.550	0.800000
car-evaluation	0.823699	0.644	0.799769
churn	0.937000	1.327	0.800000
cmc	0.583051	0.504	0.799728
company_bankruptcy_prediction	0.970674	4.676	0.799971
contraceptive_method_choice	0.610169	0.620	0.799728
credit	0.777745	4.365	0.799988
default_of_credit_card_clients	0.822500	12.675	0.800000
delta_ailerons	0.947405	1.035	0.799972
dis	0.986755	1.187	0.799841
dna	0.934169	3.527	0.799749
drug_consumption	0.403183	0.564	0.799894
dry_bean_dataset	0.929122	3.692	0.799941
eeg-eye-state	0.950935	3.972	0.800000
electricity	0.816838	21.904	0.799987
estimation_of_obesity_levels	0.983452	0.767	0.799621
eye_movements	0.592779	3.391	0.799927
eye_movements_bin	0.597898	2.040	0.799947
first-order-theorem-proving	0.617647	2.580	0.799935
gas-drift	0.994608	11.553	0.800000
gina_agnostic	0.785303	23.188	0.799885
golf_play_dataset_extended	0.931507	0.474	0.800000
heloc	0.717000	2.800	0.800000
house_16H	0.883988	3.595	0.799970
htru	0.978492	4.548	0.799978
ibm-employee-performance	0.993197	0.800	0.800000
in_vehicle_coupon_recommendation	0.677607	3.299	0.800729
internet_firewall	0.919280	41.921	0.799991
jm1	0.814883	2.959	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.846943	21.126	0.799996
kdd_ipums_la_97-small	0.871869	1.368	0.799923
kr-vs-k	0.594262	29.406	0.799971
kropt	0.599252	29.356	0.799971
led24	0.720313	1.012	0.800000
led7	0.734375	0.747	0.800000
letter	0.969500	18.690	0.800000
mammography	0.989718	1.802	0.799964
maternal_health_risk	0.822660	0.454	0.799803
mfeat-factors	0.975000	2.762	0.800000
mfeat-fourier	0.887500	1.282	0.800000
mfeat-karhunen	0.970000	1.572	0.800000
mfeat-morphological	0.765000	0.533	0.800000
mfeat-pixel	0.960000	3.088	0.800000
mfeat-zernike	0.807500	0.947	0.800000
mice_protein_expression	1.000000	0.944	0.800000
microaggregation2	0.623250	6.494	0.800000
mobile_c36_oversampling	0.971503	20.660	0.800000
mozilla4	0.927629	1.888	0.800000
naticusdroid+android+permissions+dataset	0.966081	20.489	0.799980
national-longitudinal-survey-binary	0.993890	1.264	0.799919
okcupid_stem	0.733883	9.345	0.799978
one-hundred-plants-margin	0.840625	4.576	0.800000
one-hundred-plants-shape	0.756250	4.767	0.800000
one-hundred-plants-texture	0.896875	4.770	0.799875
optdigits	0.992883	2.694	0.800000
ozone-level-8hr	0.950690	1.424	0.799921
page-blocks	0.974429	1.205	0.799927
pendigits	0.995907	2.795	0.799945
phoneme	0.881591	0.815	0.799963
pol	0.975211	2.973	0.799940
predict_students_dropout_and_academic_success	0.778531	1.505	0.799955
qsar	0.895735	0.670	0.800000
rice_cammeo_and_osmancik	0.930446	0.789	0.800000
ringnorm	0.979730	1.959	0.800000
satimage	0.917574	2.187	0.800000
segment	0.932900	0.704	0.800000
seismic+bumps	0.932302	0.762	0.799923
shuttle	0.999310	34.268	0.800000
