dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.455598	6.540	0.799845
Amazon_employee_access	0.942173	14.470	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733600	5.304	0.799980
BNG(breast-w)	0.985395	21.087	0.799980
BNG(cmc)	0.571700	35.988	0.799986
BNG(tic-tac-toe)	0.773051	20.753	0.799980
Bank_Customer_Churn_Dataset	0.859500	6.265	0.800000
Basketball_c	0.701493	4.420	0.800000
Cardiovascular-Disease-dataset	0.726714	50.004	0.800000
Click_prediction_small	0.831539	6.442	0.799990
Credit_c	0.702233	42.377	0.801311
Customer_Personality_Analysis	0.892857	0.970	0.800000
Diabetic_Retinopathy_Debrecen	0.779221	0.718	0.799305
E-CommereShippingData	0.670000	2.631	0.799982
Employee	0.846402	1.159	0.799914
FICO-HELOC-cleaned	0.739747	3.122	0.799919
Firm-Teacher_Clave-Direction_Classification	0.642593	2.733	0.800000
Fitness_Club_c	0.795302	0.454	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.637500	0.612	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.637500	0.631	0.800000
Gender_Gap_in_Spanish_WP	0.597895	1.145	0.799831
GesturePhaseSegmentationProcessed	0.612152	3.351	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	2.150	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.719	0.800000
INNHotelsGroup	0.858442	16.302	0.800000
Indian_pines	0.907053	11.866	0.799978
JapaneseVowels	0.990467	2.488	0.799920
KDDCup09_upselling	0.751462	2.088	0.799922
MIC	0.900000	1.389	0.799879
MagicTelescope	0.873554	5.145	0.800000
Marketing_Campaign	0.895089	0.808	0.800000
Mobile_Price_Classification	0.945000	0.720	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.589	0.799824
PhishingWebsites	0.961556	3.511	0.800000
PieChart3	0.875000	0.616	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.407	0.799479
PizzaCutter3	0.880383	0.658	0.799616
Pumpkin_Seeds	0.876000	0.714	0.800000
QSAR_biodegradation	0.881517	0.671	0.799810
SDSS17	0.971050	99.566	0.800000
Satellite	0.992157	1.777	0.800000
Telecom_Churn_Dataset	0.937031	0.939	0.799880
UJI_Pen_Characters	0.461538	2.915	0.799853
Water_Quality_and_Potability	0.634146	0.759	0.799756
Wilt	0.991710	0.816	0.799834
abalone	0.630383	0.928	0.799856
ada	0.844578	1.692	0.799855
ada_agnostic	0.831325	1.810	0.799868
ada_prior	0.841341	1.085	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.522	0.800000
allbp	0.974834	1.184	0.799841
allrep	0.970861	1.229	0.799841
analcatdata_authorship	0.988166	0.749	0.799049
artificial-characters	0.681018	2.200	0.799961
autoUniv-au4-2500	0.510000	1.815	0.800000
autoUniv-au7-1100	0.345455	0.534	0.800000
bank	0.897379	24.038	0.799982
banknote_authentication	0.545455	0.359	0.799563
baseball	0.947761	0.538	0.800000
car-evaluation	0.780347	0.674	0.799769
churn	0.943000	1.370	0.800000
cmc	0.586441	0.511	0.799728
company_bankruptcy_prediction	0.970674	4.245	0.799971
contraceptive_method_choice	0.606780	0.651	0.799728
credit	0.777445	4.369	0.799988
default_of_credit_card_clients	0.824333	12.700	0.800000
delta_ailerons	0.948107	1.031	0.799972
dis	0.984106	1.218	0.799841
dna	0.924765	3.559	0.799749
drug_consumption	0.403183	0.584	0.799894
dry_bean_dataset	0.928755	3.673	0.799941
eeg-eye-state	0.954606	3.996	0.800000
electricity	0.806466	21.832	0.799987
estimation_of_obesity_levels	0.978723	0.753	0.799621
eye_movements	0.567642	3.444	0.799927
eye_movements_bin	0.592641	2.067	0.799947
first-order-theorem-proving	0.600490	2.598	0.799935
gas-drift	0.994249	11.523	0.800000
gina_agnostic	0.762248	23.068	0.799885
golf_play_dataset_extended	0.922374	0.495	0.800000
heloc	0.716000	2.837	0.800000
house_16H	0.881764	3.665	0.799970
htru	0.978771	4.592	0.799978
ibm-employee-performance	0.989796	0.825	0.800000
in_vehicle_coupon_recommendation	0.674283	3.353	0.800729
internet_firewall	0.802167	41.846	0.799991
jm1	0.814424	2.963	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.801539	21.364	0.799996
kdd_ipums_la_97-small	0.842004	1.405	0.799923
kr-vs-k	0.561475	28.671	0.799971
kropt	0.567712	29.475	0.799971
led24	0.726562	1.054	0.800000
led7	0.734375	0.760	0.800000
letter	0.962000	18.728	0.800000
mammography	0.988377	1.793	0.799964
maternal_health_risk	0.783251	0.435	0.799803
mfeat-factors	0.977500	2.786	0.800000
mfeat-fourier	0.867500	1.262	0.800000
mfeat-karhunen	0.960000	1.246	0.800000
mfeat-morphological	0.770000	0.629	0.800000
mfeat-pixel	0.952500	3.103	0.800000
mfeat-zernike	0.827500	0.973	0.800000
mice_protein_expression	0.990741	0.930	0.800000
microaggregation2	0.617750	6.549	0.800000
mobile_c36_oversampling	0.964645	20.584	0.800000
mozilla4	0.917980	1.881	0.800000
naticusdroid+android+permissions+dataset	0.959605	20.438	0.799980
national-longitudinal-survey-binary	0.990835	1.262	0.799919
okcupid_stem	0.733508	9.359	0.799978
one-hundred-plants-margin	0.778125	4.551	0.800000
one-hundred-plants-shape	0.728125	4.594	0.800000
one-hundred-plants-texture	0.865625	4.627	0.799875
optdigits	0.991103	2.603	0.800000
ozone-level-8hr	0.954635	1.474	0.799921
page-blocks	0.976256	1.188	0.799927
pendigits	0.995907	2.823	0.799945
phoneme	0.865865	0.815	0.799963
pol	0.972236	2.995	0.799940
predict_students_dropout_and_academic_success	0.772881	1.507	0.799955
qsar	0.905213	0.663	0.800000
rice_cammeo_and_osmancik	0.930446	0.784	0.800000
ringnorm	0.976351	1.953	0.800000
satimage	0.915241	2.173	0.800000
segment	0.932900	0.778	0.800000
seismic+bumps	0.932302	0.776	0.799923
shuttle	0.999741	34.194	0.800000
spambase	0.945711	2.032	0.799826
splice	0.896552	1.616	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.703	0.800000
statlog	0.735000	0.517	0.800000
steel_plates_faults	0.773779	0.777	0.799588
sylvine	0.933659	1.438	0.799961
taiwanese_bankruptcy_prediction	0.968475	4.395	0.799971
telco-customer-churn	0.795600	1.825	0.799943
texture	0.998182	6.251	0.800000
thyroid	0.989583	1.948	0.800000
thyroid-ann	0.980132	1.066	0.799841
thyroid-dis	0.694643	0.928	0.800000
turiye_student_evaluation	0.487973	1.866	0.800000
twonorm	0.978378	2.020	0.800000
vehicle	0.847059	0.524	0.799054
wall-robot-navigation	0.961538	1.546	0.799853
water_quality	0.903750	1.958	0.799900
waveform-5000	0.867000	1.835	0.800000
waveform_database_generator_version_1	0.862000	1.350	0.800000
website_phishing	0.907749	0.485	0.799704
wine-quality-red	0.581250	0.501	0.799875
wine-quality-white	0.590816	1.150	0.799918
yeast	0.606061	0.530	0.799865
