dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.752	0.799845
Amazon_employee_access	0.942173	14.764	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	5.090	0.799980
BNG(breast-w)	0.981839	21.126	0.799980
BNG(cmc)	0.565732	35.576	0.799986
BNG(tic-tac-toe)	0.749936	20.774	0.799980
Bank_Customer_Churn_Dataset	0.851000	6.269	0.800000
Basketball_c	0.697761	4.522	0.800000
Cardiovascular-Disease-dataset	0.730071	49.932	0.800000
Click_prediction_small	0.831539	6.467	0.799990
Credit_c	0.645244	42.405	0.801311
Customer_Personality_Analysis	0.877232	1.011	0.800000
Diabetic_Retinopathy_Debrecen	0.718615	0.711	0.799305
E-CommereShippingData	0.631818	2.657	0.799982
Employee	0.824919	1.176	0.799914
FICO-HELOC-cleaned	0.725063	3.125	0.799919
Firm-Teacher_Clave-Direction_Classification	0.499074	2.754	0.800000
Fitness_Club_c	0.771812	0.487	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.490625	0.656	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.515625	0.629	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.131	0.799831
GesturePhaseSegmentationProcessed	0.539747	3.328	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.836825	2.152	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.740	0.800000
INNHotelsGroup	0.832667	16.086	0.800000
Indian_pines	0.810826	11.901	0.799978
JapaneseVowels	0.924737	2.497	0.799920
KDDCup09_upselling	0.692982	2.103	0.799922
MIC	0.890909	1.375	0.799879
MagicTelescope	0.868822	5.123	0.800000
Marketing_Campaign	0.881696	0.825	0.800000
Mobile_Price_Classification	0.437500	0.705	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.575	0.799824
PhishingWebsites	0.942560	3.494	0.800000
PieChart3	0.875000	0.633	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.471	0.799479
PizzaCutter3	0.880383	0.696	0.799616
Pumpkin_Seeds	0.874000	0.703	0.800000
QSAR_biodegradation	0.876777	0.660	0.799810
SDSS17	0.962100	98.632	0.800000
Satellite	0.990196	1.762	0.800000
Telecom_Churn_Dataset	0.878561	0.927	0.799880
UJI_Pen_Characters	0.351648	2.963	0.799853
Water_Quality_and_Potability	0.611280	0.789	0.799756
Wilt	0.987565	0.881	0.799834
abalone	0.620813	0.935	0.799856
ada	0.843373	1.667	0.799855
ada_agnostic	0.823658	1.820	0.799868
ada_prior	0.832402	1.105	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.549	0.800000
allbp	0.962914	1.397	0.799841
allrep	0.969536	1.222	0.799841
analcatdata_authorship	0.946746	0.745	0.799049
artificial-characters	0.651663	2.210	0.799961
autoUniv-au4-2500	0.460000	1.816	0.800000
autoUniv-au7-1100	0.381818	0.592	0.800000
bank	0.890855	23.635	0.799982
banknote_authentication	0.545455	0.399	0.799563
baseball	0.944030	0.590	0.800000
car-evaluation	0.699422	0.653	0.799769
churn	0.883000	1.361	0.800000
cmc	0.569492	0.519	0.799728
company_bankruptcy_prediction	0.968475	4.353	0.799971
contraceptive_method_choice	0.576271	0.612	0.799728
credit	0.775351	4.374	0.799988
default_of_credit_card_clients	0.821333	12.731	0.800000
delta_ailerons	0.944600	1.053	0.799972
dis	0.984106	1.197	0.799841
dna	0.847962	3.555	0.799749
drug_consumption	0.403183	0.593	0.799894
dry_bean_dataset	0.919941	3.678	0.799941
eeg-eye-state	0.869493	4.050	0.800000
electricity	0.793777	21.917	0.799987
estimation_of_obesity_levels	0.820331	0.875	0.799621
eye_movements	0.540219	3.459	0.799927
eye_movements_bin	0.588042	2.052	0.799947
first-order-theorem-proving	0.534314	2.612	0.799935
gas-drift	0.987779	11.509	0.800000
gina_agnostic	0.714697	23.086	0.799885
golf_play_dataset_extended	0.926941	0.500	0.800000
heloc	0.714500	2.856	0.800000
house_16H	0.863973	3.792	0.799970
htru	0.978771	4.605	0.799978
ibm-employee-performance	0.867347	0.820	0.800000
in_vehicle_coupon_recommendation	0.609057	3.349	0.800729
internet_firewall	0.801862	42.171	0.799991
jm1	0.812586	2.987	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.688867	21.259	0.799996
kdd_ipums_la_97-small	0.842004	1.385	0.799923
kr-vs-k	0.428368	29.649	0.799971
kropt	0.430150	28.073	0.799971
led24	0.743750	1.044	0.800000
led7	0.728125	0.766	0.800000
letter	0.888000	18.907	0.800000
mammography	0.987036	1.801	0.799964
maternal_health_risk	0.783251	0.444	0.799803
mfeat-factors	0.957500	2.789	0.800000
mfeat-fourier	0.815000	1.288	0.800000
mfeat-karhunen	0.730000	1.298	0.800000
mfeat-morphological	0.762500	0.578	0.800000
mfeat-pixel	0.915000	3.119	0.800000
mfeat-zernike	0.715000	0.984	0.800000
mice_protein_expression	0.958333	0.943	0.800000
microaggregation2	0.576500	6.468	0.800000
mobile_c36_oversampling	0.945518	20.803	0.800000
mozilla4	0.909939	1.897	0.800000
naticusdroid+android+permissions+dataset	0.940344	20.626	0.799980
national-longitudinal-survey-binary	0.817719	1.390	0.799919
okcupid_stem	0.729010	9.356	0.799978
one-hundred-plants-margin	0.646875	4.670	0.800000
one-hundred-plants-shape	0.640625	4.705	0.800000
one-hundred-plants-texture	0.796875	4.797	0.799875
optdigits	0.928826	2.649	0.800000
ozone-level-8hr	0.944773	1.458	0.799921
page-blocks	0.972603	1.227	0.799927
pendigits	0.984084	2.798	0.799945
phoneme	0.868640	0.814	0.799963
pol	0.944472	3.015	0.799940
predict_students_dropout_and_academic_success	0.744633	1.504	0.799955
qsar	0.867299	0.646	0.800000
rice_cammeo_and_osmancik	0.922572	0.818	0.800000
ringnorm	0.979730	1.972	0.800000
satimage	0.905910	2.193	0.800000
segment	0.919913	0.747	0.800000
seismic+bumps	0.932302	0.786	0.799923
shuttle	0.997500	34.427	0.800000
spambase	0.933768	2.035	0.799826
splice	0.860502	1.601	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.731	0.800000
statlog	0.730000	0.525	0.800000
steel_plates_faults	0.750643	0.768	0.799588
sylvine	0.921951	1.400	0.799961
taiwanese_bankruptcy_prediction	0.968475	4.394	0.799971
telco-customer-churn	0.784244	1.841	0.799943
texture	0.964545	6.462	0.800000
thyroid	0.979861	1.967	0.800000
thyroid-ann	0.978808	1.086	0.799841
thyroid-dis	0.694643	1.076	0.800000
turiye_student_evaluation	0.505155	1.895	0.800000
twonorm	0.978378	1.975	0.800000
vehicle	0.758824	0.499	0.799054
wall-robot-navigation	0.951465	1.569	0.799853
water_quality	0.894375	1.982	0.799900
waveform-5000	0.719000	1.845	0.800000
waveform_database_generator_version_1	0.695000	1.369	0.800000
website_phishing	0.885609	0.521	0.799704
wine-quality-red	0.581250	0.534	0.799875
wine-quality-white	0.563265	1.102	0.799918
yeast	0.606061	0.538	0.799865
