dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.440154	2.495	0.799845	0.003	0.203	2.291	2.498
Amazon_employee_access	0.942173	10.399	0.799994	0.004	0.150	10.248	10.402
BLE_RSSI_dataset_for_Indoor_localization	0.733600	1.014	0.799980	0.002	0.034	0.980	1.016
BNG(breast-w)	0.985268	16.482	0.799980	0.004	0.247	16.235	16.486
BNG(cmc)	0.572152	31.793	0.799986	0.005	0.303	31.490	31.797
BNG(tic-tac-toe)	0.778385	16.883	0.799980	0.004	0.239	16.644	16.887
Bank_Customer_Churn_Dataset	0.865000	2.009	0.800000	0.003	0.071	1.938	2.012
Basketball_c	0.697761	0.247	0.800000	0.002	0.036	0.211	0.249
Cardiovascular-Disease-dataset	0.730500	50.221	0.800000	0.005	0.391	49.830	50.226
Click_prediction_small	0.831539	5.901	0.799990	0.003	0.076	5.825	5.904
Credit_c	0.699090	42.532	0.801311	0.006	0.791	41.741	42.537
Customer_Personality_Analysis	0.892857	0.491	0.800000	0.002	0.045	0.446	0.493
Diabetic_Retinopathy_Debrecen	0.757576	0.262	0.799305	0.002	0.029	0.232	0.264
E-CommereShippingData	0.673182	2.115	0.799982	0.002	0.060	2.055	2.117
Employee	0.849624	0.704	0.799914	0.003	0.024	0.680	0.706
FICO-HELOC-cleaned	0.738734	2.546	0.799919	0.003	0.123	2.423	2.549
Firm-Teacher_Clave-Direction_Classification	0.751389	2.397	0.800000	0.003	0.102	2.295	2.400
Fitness_Club_c	0.788591	0.182	0.799596	0.003	0.013	0.169	0.185
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.615625	0.331	0.800000	0.002	0.033	0.298	0.334
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.671875	0.333	0.800000	0.003	0.035	0.298	0.336
Gender_Gap_in_Spanish_WP	0.594737	0.848	0.799831	0.003	0.036	0.812	0.851
GesturePhaseSegmentationProcessed	0.614177	2.968	0.799959	0.003	0.161	2.807	2.971
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.814	0.797432	0.003	0.062	1.753	1.817
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.412	0.800000	0.010	0.053	0.359	0.422
INNHotelsGroup	0.861888	16.149	0.800000	0.004	0.326	15.823	16.154
Indian_pines	0.928376	11.366	0.799978	0.008	1.061	10.304	11.374
JapaneseVowels	0.990467	2.168	0.799920	0.003	0.078	2.090	2.171
KDDCup09_upselling	0.776803	1.793	0.799922	0.004	0.137	1.656	1.798
MIC	0.912121	1.065	0.799879	0.003	0.156	0.909	1.068
MagicTelescope	0.874080	4.748	0.800000	0.003	0.112	4.636	4.751
Marketing_Campaign	0.897321	0.510	0.800000	0.003	0.049	0.461	0.513
Mobile_Price_Classification	0.947500	0.415	0.800000	0.003	0.038	0.376	0.417
