dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.440154	7.054	0.799845
Amazon_employee_access	0.942173	14.829	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.735603	5.578	0.799980
BNG(breast-w)	0.983363	21.596	0.799980
BNG(cmc)	0.563291	36.094	0.799986
BNG(tic-tac-toe)	0.742951	21.311	0.799980
Bank_Customer_Churn_Dataset	0.858000	6.779	0.800000
Basketball_c	0.712687	4.994	0.800000
Cardiovascular-Disease-dataset	0.724000	49.880	0.800000
Click_prediction_small	0.831539	6.447	0.799990
Credit_c	0.671133	42.178	0.801311
Customer_Personality_Analysis	0.883929	1.022	0.800000
Diabetic_Retinopathy_Debrecen	0.705628	0.758	0.799305
E-CommereShippingData	0.648182	2.610	0.799982
Employee	0.836735	1.139	0.799914
FICO-HELOC-cleaned	0.737722	3.126	0.799919
Firm-Teacher_Clave-Direction_Classification	0.397685	2.729	0.800000
Fitness_Club_c	0.781879	0.470	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.484375	0.630	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.490625	0.654	0.800000
Gender_Gap_in_Spanish_WP	0.589474	1.155	0.799831
GesturePhaseSegmentationProcessed	0.497215	3.291	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.837927	2.134	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.843537	0.743	0.800000
INNHotelsGroup	0.842040	16.201	0.800000
Indian_pines	0.834336	11.962	0.799978
JapaneseVowels	0.983944	2.495	0.799920
KDDCup09_upselling	0.719298	2.108	0.799922
MIC	0.878788	1.381	0.799879
MagicTelescope	0.871977	5.108	0.800000
Marketing_Campaign	0.892857	0.798	0.800000
Mobile_Price_Classification	0.440000	0.698	0.800000
National_Health_and_Nutrition_Health_Survey	0.842105	0.611	0.799824
PhishingWebsites	0.934419	3.530	0.800000
PieChart3	0.879630	0.631	0.799443
Pima_Indians_Diabetes_Database	0.727273	0.454	0.799479
PizzaCutter3	0.880383	0.653	0.799616
