dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.401544	7.491	0.799845
Amazon_employee_access	0.942173	14.808	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.737606	5.737	0.799980
BNG(breast-w)	0.983617	21.812	0.799980
BNG(cmc)	0.562206	36.446	0.799986
BNG(tic-tac-toe)	0.727457	21.329	0.799980
Bank_Customer_Churn_Dataset	0.842500	6.964	0.800000
Basketball_c	0.712687	5.078	0.800000
Cardiovascular-Disease-dataset	0.718571	49.858	0.800000
Click_prediction_small	0.831539	6.442	0.799990
Credit_c	0.658395	42.200	0.801311
Customer_Personality_Analysis	0.875000	1.005	0.800000
Diabetic_Retinopathy_Debrecen	0.683983	0.749	0.799305
E-CommereShippingData	0.646364	2.650	0.799982
Employee	0.812030	1.135	0.799914
FICO-HELOC-cleaned	0.733671	3.129	0.799919
Firm-Teacher_Clave-Direction_Classification	0.402315	2.706	0.800000
Fitness_Club_c	0.775168	0.468	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.512500	0.652	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.496875	0.653	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.164	0.799831
GesturePhaseSegmentationProcessed	0.471392	3.325	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.837927	2.127	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.850340	0.752	0.800000
INNHotelsGroup	0.742385	16.250	0.800000
Indian_pines	0.783488	11.790	0.799978
JapaneseVowels	0.967386	2.502	0.799920
KDDCup09_upselling	0.723197	2.094	0.799922
MIC	0.881818	1.389	0.799879
MagicTelescope	0.870137	5.103	0.800000
Marketing_Campaign	0.892857	0.801	0.800000
Mobile_Price_Classification	0.425000	0.752	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.578	0.799824
PhishingWebsites	0.933514	3.533	0.800000
PieChart3	0.875000	0.637	0.799443
Pima_Indians_Diabetes_Database	0.720779	0.436	0.799479
PizzaCutter3	0.880383	0.677	0.799616
Pumpkin_Seeds	0.876000	0.695	0.800000
QSAR_biodegradation	0.862559	0.664	0.799810
SDSS17	0.932900	99.434	0.800000
Satellite	0.991176	1.821	0.800000
Telecom_Churn_Dataset	0.892054	0.941	0.799880
UJI_Pen_Characters	0.410256	2.831	0.799853
Water_Quality_and_Potability	0.609756	0.796	0.799756
Wilt	0.987565	0.884	0.799834
abalone	0.636364	0.954	0.799856
ada	0.831325	1.686	0.799855
ada_agnostic	0.812705	1.836	0.799868
ada_prior	0.834637	1.109	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.562500	0.539	0.800000
allbp	0.970861	1.241	0.799841
allrep	0.966887	1.218	0.799841
analcatdata_authorship	0.964497	0.744	0.799049
