dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.401544	4.793	0.799845
Amazon_employee_access	0.942173	13.643	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.737106	4.250	0.799980
BNG(breast-w)	0.980696	19.567	0.799980
BNG(cmc)	0.565732	34.649	0.799986
BNG(tic-tac-toe)	0.758573	20.273	0.799980
Bank_Customer_Churn_Dataset	0.857500	5.644	0.800000
Basketball_c	0.686567	3.702	0.800000
Cardiovascular-Disease-dataset	0.713429	49.782	0.800000
Click_prediction_small	0.831915	6.476	0.799990
Credit_c	0.667163	42.273	0.801311
Customer_Personality_Analysis	0.890625	0.955	0.800000
Diabetic_Retinopathy_Debrecen	0.653680	0.711	0.799305
E-CommereShippingData	0.639545	2.641	0.799982
Employee	0.847476	1.175	0.799914
FICO-HELOC-cleaned	0.734177	3.092	0.799919
Firm-Teacher_Clave-Direction_Classification	0.720370	2.720	0.800000
Fitness_Club_c	0.788591	0.504	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.487500	0.652	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.546875	0.683	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.134	0.799831
GesturePhaseSegmentationProcessed	0.505316	3.403	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.833517	2.150	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.723	0.800000
INNHotelsGroup	0.802068	16.091	0.800000
Indian_pines	0.833242	11.904	0.799978
JapaneseVowels	0.963874	2.496	0.799920
KDDCup09_upselling	0.727096	2.101	0.799922
MIC	0.900000	1.385	0.799879
MagicTelescope	0.865931	5.110	0.800000
Marketing_Campaign	0.886161	0.786	0.800000
Mobile_Price_Classification	0.560000	0.716	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.582	0.799824
PhishingWebsites	0.944821	3.506	0.800000
PieChart3	0.875000	0.656	0.799443
Pima_Indians_Diabetes_Database	0.733766	0.569	0.799479
PizzaCutter3	0.880383	0.652	0.799616
Pumpkin_Seeds	0.878000	0.698	0.800000
QSAR_biodegradation	0.886256	0.645	0.799810
SDSS17	0.918650	98.415	0.800000
Satellite	0.991176	1.768	0.800000
Telecom_Churn_Dataset	0.890555	0.957	0.799880
UJI_Pen_Characters	0.402930	2.983	0.799853
Water_Quality_and_Potability	0.612805	0.752	0.799756
Wilt	0.975130	0.772	0.799834
abalone	0.633971	0.925	0.799856
ada	0.836145	1.649	0.799855
ada_agnostic	0.818182	1.832	0.799868
ada_prior	0.797765	1.124	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.550	0.800000
allbp	0.964238	1.228	0.799841
allrep	0.966887	1.217	0.799841
analcatdata_authorship	0.952663	0.727	0.799049
artificial-characters	0.618885	2.172	0.799961
autoUniv-au4-2500	0.486000	1.825	0.800000
autoUniv-au7-1100	0.322727	0.509	0.800000
bank	0.886653	23.567	0.799982
banknote_authentication	0.541818	0.377	0.799563
baseball	0.940299	0.553	0.800000
car-evaluation	0.699422	0.658	0.799769
churn	0.885000	1.347	0.800000
cmc	0.576271	0.507	0.799728
company_bankruptcy_prediction	0.967742	4.220	0.799971
contraceptive_method_choice	0.600000	0.617	0.799728
credit	0.775651	4.397	0.799988
default_of_credit_card_clients	0.811500	12.679	0.800000
delta_ailerons	0.948808	1.042	0.799972
dis	0.984106	1.208	0.799841
dna	0.855799	3.544	0.799749
drug_consumption	0.397878	0.578	0.799894
dry_bean_dataset	0.923246	3.681	0.799941
eeg-eye-state	0.725968	3.965	0.800000
electricity	0.792122	21.936	0.799987
estimation_of_obesity_levels	0.855792	0.790	0.799621
eye_movements	0.518739	3.409	0.799927
eye_movements_bin	0.568331	2.052	0.799947
first-order-theorem-proving	0.502451	2.605	0.799935
gas-drift	0.974119	11.528	0.800000
gina_agnostic	0.687320	22.961	0.799885
golf_play_dataset_extended	0.917808	0.495	0.800000
heloc	0.718500	2.862	0.800000
house_16H	0.864715	3.645	0.799970
htru	0.979050	4.568	0.799978
ibm-employee-performance	0.846939	0.844	0.800000
in_vehicle_coupon_recommendation	0.615289	3.331	0.800729
internet_firewall	0.801862	42.192	0.799991
jm1	0.808452	2.976	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.711959	21.106	0.799996
kdd_ipums_la_97-small	0.843931	1.406	0.799923
kr-vs-k	0.418924	29.364	0.799971
kropt	0.419993	28.148	0.799971
led24	0.610938	1.043	0.800000
led7	0.664062	0.870	0.800000
letter	0.863000	18.893	0.800000
mammography	0.982119	1.785	0.799964
maternal_health_risk	0.773399	0.456	0.799803
mfeat-factors	0.965000	2.811	0.800000
mfeat-fourier	0.827500	1.287	0.800000
mfeat-karhunen	0.887500	1.285	0.800000
mfeat-morphological	0.737500	0.572	0.800000
mfeat-pixel	0.942500	3.103	0.800000
mfeat-zernike	0.727500	0.962	0.800000
mice_protein_expression	0.986111	0.944	0.800000
microaggregation2	0.566500	6.482	0.800000
mobile_c36_oversampling	0.944165	20.854	0.800000
mozilla4	0.893213	1.894	0.800000
naticusdroid+android+permissions+dataset	0.902846	20.504	0.799980
national-longitudinal-survey-binary	0.974542	1.245	0.799919
okcupid_stem	0.726012	9.350	0.799978
one-hundred-plants-margin	0.596875	4.645	0.800000
one-hundred-plants-shape	0.659375	4.435	0.800000
one-hundred-plants-texture	0.534375	4.522	0.799875
optdigits	0.955516	2.651	0.800000
ozone-level-8hr	0.942801	1.478	0.799921
page-blocks	0.963470	1.179	0.799927
pendigits	0.989541	2.794	0.799945
phoneme	0.851989	0.823	0.799963
pol	0.928607	2.992	0.799940
predict_students_dropout_and_academic_success	0.740113	1.492	0.799955
qsar	0.867299	0.689	0.800000
rice_cammeo_and_osmancik	0.923885	0.821	0.800000
ringnorm	0.979730	1.988	0.800000
satimage	0.907465	2.172	0.800000
segment	0.904762	0.742	0.800000
seismic+bumps	0.934236	0.808	0.799923
shuttle	0.998276	34.662	0.800000
spambase	0.826276	2.031	0.799826
splice	0.852665	1.588	0.800000
sports_articles_for_objectivity_analysis	0.810000	0.743	0.800000
statlog	0.740000	0.529	0.800000
steel_plates_faults	0.737789	0.744	0.799588
sylvine	0.918049	1.403	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.384	0.799971
telco-customer-churn	0.789212	1.819	0.799943
texture	0.988182	6.619	0.800000
thyroid	0.943750	1.946	0.800000
thyroid-ann	0.945695	1.113	0.799841
thyroid-dis	0.664286	0.993	0.800000
turiye_student_evaluation	0.501718	1.858	0.800000
twonorm	0.978378	2.020	0.800000
vehicle	0.805882	0.536	0.799054
wall-robot-navigation	0.836081	1.535	0.799853
water_quality	0.893125	1.944	0.799900
waveform-5000	0.794000	1.842	0.800000
waveform_database_generator_version_1	0.776000	1.399	0.800000
website_phishing	0.889299	0.557	0.799704
