dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	6.889	0.799845
Amazon_employee_access	0.942173	14.860	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.728092	5.702	0.799980
BNG(breast-w)	0.985649	21.561	0.799980
BNG(cmc)	0.571429	36.176	0.799986
BNG(tic-tac-toe)	0.788291	21.352	0.799980
Bank_Customer_Churn_Dataset	0.868500	6.769	0.800000
Basketball_c	0.697761	5.008	0.800000
Cardiovascular-Disease-dataset	0.728857	49.722	0.800000
Click_prediction_small	0.831915	6.428	0.799990
Credit_c	0.707527	42.277	0.801311
Customer_Personality_Analysis	0.890625	0.983	0.800000
Diabetic_Retinopathy_Debrecen	0.770563	0.725	0.799305
E-CommereShippingData	0.670000	2.601	0.799982
Employee	0.851772	1.134	0.799914
FICO-HELOC-cleaned	0.742785	3.078	0.799919
Firm-Teacher_Clave-Direction_Classification	0.777778	2.719	0.800000
Fitness_Club_c	0.798658	0.456	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.628125	0.662	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.662500	0.645	0.800000
Gender_Gap_in_Spanish_WP	0.597895	1.168	0.799831
GesturePhaseSegmentationProcessed	0.653165	3.303	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	2.114	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.709	0.800000
INNHotelsGroup	0.866988	16.047	0.800000
Indian_pines	0.928376	11.807	0.799978
JapaneseVowels	0.994481	2.514	0.799920
KDDCup09_upselling	0.779727	2.094	0.799922
MIC	0.906061	1.406	0.799879
MagicTelescope	0.875920	5.096	0.800000
Marketing_Campaign	0.886161	0.780	0.800000
Mobile_Price_Classification	0.972500	0.686	0.800000
National_Health_and_Nutrition_Health_Survey	0.831140	0.590	0.799824
PhishingWebsites	0.963817	3.508	0.800000
PieChart3	0.884259	0.659	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.413	0.799479
PizzaCutter3	0.875598	0.648	0.799616
Pumpkin_Seeds	0.874000	0.671	0.800000
QSAR_biodegradation	0.876777	0.657	0.799810
SDSS17	0.972650	97.703	0.800000
Satellite	0.993137	1.758	0.800000
Telecom_Churn_Dataset	0.950525	0.921	0.799880
UJI_Pen_Characters	0.487179	2.990	0.799853
Water_Quality_and_Potability	0.637195	0.767	0.799756
