dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	5.954	0.799845
Amazon_employee_access	0.942173	13.451	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	4.421	0.799980
BNG(breast-w)	0.984887	19.282	0.799980
BNG(cmc)	0.574051	33.741	0.799986
BNG(tic-tac-toe)	0.790450	20.023	0.799980
Bank_Customer_Churn_Dataset	0.860500	5.471	0.800000
Basketball_c	0.694030	3.644	0.800000
Cardiovascular-Disease-dataset	0.729429	49.749	0.800000
Click_prediction_small	0.831665	6.408	0.799990
Credit_c	0.709098	42.191	0.801311
Customer_Personality_Analysis	0.886161	0.925	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.703	0.799305
E-CommereShippingData	0.667727	2.603	0.799982
Employee	0.846402	1.154	0.799914
FICO-HELOC-cleaned	0.742278	3.115	0.799919
Firm-Teacher_Clave-Direction_Classification	0.690278	2.834	0.800000
Fitness_Club_c	0.798658	0.462	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.628125	0.690	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.611	0.800000
Gender_Gap_in_Spanish_WP	0.598947	1.175	0.799831
GesturePhaseSegmentationProcessed	0.661772	3.320	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	2.155	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.750	0.800000
INNHotelsGroup	0.866299	16.208	0.800000
Indian_pines	0.916894	11.887	0.799978
JapaneseVowels	0.995484	2.512	0.799920
KDDCup09_upselling	0.774854	2.099	0.799922
MIC	0.896970	1.377	0.799879
MagicTelescope	0.876709	5.083	0.800000
Marketing_Campaign	0.886161	0.816	0.800000
Mobile_Price_Classification	0.955000	0.704	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.582	0.799824
PhishingWebsites	0.970149	3.497	0.800000
PieChart3	0.875000	0.666	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.412	0.799479
PizzaCutter3	0.880383	0.677	0.799616
Pumpkin_Seeds	0.878000	0.678	0.800000
QSAR_biodegradation	0.857820	0.654	0.799810
SDSS17	0.971300	98.611	0.800000
Satellite	0.993137	1.786	0.800000
Telecom_Churn_Dataset	0.944528	0.924	0.799880
UJI_Pen_Characters	0.498168	3.083	0.799853
Water_Quality_and_Potability	0.640244	0.783	0.799756
Wilt	0.990674	1.853	0.799834
abalone	0.624402	0.917	0.799856
ada	0.851807	1.685	0.799855
ada_agnostic	0.830230	1.931	0.799868
ada_prior	0.839106	1.094	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.560000	0.512	0.800000
allbp	0.974834	1.287	0.799841
allrep	0.976159	1.193	0.799841
analcatdata_authorship	0.988166	0.724	0.799049
artificial-characters	0.691781	2.169	0.799961
autoUniv-au4-2500	0.464000	1.838	0.800000
autoUniv-au7-1100	0.359091	0.510	0.800000
bank	0.896937	23.809	0.799982
banknote_authentication	0.549091	0.357	0.799563
baseball	0.944030	0.540	0.800000
car-evaluation	0.768786	0.638	0.799769
churn	0.938000	1.346	0.800000
cmc	0.566102	0.496	0.799728
company_bankruptcy_prediction	0.969208	4.251	0.799971
contraceptive_method_choice	0.610169	0.662	0.799728
credit	0.777745	4.386	0.799988
default_of_credit_card_clients	0.824833	12.624	0.800000
delta_ailerons	0.947405	1.030	0.799972
dis	0.984106	1.212	0.799841
dna	0.923197	3.545	0.799749
drug_consumption	0.403183	0.590	0.799894
dry_bean_dataset	0.928388	3.704	0.799941
eeg-eye-state	0.950935	4.036	0.800000
electricity	0.821913	21.926	0.799987
estimation_of_obesity_levels	0.976359	2.003	0.799621
eye_movements	0.583638	3.400	0.799927
eye_movements_bin	0.599869	2.038	0.799947
first-order-theorem-proving	0.617647	2.585	0.799935
gas-drift	0.994608	11.495	0.800000
gina_agnostic	0.779539	23.117	0.799885
golf_play_dataset_extended	0.922374	0.503	0.800000
heloc	0.718000	2.848	0.800000
house_16H	0.880282	3.727	0.799970
htru	0.979330	4.544	0.799978
ibm-employee-performance	0.989796	2.003	0.800000
in_vehicle_coupon_recommendation	0.673868	3.338	0.800729
internet_firewall	0.905241	41.821	0.799991
jm1	0.816720	2.987	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.839023	21.181	0.799996
kdd_ipums_la_97-small	0.853565	1.397	0.799923
kr-vs-k	0.604775	27.675	0.799971
kropt	0.605132	27.726	0.799971
led24	0.700000	1.102	0.800000
led7	0.732812	0.747	0.800000
letter	0.971750	19.963	0.800000
mammography	0.988377	1.792	0.799964
maternal_health_risk	0.817734	0.455	0.799803
mfeat-factors	0.970000	2.820	0.800000
mfeat-fourier	0.882500	1.260	0.800000
mfeat-karhunen	0.965000	1.295	0.800000
mfeat-morphological	0.750000	0.576	0.800000
mfeat-pixel	0.962500	3.104	0.800000
mfeat-zernike	0.807500	0.961	0.800000
mice_protein_expression	1.000000	0.933	0.800000
microaggregation2	0.620750	6.549	0.800000
mobile_c36_oversampling	0.967736	20.664	0.800000
mozilla4	0.918945	1.855	0.800000
naticusdroid+android+permissions+dataset	0.956707	20.542	0.799980
national-longitudinal-survey-binary	0.992872	1.218	0.799919
okcupid_stem	0.730885	9.334	0.799978
one-hundred-plants-margin	0.831250	4.810	0.800000
one-hundred-plants-shape	0.762500	4.481	0.800000
one-hundred-plants-texture	0.868750	4.982	0.799875
optdigits	0.992883	2.642	0.800000
ozone-level-8hr	0.950690	1.426	0.799921
page-blocks	0.976256	1.218	0.799927
pendigits	0.995907	2.783	0.799945
phoneme	0.875116	0.825	0.799963
pol	0.976202	2.978	0.799940
predict_students_dropout_and_academic_success	0.770621	1.494	0.799955
qsar	0.895735	0.703	0.800000
rice_cammeo_and_osmancik	0.930446	0.801	0.800000
ringnorm	0.977703	1.969	0.800000
satimage	0.922240	2.197	0.800000
segment	0.935065	0.732	0.800000
seismic+bumps	0.932302	1.853	0.799923
shuttle	0.999569	34.381	0.800000
spambase	0.951140	2.042	0.799826
splice	0.884013	1.651	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.724	0.800000
statlog	0.755000	0.508	0.800000
steel_plates_faults	0.791774	0.768	0.799588
sylvine	0.942439	1.394	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.446	0.799971
telco-customer-churn	0.798439	1.827	0.799943
texture	0.999091	6.253	0.800000
thyroid	0.990278	1.958	0.800000
thyroid-ann	0.982781	1.088	0.799841
thyroid-dis	0.696429	0.951	0.800000
turiye_student_evaluation	0.497423	1.892	0.800000
twonorm	0.979054	1.992	0.800000
vehicle	0.847059	0.504	0.799054
wall-robot-navigation	0.963370	1.532	0.799853
water_quality	0.905000	1.950	0.799900
waveform-5000	0.863000	1.882	0.800000
waveform_database_generator_version_1	0.863000	1.376	0.800000
website_phishing	0.907749	0.494	0.799704
wine-quality-red	0.578125	0.512	0.799875
wine-quality-white	0.618367	1.102	0.799918
yeast	0.616162	0.540	0.799865
