dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	6.602	0.799845
Amazon_employee_access	0.942173	14.271	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.002	0.799980
BNG(breast-w)	0.985522	20.938	0.799980
BNG(cmc)	0.568083	35.542	0.799986
BNG(tic-tac-toe)	0.781433	20.900	0.799980
Bank_Customer_Churn_Dataset	0.862500	6.358	0.800000
Basketball_c	0.701493	4.267	0.800000
Cardiovascular-Disease-dataset	0.727571	50.127	0.800000
Click_prediction_small	0.831539	6.468	0.799990
Credit_c	0.705128	42.459	0.801311
Customer_Personality_Analysis	0.895089	0.995	0.800000
Diabetic_Retinopathy_Debrecen	0.783550	0.750	0.799305
E-CommereShippingData	0.656818	2.676	0.799982
Employee	0.842105	1.155	0.799914
FICO-HELOC-cleaned	0.739241	3.139	0.799919
Firm-Teacher_Clave-Direction_Classification	0.677315	2.732	0.800000
Fitness_Club_c	0.798658	0.524	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.562500	0.676	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.643750	0.646	0.800000
Gender_Gap_in_Spanish_WP	0.600000	1.172	0.799831
GesturePhaseSegmentationProcessed	0.610633	3.292	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846748	2.196	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.790	0.800000
INNHotelsGroup	0.863680	16.090	0.800000
Indian_pines	0.904319	12.185	0.799978
JapaneseVowels	0.990968	2.552	0.799920
KDDCup09_upselling	0.757310	2.112	0.799922
MIC	0.903030	1.413	0.799879
MagicTelescope	0.876183	5.109	0.800000
Marketing_Campaign	0.888393	0.816	0.800000
Mobile_Price_Classification	0.915000	0.700	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.571	0.799824
PhishingWebsites	0.966531	3.534	0.800000
PieChart3	0.875000	0.690	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.450	0.799479
PizzaCutter3	0.885167	0.672	0.799616
Pumpkin_Seeds	0.874000	0.679	0.800000
QSAR_biodegradation	0.886256	0.682	0.799810
SDSS17	0.970350	98.693	0.800000
Satellite	0.993137	1.764	0.800000
Telecom_Churn_Dataset	0.938531	0.953	0.799880
UJI_Pen_Characters	0.465201	2.996	0.799853
Water_Quality_and_Potability	0.643293	0.796	0.799756
Wilt	0.990674	0.924	0.799834
abalone	0.644737	0.910	0.799856
ada	0.853012	1.664	0.799855
ada_agnostic	0.836802	1.852	0.799868
ada_prior	0.834637	1.113	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.557	0.800000
allbp	0.974834	1.241	0.799841
allrep	0.973510	1.199	0.799841
analcatdata_authorship	0.982249	0.753	0.799049
artificial-characters	0.685910	2.173	0.799961
autoUniv-au4-2500	0.494000	1.827	0.800000
autoUniv-au7-1100	0.354545	0.561	0.800000
bank	0.895720	23.577	0.799982
banknote_authentication	0.556364	0.400	0.799563
baseball	0.947761	0.548	0.800000
car-evaluation	0.789017	0.640	0.799769
churn	0.937000	1.378	0.800000
cmc	0.593220	0.506	0.799728
company_bankruptcy_prediction	0.969941	4.256	0.799971
contraceptive_method_choice	0.606780	0.613	0.799728
credit	0.778044	4.337	0.799988
default_of_credit_card_clients	0.825000	12.723	0.800000
delta_ailerons	0.946704	1.049	0.799972
dis	0.984106	1.204	0.799841
dna	0.926332	3.571	0.799749
drug_consumption	0.403183	0.579	0.799894
dry_bean_dataset	0.929857	3.688	0.799941
eeg-eye-state	0.947597	4.022	0.800000
electricity	0.817941	21.755	0.799987
estimation_of_obesity_levels	0.981087	0.870	0.799621
eye_movements	0.569927	3.445	0.799927
eye_movements_bin	0.588042	2.057	0.799947
first-order-theorem-proving	0.616013	2.625	0.799935
gas-drift	0.994608	11.503	0.800000
gina_agnostic	0.772334	23.107	0.799885
golf_play_dataset_extended	0.926941	0.471	0.800000
heloc	0.719000	2.817	0.800000
house_16H	0.878799	3.689	0.799970
htru	0.977933	4.604	0.799978
ibm-employee-performance	0.996599	0.780	0.800000
in_vehicle_coupon_recommendation	0.677192	3.365	0.800729
internet_firewall	0.801404	41.897	0.799991
jm1	0.816720	2.970	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.790049	21.295	0.799996
kdd_ipums_la_97-small	0.848748	1.388	0.799923
kr-vs-k	0.599430	29.083	0.799971
kropt	0.600321	28.689	0.799971
led24	0.701562	1.005	0.800000
led7	0.737500	0.766	0.800000
letter	0.955250	19.205	0.800000
mammography	0.988824	1.798	0.799964
maternal_health_risk	0.778325	0.439	0.799803
mfeat-factors	0.975000	2.783	0.800000
mfeat-fourier	0.872500	1.345	0.800000
mfeat-karhunen	0.957500	1.311	0.800000
mfeat-morphological	0.760000	0.662	0.800000
mfeat-pixel	0.952500	3.112	0.800000
mfeat-zernike	0.827500	0.976	0.800000
mice_protein_expression	1.000000	0.938	0.800000
microaggregation2	0.618500	6.493	0.800000
mobile_c36_oversampling	0.963002	20.585	0.800000
mozilla4	0.922161	1.949	0.800000
naticusdroid+android+permissions+dataset	0.960286	20.490	0.799980
national-longitudinal-survey-binary	0.992872	1.265	0.799919
okcupid_stem	0.734070	9.374	0.799978
one-hundred-plants-margin	0.809375	4.673	0.800000
one-hundred-plants-shape	0.728125	4.688	0.800000
one-hundred-plants-texture	0.884375	4.928	0.799875
optdigits	0.988434	2.625	0.800000
ozone-level-8hr	0.952663	1.524	0.799921
page-blocks	0.975342	1.194	0.799927
pendigits	0.995907	2.802	0.799945
phoneme	0.881591	0.837	0.799963
pol	0.971244	3.003	0.799940
predict_students_dropout_and_academic_success	0.771751	1.499	0.799955
qsar	0.890995	0.654	0.800000
rice_cammeo_and_osmancik	0.927822	0.806	0.800000
ringnorm	0.977703	2.054	0.800000
satimage	0.920684	2.178	0.800000
segment	0.926407	0.734	0.800000
seismic+bumps	0.932302	0.804	0.799923
shuttle	0.999741	34.259	0.800000
spambase	0.944625	2.037	0.799826
splice	0.873041	1.584	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.730	0.800000
statlog	0.745000	0.585	0.800000
steel_plates_faults	0.776350	0.775	0.799588
sylvine	0.937561	1.422	0.799961
taiwanese_bankruptcy_prediction	0.968475	4.429	0.799971
telco-customer-churn	0.793471	1.812	0.799943
texture	0.998182	6.530	0.800000
thyroid	0.987500	1.962	0.800000
thyroid-ann	0.982781	1.085	0.799841
thyroid-dis	0.689286	1.027	0.800000
turiye_student_evaluation	0.493127	1.874	0.800000
twonorm	0.980405	2.008	0.800000
vehicle	0.858824	0.507	0.799054
wall-robot-navigation	0.960623	1.541	0.799853
water_quality	0.907500	1.963	0.799900
waveform-5000	0.856000	1.866	0.800000
waveform_database_generator_version_1	0.859000	1.377	0.800000
website_phishing	0.907749	0.539	0.799704
wine-quality-red	0.575000	0.506	0.799875
wine-quality-white	0.601020	1.117	0.799918
yeast	0.616162	0.548	0.799865
