dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.384	0.799845	0.003	0.206	2.178	2.387
Amazon_employee_access	0.942173	10.237	0.799994	0.003	0.141	10.096	10.240
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.018	0.799980	0.002	0.037	0.981	1.021
BNG(breast-w)	0.985141	16.912	0.799980	0.004	0.264	16.648	16.916
BNG(cmc)	0.573327	30.920	0.799986	0.005	0.315	30.605	30.925
BNG(tic-tac-toe)	0.780163	16.573	0.799980	0.004	0.236	16.338	16.577
Bank_Customer_Churn_Dataset	0.862500	1.992	0.800000	0.003	0.068	1.923	1.994
Basketball_c	0.708955	0.243	0.800000	0.002	0.032	0.211	0.245
Cardiovascular-Disease-dataset	0.730500	50.405	0.800000	0.005	0.396	50.008	50.410
Click_prediction_small	0.831539	5.940	0.799990	0.003	0.075	5.866	5.943
Credit_c	0.701075	42.197	0.801311	0.006	0.784	41.412	42.202
Customer_Personality_Analysis	0.897321	0.490	0.800000	0.002	0.046	0.445	0.493
Diabetic_Retinopathy_Debrecen	0.761905	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.669545	2.108	0.799982	0.004	0.062	2.046	2.112
Employee	0.844253	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.738228	2.549	0.799919	0.003	0.127	2.422	2.553
Firm-Teacher_Clave-Direction_Classification	0.673611	2.398	0.800000	0.003	0.101	2.297	2.401
Fitness_Club_c	0.791946	0.185	0.799596	0.002	0.013	0.172	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.559375	0.334	0.800000	0.002	0.034	0.300	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.590625	0.336	0.800000	0.002	0.035	0.301	0.339
Gender_Gap_in_Spanish_WP	0.592632	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.601519	2.975	0.799959	0.003	0.167	2.808	2.979
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.807	0.797432	0.003	0.059	1.748	1.810
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.412	0.800000	0.002	0.052	0.360	0.414
INNHotelsGroup	0.858580	15.889	0.800000	0.004	0.303	15.586	15.893
Indian_pines	0.911974	11.351	0.799978	0.007	1.010	10.341	11.358
JapaneseVowels	0.993477	2.173	0.799920	0.003	0.082	2.091	2.176
KDDCup09_upselling	0.776803	1.797	0.799922	0.003	0.139	1.658	1.801
MIC	0.915152	1.068	0.799879	0.003	0.157	0.911	1.071
MagicTelescope	0.875394	4.745	0.800000	0.003	0.108	4.637	4.748
Marketing_Campaign	0.890625	0.507	0.800000	0.003	0.050	0.456	0.509
Mobile_Price_Classification	0.965000	0.409	0.800000	0.002	0.038	0.371	0.412
National_Health_and_Nutrition_Health_Survey	0.833333	0.293	0.799824	0.002	0.019	0.274	0.295
PhishingWebsites	0.967436	3.220	0.800000	0.003	0.157	3.063	3.224
PieChart3	0.884259	0.354	0.799443	0.005	0.055	0.299	0.359
Pima_Indians_Diabetes_Database	0.766234	0.140	0.799479	0.003	0.013	0.126	0.142
PizzaCutter3	0.885167	0.348	0.799617	0.002	0.052	0.295	0.350
Pumpkin_Seeds	0.872000	0.398	0.800000	0.002	0.026	0.372	0.400
QSAR_biodegradation	0.881517	0.374	0.799810	0.003	0.060	0.314	0.376
SDSS17	0.971750	98.486	0.800000	0.006	0.671	97.815	98.491
Satellite	0.993137	1.487	0.800000	0.003	0.110	1.377	1.490
Telecom_Churn_Dataset	0.949025	0.649	0.799880	0.004	0.040	0.610	0.653
UJI_Pen_Characters	0.465201	2.453	0.799853	0.002	0.118	2.335	2.456
Water_Quality_and_Potability	0.652439	0.495	0.799756	0.002	0.024	0.471	0.497
Wilt	0.990674	0.482	0.799834	0.002	0.020	0.462	0.484
abalone	0.627990	0.640	0.799856	0.002	0.026	0.614	0.642
ada	0.849398	1.386	0.799855	0.003	0.108	1.278	1.389
ada_agnostic	0.826944	1.533	0.799868	0.003	0.106	1.426	1.536
ada_prior	0.840223	0.817	0.799955	0.002	0.037	0.779	0.819
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.565000	0.260	0.800000	0.002	0.017	0.243	0.262
allbp	0.974834	0.922	0.799841	0.003	0.061	0.860	0.924
allrep	0.972185	0.913	0.799841	0.003	0.057	0.855	0.915
analcatdata_authorship	0.988166	0.456	0.799049	0.003	0.095	0.361	0.459
artificial-characters	0.678571	1.886	0.799961	0.003	0.046	1.840	1.889
autoUniv-au4-2500	0.494000	1.534	0.800000	0.003	0.201	1.333	1.537
autoUniv-au7-1100	0.340909	0.199	0.800000	0.002	0.019	0.180	0.201
bank	0.893730	23.091	0.799982	0.004	0.376	22.715	23.095
banknote_authentication	0.563636	0.101	0.799563	0.003	0.010	0.091	0.103
baseball	0.944030	0.270	0.800000	0.002	0.028	0.243	0.273
car-evaluation	0.852601	0.372	0.799769	0.003	0.036	0.336	0.375
churn	0.940000	1.080	0.800000	0.003	0.063	1.017	1.083
cmc	0.586441	0.237	0.799728	0.002	0.018	0.218	0.239
company_bankruptcy_prediction	0.972874	3.979	0.799971	0.004	0.341	3.638	3.983
contraceptive_method_choice	0.616949	0.233	0.799728	0.002	0.017	0.216	0.235
credit	0.775950	3.918	0.799988	0.003	0.093	3.824	3.920
default_of_credit_card_clients	0.824167	12.360	0.800000	0.004	0.386	11.974	12.364
delta_ailerons	0.947405	0.762	0.799972	0.003	0.026	0.736	0.765
dis	0.984106	0.921	0.799841	0.002	0.060	0.861	0.924
dna	0.923197	3.289	0.799749	0.004	0.382	2.907	3.293
drug_consumption	0.403183	0.310	0.799894	0.002	0.023	0.287	0.312
dry_bean_dataset	0.928021	3.297	0.799941	0.003	0.123	3.175	3.300
eeg-eye-state	0.950601	3.650	0.800000	0.003	0.123	3.528	3.653
electricity	0.807790	21.910	0.799987	0.004	0.271	21.639	21.914
estimation_of_obesity_levels	0.978723	0.395	0.799621	0.002	0.030	0.365	0.397
eye_movements	0.569013	3.003	0.799927	0.003	0.171	2.832	3.006
eye_movements_bin	0.589356	1.749	0.799947	0.004	0.094	1.655	1.753
first-order-theorem-proving	0.596405	2.218	0.799935	0.003	0.170	2.048	2.222
gas-drift	0.994968	11.171	0.800000	0.007	1.030	10.141	11.177
gina_agnostic	0.783862	23.231	0.799885	0.011	2.301	20.929	23.241
golf_play_dataset_extended	0.913242	0.196	0.800000	0.002	0.016	0.180	0.199
heloc	0.719000	2.556	0.800000	0.003	0.116	2.440	2.559
house_16H	0.883247	3.308	0.799970	0.003	0.120	3.188	3.311
htru	0.979050	4.300	0.799978	0.003	0.079	4.221	4.303
ibm-employee-performance	1.000000	0.406	0.800000	0.003	0.052	0.354	0.409
in_vehicle_coupon_recommendation	0.692563	3.060	0.800729	0.003	0.134	2.926	3.063
internet_firewall	0.801785	42.842	0.799991	0.004	0.167	42.675	42.846
jm1	0.813964	2.680	0.800000	0.002	0.114	2.566	2.683
jungle_chess_2pcs_raw_endgame_complete	0.842816	20.538	0.799996	0.004	0.185	20.353	20.541
kdd_ipums_la_97-small	0.853565	1.112	0.799923	0.003	0.062	1.051	1.115
kr-vs-k	0.600499	28.465	0.799971	0.003	0.128	28.337	28.468
kropt	0.601212	29.135	0.799971	0.003	0.115	29.020	29.138
led24	0.720313	0.715	0.800000	0.002	0.054	0.661	0.718
led7	0.740625	0.446	0.800000	0.002	0.019	0.427	0.448
letter	0.965750	17.411	0.800000	0.004	0.176	17.235	17.414
mammography	0.988824	1.559	0.799964	0.003	0.046	1.513	1.562
maternal_health_risk	0.788177	0.170	0.799803	0.002	0.012	0.158	0.173
mfeat-factors	0.972500	2.528	0.800000	0.003	0.380	2.147	2.531
