dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.398	0.799845	0.003	0.227	2.171	2.401
Amazon_employee_access	0.942173	10.119	0.799994	0.004	0.140	9.979	10.123
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.024	0.799980	0.002	0.041	0.983	1.027
BNG(breast-w)	0.986030	16.822	0.799980	0.005	0.251	16.571	16.826
BNG(cmc)	0.569982	30.961	0.799986	0.004	0.319	30.642	30.966
BNG(tic-tac-toe)	0.790323	16.505	0.799980	0.004	0.237	16.267	16.509
Bank_Customer_Churn_Dataset	0.868500	1.998	0.800000	0.003	0.070	1.928	2.001
Basketball_c	0.712687	0.250	0.800000	0.003	0.034	0.216	0.253
Cardiovascular-Disease-dataset	0.730643	50.687	0.800000	0.006	0.396	50.291	50.693
Click_prediction_small	0.831539	5.973	0.799990	0.003	0.075	5.898	5.976
Credit_c	0.707610	42.335	0.801311	0.006	0.796	41.539	42.341
Customer_Personality_Analysis	0.881696	0.493	0.800000	0.002	0.047	0.446	0.496
Diabetic_Retinopathy_Debrecen	0.748918	0.264	0.799305	0.002	0.031	0.233	0.266
E-CommereShippingData	0.670909	2.153	0.799982	0.003	0.065	2.088	2.157
Employee	0.857143	0.709	0.799914	0.003	0.026	0.683	0.711
FICO-HELOC-cleaned	0.736203	2.583	0.799919	0.004	0.135	2.448	2.587
Firm-Teacher_Clave-Direction_Classification	0.747222	2.405	0.800000	0.003	0.099	2.305	2.408
Fitness_Club_c	0.805369	0.186	0.799596	0.006	0.013	0.173	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.578125	0.335	0.800000	0.003	0.035	0.300	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.337	0.800000	0.003	0.036	0.301	0.340
Gender_Gap_in_Spanish_WP	0.591579	0.845	0.799831	0.002	0.036	0.809	0.848
