dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.420849	5.072	0.799845
Amazon_employee_access	0.941715	12.513	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.729594	3.856	0.799980
BNG(breast-w)	0.985268	19.736	0.799980
BNG(cmc)	0.570344	34.163	0.799986
BNG(tic-tac-toe)	0.786640	18.920	0.799980
Bank_Customer_Churn_Dataset	0.862500	4.448	0.800000
Basketball_c	0.697761	2.952	0.800000
Cardiovascular-Disease-dataset	0.728000	49.611	0.800000
Click_prediction_small	0.831539	6.418	0.799990
Credit_c	0.699504	42.327	0.801311
Customer_Personality_Analysis	0.897321	0.970	0.800000
Diabetic_Retinopathy_Debrecen	0.766234	0.714	0.799305
E-CommereShippingData	0.667727	2.589	0.799982
Employee	0.842105	1.177	0.799914
FICO-HELOC-cleaned	0.739747	3.107	0.799919
Firm-Teacher_Clave-Direction_Classification	0.644907	2.706	0.800000
Fitness_Club_c	0.788591	0.470	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.600000	0.632	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.656250	0.641	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.146	0.799831
GesturePhaseSegmentationProcessed	0.595949	3.307	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846748	2.124	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.690	0.800000
INNHotelsGroup	0.862853	16.023	0.800000
Indian_pines	0.887917	11.823	0.799978
JapaneseVowels	0.989965	2.491	0.799920
KDDCup09_upselling	0.762183	2.090	0.799922
MIC	0.900000	1.425	0.799879
MagicTelescope	0.875131	5.086	0.800000
Marketing_Campaign	0.897321	0.786	0.800000
Mobile_Price_Classification	0.910000	0.687	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.574	0.799824
PhishingWebsites	0.972863	3.463	0.800000
PieChart3	0.875000	0.625	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.411	0.799479
PizzaCutter3	0.880383	0.668	0.799616
Pumpkin_Seeds	0.878000	0.671	0.800000
QSAR_biodegradation	0.881517	0.651	0.799810
SDSS17	0.970850	97.490	0.800000
Satellite	0.992157	1.742	0.800000
Telecom_Churn_Dataset	0.937031	0.908	0.799880
UJI_Pen_Characters	0.468864	3.032	0.799853
Water_Quality_and_Potability	0.632622	0.756	0.799756
Wilt	0.990674	0.778	0.799834
abalone	0.636364	0.940	0.799856
ada	0.848193	1.643	0.799855
ada_agnostic	0.829135	1.805	0.799868
ada_prior	0.843575	1.113	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.524	0.800000
allbp	0.976159	1.207	0.799841
allrep	0.969536	1.196	0.799841
analcatdata_authorship	0.982249	0.731	0.799049
artificial-characters	0.679061	2.175	0.799961
autoUniv-au4-2500	0.466000	1.808	0.800000
autoUniv-au7-1100	0.350000	0.477	0.800000
bank	0.894062	23.529	0.799982
banknote_authentication	0.552727	0.366	0.799563
baseball	0.951493	0.537	0.800000
car-evaluation	0.783237	0.640	0.799769
churn	0.937000	1.360	0.800000
cmc	0.579661	0.542	0.799728
company_bankruptcy_prediction	0.972874	4.243	0.799971
contraceptive_method_choice	0.576271	0.563	0.799728
credit	0.776249	4.336	0.799988
default_of_credit_card_clients	0.823833	12.645	0.800000
delta_ailerons	0.946003	1.027	0.799972
dis	0.984106	1.180	0.799841
dna	0.937304	3.608	0.799749
drug_consumption	0.400531	0.578	0.799894
dry_bean_dataset	0.927286	3.679	0.799941
eeg-eye-state	0.948598	3.940	0.800000
electricity	0.819927	21.784	0.799987
estimation_of_obesity_levels	0.973995	0.780	0.799621
eye_movements	0.558958	3.425	0.799927
eye_movements_bin	0.598555	2.024	0.799947
first-order-theorem-proving	0.620915	2.599	0.799935
gas-drift	0.994249	11.522	0.800000
gina_agnostic	0.723343	23.250	0.799885
golf_play_dataset_extended	0.917808	0.472	0.800000
heloc	0.716000	2.856	0.800000
house_16H	0.884729	3.607	0.799970
htru	0.978212	4.550	0.799978
ibm-employee-performance	0.986395	0.773	0.800000
in_vehicle_coupon_recommendation	0.671791	3.364	0.800729
internet_firewall	0.801938	41.877	0.799991
jm1	0.813505	2.986	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.808010	21.116	0.799996
kdd_ipums_la_97-small	0.847784	1.448	0.799923
kr-vs-k	0.600499	27.514	0.799971
kropt	0.604063	29.590	0.799971
