dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.235521	6.818	0.799845
Amazon_employee_access	0.942173	14.858	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.510265	5.672	0.799980
BNG(breast-w)	0.974092	21.633	0.799980
BNG(cmc)	0.461031	36.080	0.799986
BNG(tic-tac-toe)	0.667132	21.269	0.799980
Bank_Customer_Churn_Dataset	0.796500	6.834	0.800000
Basketball_c	0.623134	4.863	0.800000
Cardiovascular-Disease-dataset	0.610500	49.551	0.800000
Click_prediction_small	0.831539	6.459	0.799990
Credit_c	0.541108	41.944	0.801311
Customer_Personality_Analysis	0.850446	1.032	0.800000
Diabetic_Retinopathy_Debrecen	0.614719	0.709	0.799305
E-CommereShippingData	0.596818	2.655	0.799982
Employee	0.656284	1.179	0.799914
FICO-HELOC-cleaned	0.544304	3.142	0.799919
Firm-Teacher_Clave-Direction_Classification	0.398611	2.703	0.800000
Fitness_Club_c	0.694631	0.487	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.525000	0.638	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.518750	0.647	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.144	0.799831
GesturePhaseSegmentationProcessed	0.414177	3.308	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.176	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.840136	0.767	0.800000
INNHotelsGroup	0.672364	16.053	0.800000
Indian_pines	0.579552	11.890	0.799978
JapaneseVowels	0.278475	2.499	0.799920
KDDCup09_upselling	0.538986	2.101	0.799922
MIC	0.845455	1.377	0.799879
MagicTelescope	0.694795	5.074	0.800000
Marketing_Campaign	0.850446	0.831	0.800000
Mobile_Price_Classification	0.362500	0.728	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.606	0.799824
PhishingWebsites	0.748530	3.525	0.800000
PieChart3	0.875000	0.666	0.799443
Pima_Indians_Diabetes_Database	0.714286	0.453	0.799479
PizzaCutter3	0.880383	0.632	0.799616
Pumpkin_Seeds	0.628000	0.695	0.800000
QSAR_biodegradation	0.701422	0.680	0.799810
SDSS17	0.594450	98.626	0.800000
Satellite	0.985294	1.751	0.800000
Telecom_Churn_Dataset	0.854573	0.958	0.799880
UJI_Pen_Characters	0.062271	2.896	0.799853
Water_Quality_and_Potability	0.609756	0.798	0.799756
Wilt	0.946114	0.780	0.799834
abalone	0.566986	0.929	0.799856
ada	0.751807	1.660	0.799855
ada_agnostic	0.751369	1.851	0.799868
ada_prior	0.751955	1.100	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.552500	0.553	0.800000
allbp	0.956291	2.292	0.799841
allrep	0.966887	1.205	0.799841
analcatdata_authorship	0.650888	0.755	0.799049
artificial-characters	0.189824	2.200	0.799961
autoUniv-au4-2500	0.470000	1.822	0.800000
autoUniv-au7-1100	0.295455	0.617	0.800000
bank	0.883003	23.431	0.799982
banknote_authentication	0.556364	0.381	0.799563
baseball	0.906716	0.612	0.800000
car-evaluation	0.699422	0.651	0.799769
churn	0.859000	1.377	0.800000
