dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	7.051	0.799845
Amazon_employee_access	0.942173	14.825	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734101	5.814	0.799980
BNG(breast-w)	0.985395	21.618	0.799980
BNG(cmc)	0.569892	36.056	0.799986
BNG(tic-tac-toe)	0.786005	21.359	0.799980
Bank_Customer_Churn_Dataset	0.862000	6.629	0.800000
Basketball_c	0.690299	4.975	0.800000
Cardiovascular-Disease-dataset	0.729214	49.514	0.800000
Click_prediction_small	0.831539	6.406	0.799990
Credit_c	0.691811	42.070	0.801311
Customer_Personality_Analysis	0.888393	1.001	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.698	0.799305
E-CommereShippingData	0.665909	2.645	0.799982
Employee	0.845328	1.182	0.799914
FICO-HELOC-cleaned	0.738228	3.134	0.799919
Firm-Teacher_Clave-Direction_Classification	0.649537	2.739	0.800000
Fitness_Club_c	0.788591	0.470	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.593750	0.638	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.596875	0.673	0.800000
Gender_Gap_in_Spanish_WP	0.596842	1.171	0.799831
GesturePhaseSegmentationProcessed	0.552405	3.340	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846196	2.168	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.774	0.800000
INNHotelsGroup	0.858305	16.055	0.800000
Indian_pines	0.900492	11.842	0.799978
JapaneseVowels	0.990968	2.473	0.799920
KDDCup09_upselling	0.761209	2.126	0.799922
MIC	0.887879	1.389	0.799879
MagicTelescope	0.875394	5.099	0.800000
Marketing_Campaign	0.895089	0.814	0.800000
Mobile_Price_Classification	0.877500	0.725	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.587	0.799824
PhishingWebsites	0.967888	3.503	0.800000
PieChart3	0.875000	0.634	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.468	0.799479
PizzaCutter3	0.880383	0.651	0.799616
Pumpkin_Seeds	0.876000	0.680	0.800000
QSAR_biodegradation	0.876777	0.661	0.799810
SDSS17	0.968850	97.815	0.800000
Satellite	0.992157	1.814	0.800000
Telecom_Churn_Dataset	0.928036	0.943	0.799880
UJI_Pen_Characters	0.468864	3.087	0.799853
Water_Quality_and_Potability	0.638720	0.788	0.799756
Wilt	0.991710	0.776	0.799834
abalone	0.635167	0.952	0.799856
ada	0.851807	1.686	0.799855
ada_agnostic	0.830230	1.823	0.799868
ada_prior	0.840223	1.098	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.548	0.800000
allbp	0.977483	1.227	0.799841
allrep	0.972185	1.204	0.799841
analcatdata_authorship	0.988166	0.744	0.799049
artificial-characters	0.673679	2.199	0.799961
autoUniv-au4-2500	0.468000	1.842	0.800000
autoUniv-au7-1100	0.345455	0.506	0.800000
bank	0.893619	23.471	0.799982
banknote_authentication	0.527273	0.384	0.799563
baseball	0.944030	0.573	0.800000
car-evaluation	0.728324	0.640	0.799769
churn	0.937000	1.365	0.800000
cmc	0.583051	0.526	0.799728
company_bankruptcy_prediction	0.970674	4.257	0.799971
contraceptive_method_choice	0.579661	0.599	0.799728
credit	0.776249	4.359	0.799988
default_of_credit_card_clients	0.824000	12.644	0.800000
delta_ailerons	0.947405	1.036	0.799972
dis	0.984106	1.199	0.799841
dna	0.932602	3.568	0.799749
drug_consumption	0.403183	0.621	0.799894
dry_bean_dataset	0.927286	3.670	0.799941
eeg-eye-state	0.936916	3.951	0.800000
electricity	0.813197	21.866	0.799987
estimation_of_obesity_levels	0.983452	0.828	0.799621
eye_movements	0.554388	3.371	0.799927
eye_movements_bin	0.595269	2.033	0.799947
first-order-theorem-proving	0.599673	2.625	0.799935
gas-drift	0.994249	11.593	0.800000
gina_agnostic	0.729107	23.167	0.799885
golf_play_dataset_extended	0.922374	0.477	0.800000
heloc	0.720500	2.837	0.800000
house_16H	0.876946	3.622	0.799970
htru	0.978212	4.574	0.799978
ibm-employee-performance	0.976190	0.774	0.800000
in_vehicle_coupon_recommendation	0.682592	3.336	0.800729
internet_firewall	0.801556	42.022	0.799991
jm1	0.813505	2.966	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.753124	20.970	0.799996
kdd_ipums_la_97-small	0.850674	1.418	0.799923
kr-vs-k	0.594975	28.372	0.799971
kropt	0.593550	29.705	0.799971
led24	0.698438	1.013	0.800000
led7	0.737500	0.766	0.800000
letter	0.955500	19.985	0.800000
mammography	0.987930	1.797	0.799964
maternal_health_risk	0.793103	0.439	0.799803
mfeat-factors	0.967500	2.830	0.800000
mfeat-fourier	0.892500	1.271	0.800000
mfeat-karhunen	0.965000	1.234	0.800000
mfeat-morphological	0.750000	0.577	0.800000
mfeat-pixel	0.930000	3.146	0.800000
mfeat-zernike	0.832500	0.985	0.800000
mice_protein_expression	1.000000	0.933	0.800000
microaggregation2	0.600750	6.469	0.800000
mobile_c36_oversampling	0.962519	20.730	0.800000
mozilla4	0.916693	1.863	0.800000
naticusdroid+android+permissions+dataset	0.948696	20.468	0.799980
national-longitudinal-survey-binary	0.991853	1.254	0.799919
okcupid_stem	0.733696	9.323	0.799978
one-hundred-plants-margin	0.778125	4.877	0.800000
one-hundred-plants-shape	0.721875	4.604	0.800000
one-hundred-plants-texture	0.865625	4.718	0.799875
optdigits	0.983986	2.658	0.800000
ozone-level-8hr	0.952663	1.469	0.799921
page-blocks	0.974429	1.178	0.799927
pendigits	0.995452	2.776	0.799945
phoneme	0.868640	0.841	0.799963
pol	0.969757	3.024	0.799940
predict_students_dropout_and_academic_success	0.763842	1.512	0.799955
qsar	0.895735	0.656	0.800000
rice_cammeo_and_osmancik	0.929134	0.816	0.800000
ringnorm	0.975000	1.971	0.800000
satimage	0.921462	2.165	0.800000
segment	0.928571	0.721	0.800000
seismic+bumps	0.932302	0.760	0.799923
shuttle	0.999741	34.538	0.800000
spambase	0.941368	2.043	0.799826
splice	0.899687	1.592	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.734	0.800000
statlog	0.750000	0.507	0.800000
steel_plates_faults	0.789203	0.740	0.799588
sylvine	0.937561	1.423	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.399	0.799971
telco-customer-churn	0.799148	1.847	0.799943
texture	0.999091	6.267	0.800000
thyroid	0.986111	1.921	0.800000
thyroid-ann	0.981457	1.104	0.799841
thyroid-dis	0.698214	0.939	0.800000
turiye_student_evaluation	0.500000	1.858	0.800000
twonorm	0.979054	2.019	0.800000
vehicle	0.841176	0.509	0.799054
wall-robot-navigation	0.955128	1.586	0.799853
water_quality	0.908125	1.985	0.799900
waveform-5000	0.861000	1.854	0.800000
waveform_database_generator_version_1	0.855000	1.388	0.800000
website_phishing	0.904059	0.520	0.799704
wine-quality-red	0.581250	0.509	0.799875
wine-quality-white	0.596939	1.100	0.799918
yeast	0.602694	0.518	0.799865
