dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.701	0.799845
Amazon_employee_access	0.942173	14.315	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.291	0.799980
BNG(breast-w)	0.985141	21.057	0.799980
BNG(cmc)	0.571790	35.432	0.799986
BNG(tic-tac-toe)	0.784227	21.021	0.799980
Bank_Customer_Churn_Dataset	0.862000	6.160	0.800000
Basketball_c	0.701493	4.336	0.800000
Cardiovascular-Disease-dataset	0.725571	50.003	0.800000
Click_prediction_small	0.831539	6.462	0.799990
Credit_c	0.705376	42.390	0.801311
Customer_Personality_Analysis	0.892857	0.996	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.709	0.799305
E-CommereShippingData	0.661364	2.629	0.799982
Employee	0.843179	1.162	0.799914
FICO-HELOC-cleaned	0.741772	3.141	0.799919
Firm-Teacher_Clave-Direction_Classification	0.646759	2.867	0.800000
Fitness_Club_c	0.795302	0.507	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.692	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.600000	0.632	0.800000
Gender_Gap_in_Spanish_WP	0.594737	1.147	0.799831
GesturePhaseSegmentationProcessed	0.609114	3.337	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.848953	2.113	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.712	0.800000
INNHotelsGroup	0.863129	16.478	0.800000
Indian_pines	0.898305	11.922	0.799978
JapaneseVowels	0.990968	2.536	0.799920
KDDCup09_upselling	0.747563	2.102	0.799922
MIC	0.903030	1.407	0.799879
MagicTelescope	0.874869	5.144	0.800000
Marketing_Campaign	0.892857	0.800	0.800000
Mobile_Price_Classification	0.815000	0.711	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.583	0.799824
PhishingWebsites	0.963817	3.506	0.800000
PieChart3	0.870370	0.705	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.441	0.799479
PizzaCutter3	0.880383	0.670	0.799616
Pumpkin_Seeds	0.876000	0.696	0.800000
QSAR_biodegradation	0.872038	0.673	0.799810
SDSS17	0.970500	99.623	0.800000
Satellite	0.992157	1.792	0.800000
Telecom_Churn_Dataset	0.943028	0.954	0.799880
UJI_Pen_Characters	0.461538	3.166	0.799853
Water_Quality_and_Potability	0.629573	0.773	0.799756
Wilt	0.990674	0.782	0.799834
abalone	0.637560	0.929	0.799856
ada	0.850602	1.693	0.799855
ada_agnostic	0.829135	1.834	0.799868
ada_prior	0.837989	1.168	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.526	0.800000
allbp	0.974834	1.421	0.799841
allrep	0.970861	1.213	0.799841
analcatdata_authorship	0.988166	0.740	0.799049
artificial-characters	0.681996	2.185	0.799961
autoUniv-au4-2500	0.474000	1.825	0.800000
autoUniv-au7-1100	0.359091	0.534	0.800000
bank	0.894172	24.167	0.799982
banknote_authentication	0.545455	0.366	0.799563
baseball	0.944030	0.569	0.800000
car-evaluation	0.786127	0.656	0.799769
churn	0.937000	1.390	0.800000
cmc	0.583051	0.514	0.799728
company_bankruptcy_prediction	0.969208	4.274	0.799971
contraceptive_method_choice	0.600000	0.872	0.799728
credit	0.776847	4.442	0.799988
default_of_credit_card_clients	0.825833	12.716	0.800000
delta_ailerons	0.948107	1.054	0.799972
dis	0.984106	1.221	0.799841
dna	0.910658	3.579	0.799749
drug_consumption	0.403183	0.588	0.799894
dry_bean_dataset	0.928388	3.702	0.799941
eeg-eye-state	0.928905	4.002	0.800000
electricity	0.808011	21.884	0.799987
estimation_of_obesity_levels	0.976359	0.807	0.799621
eye_movements	0.574040	3.436	0.799927
eye_movements_bin	0.597898	2.067	0.799947
first-order-theorem-proving	0.607843	2.617	0.799935
gas-drift	0.994249	11.557	0.800000
gina_agnostic	0.763689	23.100	0.799885
golf_play_dataset_extended	0.936073	0.457	0.800000
heloc	0.721000	2.839	0.800000
house_16H	0.884359	3.729	0.799970
htru	0.978771	4.599	0.799978
ibm-employee-performance	0.989796	0.765	0.800000
in_vehicle_coupon_recommendation	0.669713	3.349	0.800729
internet_firewall	0.801709	41.877	0.799991
jm1	0.816720	2.994	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.799643	21.342	0.799996
kdd_ipums_la_97-small	0.845857	1.420	0.799923
kr-vs-k	0.558624	29.534	0.799971
kropt	0.563435	29.728	0.799971
led24	0.706250	1.013	0.800000
led7	0.739062	0.792	0.800000
letter	0.958750	18.860	0.800000
mammography	0.988824	1.811	0.799964
maternal_health_risk	0.758621	0.452	0.799803
mfeat-factors	0.977500	2.823	0.800000
mfeat-fourier	0.885000	1.276	0.800000
mfeat-karhunen	0.967500	1.251	0.800000
mfeat-morphological	0.767500	0.579	0.800000
mfeat-pixel	0.945000	3.147	0.800000
mfeat-zernike	0.817500	0.991	0.800000
mice_protein_expression	1.000000	0.967	0.800000
microaggregation2	0.616000	6.579	0.800000
mobile_c36_oversampling	0.961264	20.667	0.800000
mozilla4	0.918302	1.890	0.800000
naticusdroid+android+permissions+dataset	0.941708	20.501	0.799980
national-longitudinal-survey-binary	0.988798	1.420	0.799919
okcupid_stem	0.733133	9.361	0.799978
one-hundred-plants-margin	0.821875	4.644	0.800000
one-hundred-plants-shape	0.725000	4.398	0.800000
one-hundred-plants-texture	0.884375	4.681	0.799875
optdigits	0.986655	2.645	0.800000
ozone-level-8hr	0.950690	1.466	0.799921
page-blocks	0.975342	1.207	0.799927
pendigits	0.994998	2.830	0.799945
phoneme	0.876041	0.839	0.799963
pol	0.971244	3.039	0.799940
predict_students_dropout_and_academic_success	0.780791	1.516	0.799955
qsar	0.900474	0.642	0.800000
rice_cammeo_and_osmancik	0.927822	0.816	0.800000
ringnorm	0.981081	1.989	0.800000
satimage	0.922240	2.191	0.800000
segment	0.935065	0.740	0.800000
seismic+bumps	0.932302	0.762	0.799923
shuttle	0.999569	34.342	0.800000
spambase	0.944625	2.034	0.799826
splice	0.877743	1.582	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.730	0.800000
statlog	0.730000	0.532	0.800000
steel_plates_faults	0.789203	0.774	0.799588
sylvine	0.944390	1.416	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.405	0.799971
telco-customer-churn	0.795600	1.824	0.799943
texture	1.000000	6.086	0.800000
thyroid	0.985417	1.931	0.800000
thyroid-ann	0.985430	1.096	0.799841
thyroid-dis	0.689286	0.940	0.800000
turiye_student_evaluation	0.488832	1.877	0.800000
twonorm	0.979054	2.001	0.800000
vehicle	0.847059	0.505	0.799054
wall-robot-navigation	0.962454	1.561	0.799853
water_quality	0.904375	1.956	0.799900
waveform-5000	0.855000	1.856	0.800000
waveform_database_generator_version_1	0.863000	1.382	0.800000
website_phishing	0.904059	0.509	0.799704
wine-quality-red	0.584375	0.503	0.799875
wine-quality-white	0.600000	1.112	0.799918
yeast	0.619529	0.544	0.799865
