dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.386	0.799845	0.003	0.214	2.172	2.389
Amazon_employee_access	0.942173	10.101	0.799994	0.004	0.140	9.961	10.105
BLE_RSSI_dataset_for_Indoor_localization	0.736104	1.010	0.799980	0.003	0.031	0.978	1.012
BNG(breast-w)	0.985395	16.911	0.799980	0.004	0.263	16.648	16.915
BNG(cmc)	0.572423	31.446	0.799986	0.004	0.300	31.146	31.451
BNG(tic-tac-toe)	0.791593	16.635	0.799980	0.004	0.238	16.396	16.639
Bank_Customer_Churn_Dataset	0.865500	1.985	0.800000	0.002	0.073	1.911	1.987
Basketball_c	0.686567	0.240	0.800000	0.003	0.031	0.209	0.243
Cardiovascular-Disease-dataset	0.730786	50.148	0.800000	0.005	0.392	49.756	50.152
Click_prediction_small	0.831539	6.010	0.799990	0.003	0.074	5.936	6.013
Credit_c	0.704549	41.222	0.801311	0.006	0.792	40.430	41.228
Customer_Personality_Analysis	0.890625	0.489	0.800000	0.002	0.045	0.444	0.491
Diabetic_Retinopathy_Debrecen	0.770563	0.261	0.799305	0.002	0.030	0.231	0.263
E-CommereShippingData	0.670909	2.106	0.799982	0.003	0.062	2.044	2.109
Employee	0.845328	0.704	0.799914	0.002	0.025	0.679	0.707
FICO-HELOC-cleaned	0.745316	2.541	0.799919	0.003	0.127	2.414	2.544
Firm-Teacher_Clave-Direction_Classification	0.754167	2.409	0.800000	0.003	0.098	2.311	2.413
Fitness_Club_c	0.791946	0.184	0.799596	0.002	0.013	0.171	0.186
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.562500	0.333	0.800000	0.002	0.034	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.335	0.800000	0.002	0.036	0.299	0.337
Gender_Gap_in_Spanish_WP	0.590526	0.838	0.799831	0.002	0.036	0.802	0.840
GesturePhaseSegmentationProcessed	0.643038	2.984	0.799959	0.003	0.164	2.820	2.987
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.812	0.797432	0.003	0.059	1.753	1.814
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.406	0.800000	0.002	0.051	0.355	0.408
INNHotelsGroup	0.862026	15.547	0.800000	0.004	0.300	15.248	15.552
Indian_pines	0.925096	11.487	0.799978	0.008	0.954	10.533	11.495
JapaneseVowels	0.994481	2.185	0.799920	0.003	0.080	2.105	2.188
KDDCup09_upselling	0.765107	1.800	0.799922	0.003	0.140	1.661	1.804
MIC	0.903030	1.072	0.799879	0.003	0.158	0.915	1.075
MagicTelescope	0.876972	4.765	0.800000	0.007	0.112	4.653	4.773
Marketing_Campaign	0.892857	0.510	0.800000	0.003	0.050	0.460	0.513
Mobile_Price_Classification	0.952500	0.415	0.800000	0.002	0.040	0.375	0.418
National_Health_and_Nutrition_Health_Survey	0.837719	0.297	0.799824	0.003	0.018	0.278	0.299
PhishingWebsites	0.963817	3.199	0.800000	0.003	0.146	3.053	3.203
PieChart3	0.875000	0.357	0.799443	0.003	0.057	0.300	0.360
Pima_Indians_Diabetes_Database	0.746753	0.143	0.799479	0.003	0.014	0.129	0.145
PizzaCutter3	0.880383	0.351	0.799617	0.002	0.054	0.297	0.353
Pumpkin_Seeds	0.874000	0.402	0.800000	0.002	0.027	0.375	0.404
QSAR_biodegradation	0.886256	0.377	0.799810	0.002	0.061	0.316	0.380
SDSS17	0.971400	99.846	0.800000	0.006	0.718	99.128	99.852
Satellite	0.993137	1.482	0.800000	0.003	0.105	1.377	1.485
Telecom_Churn_Dataset	0.944528	0.654	0.799880	0.002	0.041	0.613	0.656
UJI_Pen_Characters	0.472527	2.741	0.799853	0.003	0.119	2.621	2.743
Water_Quality_and_Potability	0.649390	0.495	0.799756	0.003	0.023	0.472	0.498
Wilt	0.991710	0.482	0.799834	0.002	0.019	0.463	0.484
abalone	0.635167	0.643	0.799856	0.002	0.026	0.617	0.646
ada	0.849398	1.386	0.799855	0.003	0.103	1.282	1.389
ada_agnostic	0.831325	1.538	0.799868	0.005	0.107	1.431	1.543
ada_prior	0.834637	0.822	0.799955	0.002	0.038	0.784	0.825
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.261	0.800000	0.002	0.017	0.244	0.263
allbp	0.973510	0.920	0.799841	0.002	0.058	0.862	0.923
allrep	0.968212	0.923	0.799841	0.002	0.058	0.864	0.925
analcatdata_authorship	0.988166	0.458	0.799049	0.002	0.095	0.363	0.460
artificial-characters	0.678082	1.902	0.799961	0.003	0.047	1.855	1.905
autoUniv-au4-2500	0.516000	1.527	0.800000	0.003	0.194	1.333	1.530
autoUniv-au7-1100	0.363636	0.199	0.800000	0.002	0.020	0.180	0.202
bank	0.897047	22.837	0.799982	0.004	0.380	22.458	22.842
banknote_authentication	0.545455	0.100	0.799563	0.003	0.010	0.089	0.102
baseball	0.947761	0.269	0.800000	0.002	0.028	0.242	0.271
car-evaluation	0.763006	0.369	0.799769	0.002	0.036	0.333	0.371
churn	0.933000	1.079	0.800000	0.002	0.062	1.017	1.081
cmc	0.562712	0.235	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.969208	3.948	0.799971	0.004	0.317	3.630	3.952
contraceptive_method_choice	0.596610	0.236	0.799728	0.002	0.017	0.219	0.238
credit	0.774753	3.976	0.799988	0.003	0.094	3.882	3.979
default_of_credit_card_clients	0.821333	12.184	0.800000	0.004	0.381	11.803	12.188
delta_ailerons	0.947405	0.758	0.799972	0.003	0.025	0.734	0.761
dis	0.984106	0.922	0.799841	0.003	0.059	0.863	0.925
dna	0.942006	3.275	0.799749	0.004	0.365	2.910	3.279
drug_consumption	0.403183	0.307	0.799894	0.002	0.023	0.284	0.309
dry_bean_dataset	0.929490	3.322	0.799941	0.003	0.122	3.200	3.325
eeg-eye-state	0.950601	3.659	0.800000	0.003	0.119	3.540	3.662
electricity	0.814079	21.686	0.799987	0.004	0.256	21.430	21.690
estimation_of_obesity_levels	0.983452	0.396	0.799621	0.002	0.030	0.366	0.397
eye_movements	0.585923	3.014	0.799927	0.003	0.163	2.851	3.017
eye_movements_bin	0.586071	1.749	0.799947	0.003	0.091	1.657	1.752
first-order-theorem-proving	0.607843	2.218	0.799935	0.003	0.165	2.053	2.221
gas-drift	0.994608	11.161	0.800000	0.007	0.993	10.168	11.168
gina_agnostic	0.782421	23.124	0.799885	0.012	2.283	20.841	23.135
golf_play_dataset_extended	0.922374	0.197	0.800000	0.002	0.016	0.181	0.200
heloc	0.721500	2.538	0.800000	0.003	0.115	2.423	2.541
house_16H	0.884359	3.279	0.799970	0.003	0.122	3.157	3.282
htru	0.979609	4.219	0.799978	0.003	0.080	4.139	4.222
ibm-employee-performance	0.996599	0.407	0.800000	0.002	0.052	0.355	0.409
in_vehicle_coupon_recommendation	0.675114	3.028	0.800729	0.003	0.133	2.895	3.031
internet_firewall	0.801480	42.052	0.799991	0.004	0.169	41.882	42.055
jm1	0.816720	2.664	0.800000	0.003	0.117	2.547	2.667
jungle_chess_2pcs_raw_endgame_complete	0.832664	20.521	0.799996	0.004	0.187	20.334	20.525
kdd_ipums_la_97-small	0.859345	1.106	0.799923	0.003	0.060	1.046	1.109
kr-vs-k	0.584996	26.151	0.799971	0.003	0.128	26.023	26.154
kropt	0.590342	27.128	0.799971	0.004	0.115	27.013	27.132
led24	0.717187	0.715	0.800000	0.003	0.056	0.660	0.718
led7	0.742188	0.445	0.800000	0.002	0.019	0.426	0.448
letter	0.964250	18.487	0.800000	0.003	0.178	18.309	18.491
mammography	0.989718	1.548	0.799964	0.003	0.044	1.504	1.551
maternal_health_risk	0.788177	0.170	0.799803	0.003	0.012	0.157	0.172
mfeat-factors	0.970000	2.518	0.800000	0.004	0.368	2.149	2.522
mfeat-fourier	0.882500	0.992	0.800000	0.004	0.134	0.857	0.995
mfeat-karhunen	0.965000	0.869	0.800000	0.003	0.112	0.757	0.872
mfeat-morphological	0.760000	0.272	0.800000	0.003	0.016	0.256	0.275
mfeat-pixel	0.955000	2.816	0.800000	0.004	0.413	2.403	2.820
mfeat-zernike	0.815000	0.695	0.800000	0.003	0.090	0.605	0.697
mice_protein_expression	1.000000	0.579	0.800000	0.003	0.105	0.474	0.582
microaggregation2	0.616500	6.179	0.800000	0.003	0.185	5.994	6.182
mobile_c36_oversampling	0.966577	20.637	0.800000	0.004	0.201	20.436	20.641
mozilla4	0.918945	1.581	0.800000	0.003	0.046	1.535	1.584
naticusdroid+android+permissions+dataset	0.955343	20.125	0.799980	0.008	0.802	19.324	20.134
national-longitudinal-survey-binary	0.993890	0.937	0.799918	0.003	0.049	0.888	0.940
okcupid_stem	0.733321	8.904	0.799977	0.004	0.179	8.726	8.908
one-hundred-plants-margin	0.825000	4.712	0.800000	0.003	0.184	4.527	4.715
one-hundred-plants-shape	0.728125	4.013	0.800000	0.002	0.182	3.831	4.015
one-hundred-plants-texture	0.890625	4.319	0.799875	0.003	0.123	4.196	4.322
optdigits	0.993772	2.338	0.800000	0.003	0.182	2.156	2.342
ozone-level-8hr	0.954635	1.167	0.799921	0.003	0.133	1.034	1.170
page-blocks	0.975342	0.910	0.799927	0.002	0.036	0.874	0.912
pendigits	0.995452	2.476	0.799945	0.003	0.104	2.372	2.478
phoneme	0.873265	0.523	0.799963	0.002	0.022	0.501	0.526
pol	0.971244	2.726	0.799940	0.003	0.108	2.619	2.729
predict_students_dropout_and_academic_success	0.776271	1.229	0.799955	0.003	0.084	1.144	1.231
qsar	0.890995	0.366	0.800000	0.003	0.058	0.308	0.368
rice_cammeo_and_osmancik	0.926509	0.521	0.800000	0.002	0.021	0.500	0.524
ringnorm	0.979054	1.671	0.800000	0.002	0.082	1.588	1.673
satimage	0.919129	1.902	0.800000	0.003	0.132	1.770	1.905
segment	0.930736	0.429	0.800000	0.002	0.034	0.395	0.432
seismic+bumps	0.934236	0.474	0.799923	0.002	0.033	0.441	0.476
shuttle	0.999397	34.558	0.800000	0.006	0.315	34.243	34.564
spambase	0.939197	1.756	0.799826	0.003	0.132	1.623	1.759
splice	0.884013	1.307	0.800000	0.003	0.134	1.173	1.310
sports_articles_for_objectivity_analysis	0.840000	0.449	0.800000	0.003	0.089	0.360	0.452
statlog	0.740000	0.229	0.800000	0.002	0.030	0.199	0.231
steel_plates_faults	0.766067	0.477	0.799588	0.002	0.050	0.427	0.479
sylvine	0.933659	1.093	0.799961	0.002	0.066	1.028	1.096
taiwanese_bankruptcy_prediction	0.969208	3.960	0.799971	0.004	0.325	3.635	3.964
telco-customer-churn	0.799858	1.534	0.799943	0.002	0.072	1.462	1.537
texture	0.999091	6.107	0.800000	0.003	0.128	5.979	6.110
thyroid	0.988889	1.632	0.800000	0.003	0.067	1.565	1.635
thyroid-ann	0.982781	0.809	0.799841	0.003	0.045	0.764	0.812
thyroid-dis	0.691071	0.650	0.800000	0.002	0.049	0.600	0.652
turiye_student_evaluation	0.493127	1.584	0.800000	0.003	0.109	1.475	1.587
twonorm	0.979730	1.686	0.800000	0.002	0.086	1.599	1.688
vehicle	0.864706	0.210	0.799054	0.002	0.028	0.182	0.212
wall-robot-navigation	0.963370	1.277	0.799853	0.003	0.077	1.200	1.280
water_quality	0.903750	1.689	0.799900	0.003	0.064	1.625	1.692
waveform-5000	0.864000	1.552	0.800000	0.003	0.122	1.429	1.554
waveform_database_generator_version_1	0.863000	1.096	0.800000	0.002	0.064	1.032	1.098
website_phishing	0.904059	0.223	0.799704	0.002	0.018	0.205	0.225
wine-quality-red	0.578125	0.219	0.799875	0.002	0.010	0.209	0.222
wine-quality-white	0.595918	0.821	0.799918	0.002	0.037	0.784	0.824
yeast	0.622896	0.225	0.799865	0.004	0.016	0.209	0.229
