dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	6.152	0.799845
Amazon_employee_access	0.942173	13.900	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734602	4.780	0.799980
BNG(breast-w)	0.985141	20.730	0.799980
BNG(cmc)	0.570524	35.282	0.799986
BNG(tic-tac-toe)	0.786259	20.427	0.799980
Bank_Customer_Churn_Dataset	0.861500	5.884	0.800000
Basketball_c	0.694030	4.003	0.800000
Cardiovascular-Disease-dataset	0.728786	50.030	0.800000
Click_prediction_small	0.831539	6.437	0.799990
Credit_c	0.700083	42.372	0.801311
Customer_Personality_Analysis	0.890625	0.996	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.708	0.799305
E-CommereShippingData	0.663636	2.626	0.799982
Employee	0.842105	1.206	0.799914
FICO-HELOC-cleaned	0.737722	3.120	0.799919
Firm-Teacher_Clave-Direction_Classification	0.739352	2.747	0.800000
Fitness_Club_c	0.795302	0.489	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.521875	0.649	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.587500	0.681	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.209	0.799831
GesturePhaseSegmentationProcessed	0.592405	3.341	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846196	2.171	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.726	0.800000
INNHotelsGroup	0.866023	16.432	0.800000
Indian_pines	0.908693	11.834	0.799978
JapaneseVowels	0.990467	2.509	0.799920
KDDCup09_upselling	0.771930	2.127	0.799922
MIC	0.890909	1.411	0.799879
MagicTelescope	0.875131	5.156	0.800000
Marketing_Campaign	0.899554	0.823	0.800000
Mobile_Price_Classification	0.910000	0.742	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.577	0.799824
PhishingWebsites	0.970149	3.531	0.800000
PieChart3	0.875000	0.637	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.453	0.799479
PizzaCutter3	0.880383	0.781	0.799616
Pumpkin_Seeds	0.876000	0.698	0.800000
QSAR_biodegradation	0.890995	0.673	0.799810
SDSS17	0.970250	99.942	0.800000
Satellite	0.993137	1.767	0.800000
Telecom_Churn_Dataset	0.937031	0.991	0.799880
UJI_Pen_Characters	0.468864	2.964	0.799853
Water_Quality_and_Potability	0.635671	0.778	0.799756
Wilt	0.992746	0.884	0.799834
abalone	0.631579	0.926	0.799856
ada	0.845783	1.668	0.799855
ada_agnostic	0.823658	1.827	0.799868
ada_prior	0.841341	1.101	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.542	0.800000
allbp	0.974834	1.236	0.799841
allrep	0.972185	1.243	0.799841
analcatdata_authorship	0.982249	0.752	0.799049
artificial-characters	0.676614	2.172	0.799961
autoUniv-au4-2500	0.456000	1.825	0.800000
autoUniv-au7-1100	0.368182	0.617	0.800000
bank	0.895389	24.035	0.799982
banknote_authentication	0.563636	0.379	0.799563
baseball	0.944030	0.569	0.800000
car-evaluation	0.742775	0.659	0.799769
churn	0.940000	1.377	0.800000
cmc	0.572881	0.535	0.799728
company_bankruptcy_prediction	0.971408	4.247	0.799971
contraceptive_method_choice	0.589831	0.687	0.799728
credit	0.775052	4.352	0.799988
default_of_credit_card_clients	0.823500	12.760	0.800000
delta_ailerons	0.946704	1.034	0.799972
dis	0.984106	1.212	0.799841
dna	0.927900	3.566	0.799749
drug_consumption	0.403183	0.586	0.799894
dry_bean_dataset	0.927286	3.681	0.799941
eeg-eye-state	0.957610	4.027	0.800000
electricity	0.814410	21.829	0.799987
estimation_of_obesity_levels	0.978723	0.868	0.799621
eye_movements	0.550731	3.401	0.799927
eye_movements_bin	0.591327	2.095	0.799947
first-order-theorem-proving	0.607843	2.595	0.799935
gas-drift	0.993889	11.532	0.800000
gina_agnostic	0.744957	23.075	0.799885
golf_play_dataset_extended	0.922374	0.487	0.800000
heloc	0.716500	2.856	0.800000
house_16H	0.881023	3.631	0.799970
htru	0.979888	4.607	0.799978
ibm-employee-performance	0.996599	0.805	0.800000
in_vehicle_coupon_recommendation	0.670544	3.330	0.800729
internet_firewall	0.801709	41.833	0.799991
jm1	0.817639	3.002	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.805444	21.437	0.799996
kdd_ipums_la_97-small	0.844894	1.389	0.799923
kr-vs-k	0.576087	29.384	0.799971
kropt	0.577512	29.492	0.799971
led24	0.701562	1.166	0.800000
led7	0.739062	0.778	0.800000
letter	0.962250	19.726	0.800000
mammography	0.987036	1.817	0.799964
maternal_health_risk	0.768473	0.471	0.799803
mfeat-factors	0.970000	2.827	0.800000
mfeat-fourier	0.875000	1.288	0.800000
mfeat-karhunen	0.960000	1.232	0.800000
mfeat-morphological	0.767500	0.555	0.800000
mfeat-pixel	0.950000	3.099	0.800000
mfeat-zernike	0.812500	0.987	0.800000
mice_protein_expression	1.000000	0.940	0.800000
microaggregation2	0.613500	6.569	0.800000
mobile_c36_oversampling	0.964258	20.611	0.800000
mozilla4	0.918945	1.890	0.800000
naticusdroid+android+permissions+dataset	0.945628	20.458	0.799980
national-longitudinal-survey-binary	0.991853	1.248	0.799919
okcupid_stem	0.732946	9.341	0.799978
one-hundred-plants-margin	0.803125	4.743	0.800000
one-hundred-plants-shape	0.731250	4.741	0.800000
one-hundred-plants-texture	0.865625	5.062	0.799875
optdigits	0.987544	2.647	0.800000
ozone-level-8hr	0.950690	1.477	0.799921
page-blocks	0.976256	1.184	0.799927
pendigits	0.995907	2.797	0.799945
phoneme	0.869565	0.839	0.799963
pol	0.973228	3.009	0.799940
predict_students_dropout_and_academic_success	0.767232	1.509	0.799955
qsar	0.900474	0.684	0.800000
rice_cammeo_and_osmancik	0.930446	0.817	0.800000
ringnorm	0.977027	1.981	0.800000
satimage	0.912131	2.174	0.800000
segment	0.932900	0.747	0.800000
seismic+bumps	0.932302	0.786	0.799923
shuttle	0.999655	34.246	0.800000
spambase	0.938111	2.040	0.799826
splice	0.880878	1.629	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.734	0.800000
statlog	0.745000	0.534	0.800000
steel_plates_faults	0.776350	0.772	0.799588
sylvine	0.938537	1.383	0.799961
taiwanese_bankruptcy_prediction	0.968475	4.380	0.799971
telco-customer-churn	0.794180	1.827	0.799943
texture	0.999091	6.446	0.800000
thyroid	0.987500	1.967	0.800000
thyroid-ann	0.984106	1.104	0.799841
thyroid-dis	0.689286	0.965	0.800000
turiye_student_evaluation	0.494845	1.857	0.800000
twonorm	0.979730	2.017	0.800000
vehicle	0.847059	0.520	0.799054
wall-robot-navigation	0.962454	1.548	0.799853
water_quality	0.906875	1.969	0.799900
waveform-5000	0.864000	1.857	0.800000
waveform_database_generator_version_1	0.861000	1.373	0.800000
website_phishing	0.911439	0.503	0.799704
wine-quality-red	0.581250	0.496	0.799875
wine-quality-white	0.611224	1.092	0.799918
yeast	0.606061	0.534	0.799865
