dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	4.268	0.799845
Amazon_employee_access	0.942173	11.821	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734602	2.671	0.799980
BNG(breast-w)	0.985014	18.295	0.799980
BNG(cmc)	0.570524	33.305	0.799986
BNG(tic-tac-toe)	0.791974	18.393	0.799980
Bank_Customer_Churn_Dataset	0.861000	3.571	0.800000
Basketball_c	0.694030	1.991	0.800000
Cardiovascular-Disease-dataset	0.729714	50.123	0.800000
Click_prediction_small	0.831414	6.450	0.799990
Credit_c	0.697188	42.439	0.801311
Customer_Personality_Analysis	0.895089	0.945	0.800000
Diabetic_Retinopathy_Debrecen	0.735931	0.735	0.799305
E-CommereShippingData	0.664545	2.607	0.799982
Employee	0.845328	1.168	0.799914
FICO-HELOC-cleaned	0.742278	3.066	0.799919
Firm-Teacher_Clave-Direction_Classification	0.700926	2.772	0.800000
Fitness_Club_c	0.788591	0.481	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.618750	0.649	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.653125	0.625	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.142	0.799831
GesturePhaseSegmentationProcessed	0.633418	3.272	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.843991	2.160	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.678	0.800000
INNHotelsGroup	0.864369	16.305	0.800000
Indian_pines	0.908693	11.832	0.799978
JapaneseVowels	0.991470	2.498	0.799920
KDDCup09_upselling	0.735867	2.076	0.799922
MIC	0.903030	1.374	0.799879
MagicTelescope	0.876972	5.081	0.800000
Marketing_Campaign	0.892857	0.824	0.800000
Mobile_Price_Classification	0.900000	0.717	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.614	0.799824
PhishingWebsites	0.963817	3.484	0.800000
PieChart3	0.875000	0.629	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.419	0.799479
PizzaCutter3	0.880383	1.659	0.799616
Pumpkin_Seeds	0.878000	0.665	0.800000
QSAR_biodegradation	0.890995	0.670	0.799810
SDSS17	0.970850	99.742	0.800000
Satellite	0.993137	1.790	0.800000
Telecom_Churn_Dataset	0.937031	0.928	0.799880
UJI_Pen_Characters	0.446886	3.069	0.799853
Water_Quality_and_Potability	0.638720	0.769	0.799756
Wilt	0.989637	0.791	0.799834
abalone	0.635167	0.919	0.799856
ada	0.842169	1.790	0.799855
ada_agnostic	0.831325	1.814	0.799868
ada_prior	0.840223	1.195	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.547500	0.530	0.800000
allbp	0.977483	1.201	0.799841
allrep	0.972185	1.192	0.799841
