dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.440154	2.477	0.799845	0.003	0.205	2.273	2.480
Amazon_employee_access	0.942173	10.261	0.799994	0.003	0.137	10.124	10.265
BLE_RSSI_dataset_for_Indoor_localization	0.729594	1.018	0.799980	0.002	0.043	0.975	1.020
BNG(breast-w)	0.985776	16.780	0.799980	0.004	0.236	16.543	16.784
BNG(cmc)	0.569439	31.070	0.799986	0.004	0.305	30.765	31.074
BNG(tic-tac-toe)	0.788799	16.694	0.799980	0.004	0.238	16.456	16.697
Bank_Customer_Churn_Dataset	0.871500	1.979	0.800000	0.003	0.067	1.912	1.982
Basketball_c	0.705224	0.259	0.800000	0.002	0.045	0.215	0.262
Cardiovascular-Disease-dataset	0.730143	51.361	0.800000	0.005	0.427	50.934	51.366
Click_prediction_small	0.832416	5.878	0.799990	0.003	0.075	5.803	5.881
Credit_c	0.707775	42.097	0.801311	0.005	0.787	41.310	42.103
Customer_Personality_Analysis	0.890625	0.491	0.800000	0.003	0.045	0.446	0.494
Diabetic_Retinopathy_Debrecen	0.753247	0.264	0.799305	0.002	0.030	0.234	0.266
E-CommereShippingData	0.671364	2.133	0.799982	0.003	0.061	2.072	2.136
Employee	0.848550	0.704	0.799914	0.003	0.024	0.680	0.706
FICO-HELOC-cleaned	0.743797	2.554	0.799919	0.003	0.126	2.428	2.557
Firm-Teacher_Clave-Direction_Classification	0.763889	2.379	0.800000	0.003	0.098	2.281	2.382
Fitness_Club_c	0.802013	0.186	0.799596	0.002	0.013	0.173	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.628125	0.333	0.800000	0.002	0.034	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.653125	0.335	0.800000	0.003	0.035	0.300	0.337
Gender_Gap_in_Spanish_WP	0.595789	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.655696	2.972	0.799959	0.003	0.162	2.811	2.975
HR_Analytics_Job_Change_of_Data_Scientists	0.856670	1.801	0.797432	0.003	0.059	1.742	1.804
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.407	0.800000	0.002	0.051	0.357	0.410
INNHotelsGroup	0.868091	15.936	0.800000	0.004	0.299	15.637	15.940
Indian_pines	0.925096	11.252	0.799978	0.007	0.955	10.297	11.259
JapaneseVowels	0.995484	2.176	0.799920	0.003	0.079	2.096	2.178
KDDCup09_upselling	0.781676	1.795	0.799922	0.003	0.140	1.655	1.798
MIC	0.903030	1.064	0.799879	0.003	0.158	0.906	1.066
MagicTelescope	0.875920	4.788	0.800000	0.003	0.110	4.678	4.791
Marketing_Campaign	0.886161	0.509	0.800000	0.003	0.049	0.461	0.512
Mobile_Price_Classification	0.980000	0.415	0.800000	0.002	0.038	0.376	0.417
National_Health_and_Nutrition_Health_Survey	0.826754	0.289	0.799824	0.002	0.018	0.271	0.291
PhishingWebsites	0.969245	3.207	0.800000	0.003	0.149	3.058	3.211
PieChart3	0.875000	0.352	0.799443	0.002	0.055	0.297	0.355
Pima_Indians_Diabetes_Database	0.766234	0.136	0.799479	0.002	0.013	0.123	0.138
PizzaCutter3	0.880383	0.344	0.799617	0.002	0.053	0.292	0.346
Pumpkin_Seeds	0.874000	0.394	0.800000	0.002	0.025	0.369	0.396
QSAR_biodegradation	0.872038	0.370	0.799810	0.002	0.060	0.311	0.373
SDSS17	0.972700	99.736	0.800000	0.005	0.671	99.065	99.742
Satellite	0.993137	1.485	0.800000	0.003	0.106	1.378	1.488
Telecom_Churn_Dataset	0.950525	0.656	0.799880	0.003	0.041	0.615	0.659
UJI_Pen_Characters	0.490842	2.738	0.799853	0.002	0.119	2.619	2.741
Water_Quality_and_Potability	0.643293	0.496	0.799756	0.003	0.023	0.474	0.499
Wilt	0.991710	0.484	0.799834	0.002	0.019	0.464	0.486
abalone	0.639952	0.639	0.799856	0.003	0.027	0.612	0.642
ada	0.850602	1.385	0.799855	0.003	0.103	1.282	1.388
ada_agnostic	0.842278	1.530	0.799868	0.003	0.107	1.423	1.533
ada_prior	0.834637	0.828	0.799955	0.003	0.039	0.789	0.831
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.610000	0.261	0.800000	0.002	0.017	0.244	0.263
allbp	0.974834	0.918	0.799841	0.003	0.059	0.859	0.921
allrep	0.972185	0.917	0.799841	0.002	0.058	0.858	0.919
analcatdata_authorship	0.988166	0.460	0.799049	0.003	0.096	0.365	0.463
artificial-characters	0.693249	1.898	0.799961	0.003	0.046	1.852	1.901
autoUniv-au4-2500	0.488000	1.526	0.800000	0.003	0.191	1.335	1.529
autoUniv-au7-1100	0.359091	0.201	0.800000	0.002	0.019	0.182	0.203
bank	0.899149	22.970	0.799982	0.004	0.380	22.590	22.974
