dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.397683	5.810	0.799845
Amazon_employee_access	0.942173	13.134	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	3.933	0.799980
BNG(breast-w)	0.985649	19.355	0.799980
BNG(cmc)	0.571429	34.435	0.799986
BNG(tic-tac-toe)	0.786132	19.669	0.799980
Bank_Customer_Churn_Dataset	0.858000	5.058	0.800000
Basketball_c	0.694030	2.827	0.800000
Cardiovascular-Disease-dataset	0.720286	50.039	0.800000
Click_prediction_small	0.831790	6.429	0.799990
Credit_c	0.685194	42.303	0.801311
Customer_Personality_Analysis	0.886161	0.957	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.713	0.799305
E-CommereShippingData	0.661818	2.659	0.799982
Employee	0.842105	1.149	0.799914
FICO-HELOC-cleaned	0.738228	3.082	0.799919
Firm-Teacher_Clave-Direction_Classification	0.591667	2.767	0.800000
Fitness_Club_c	0.788591	0.503	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.616	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.553125	0.679	0.800000
Gender_Gap_in_Spanish_WP	0.593684	1.149	0.799831
GesturePhaseSegmentationProcessed	0.560506	3.333	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.844542	2.214	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.857143	0.687	0.800000
INNHotelsGroup	0.858167	16.313	0.800000
Indian_pines	0.875888	11.988	0.799978
JapaneseVowels	0.990968	2.494	0.799920
KDDCup09_upselling	0.745614	2.129	0.799922
MIC	0.900000	1.363	0.799879
MagicTelescope	0.871188	5.103	0.800000
Marketing_Campaign	0.897321	0.800	0.800000
Mobile_Price_Classification	0.555000	0.800	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.628	0.799824
PhishingWebsites	0.970149	3.481	0.800000
PieChart3	0.875000	0.625	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.470	0.799479
PizzaCutter3	0.880383	0.662	0.799616
Pumpkin_Seeds	0.874000	0.690	0.800000
QSAR_biodegradation	0.890995	0.673	0.799810
SDSS17	0.964900	99.872	0.800000
Satellite	0.991176	1.780	0.800000
Telecom_Churn_Dataset	0.928036	0.931	0.799880
UJI_Pen_Characters	0.472527	2.918	0.799853
Water_Quality_and_Potability	0.625000	0.780	0.799756
Wilt	0.991710	0.783	0.799834
abalone	0.636364	0.917	0.799856
ada	0.839759	1.722	0.799855
ada_agnostic	0.832421	1.863	0.799868
ada_prior	0.834637	1.109	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.552	0.800000
allbp	0.976159	1.322	0.799841
allrep	0.973510	1.200	0.799841
analcatdata_authorship	0.988166	0.753	0.799049
artificial-characters	0.674168	2.170	0.799961
autoUniv-au4-2500	0.470000	1.838	0.800000
autoUniv-au7-1100	0.336364	0.545	0.800000
bank	0.887869	24.019	0.799982
banknote_authentication	0.552727	0.375	0.799563
baseball	0.944030	0.582	0.800000
car-evaluation	0.699422	0.635	0.799769
churn	0.927000	1.377	0.800000
cmc	0.569492	0.524	0.799728
company_bankruptcy_prediction	0.971408	4.275	0.799971
contraceptive_method_choice	0.583051	0.709	0.799728
credit	0.776847	4.358	0.799988
default_of_credit_card_clients	0.813167	12.668	0.800000
delta_ailerons	0.947405	1.067	0.799972
dis	0.984106	1.191	0.799841
dna	0.918495	3.550	0.799749
drug_consumption	0.403183	0.569	0.799894
dry_bean_dataset	0.928388	3.687	0.799941
eeg-eye-state	0.935247	3.975	0.800000
electricity	0.800397	21.793	0.799987
estimation_of_obesity_levels	0.964539	0.767	0.799621
eye_movements	0.566728	3.420	0.799927
eye_movements_bin	0.595269	2.044	0.799947
first-order-theorem-proving	0.590686	2.594	0.799935
gas-drift	0.992451	11.466	0.800000
gina_agnostic	0.731988	23.094	0.799885
golf_play_dataset_extended	0.926941	0.459	0.800000
heloc	0.715000	2.812	0.800000
house_16H	0.878799	3.628	0.799970
htru	0.979609	4.579	0.799978
ibm-employee-performance	0.982993	0.823	0.800000
in_vehicle_coupon_recommendation	0.678853	3.322	0.800729
internet_firewall	0.802319	41.776	0.799991
jm1	0.813964	2.971	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.727912	21.342	0.799996
kdd_ipums_la_97-small	0.845857	1.394	0.799923
kr-vs-k	0.545260	29.796	0.799971
kropt	0.539202	29.314	0.799971
led24	0.696875	0.992	0.800000
led7	0.735938	0.737	0.800000
letter	0.952250	18.521	0.800000
mammography	0.987036	1.795	0.799964
maternal_health_risk	0.778325	0.443	0.799803
mfeat-factors	0.972500	2.809	0.800000
mfeat-fourier	0.872500	1.280	0.800000
mfeat-karhunen	0.965000	1.310	0.800000
mfeat-morphological	0.780000	0.596	0.800000
mfeat-pixel	0.932500	3.110	0.800000
mfeat-zernike	0.817500	0.951	0.800000
mice_protein_expression	1.000000	0.932	0.800000
microaggregation2	0.593250	6.525	0.800000
mobile_c36_oversampling	0.956337	20.567	0.800000
mozilla4	0.909939	1.889	0.800000
naticusdroid+android+permissions+dataset	0.949719	20.530	0.799980
national-longitudinal-survey-binary	0.974542	1.300	0.799919
okcupid_stem	0.732946	9.332	0.799978
one-hundred-plants-margin	0.768750	4.494	0.800000
one-hundred-plants-shape	0.700000	4.592	0.800000
one-hundred-plants-texture	0.828125	4.580	0.799875
optdigits	0.991103	2.630	0.800000
ozone-level-8hr	0.948718	1.487	0.799921
page-blocks	0.970776	1.212	0.799927
pendigits	0.995452	2.818	0.799945
phoneme	0.867715	0.806	0.799963
pol	0.967774	2.977	0.799940
predict_students_dropout_and_academic_success	0.724294	1.501	0.799955
qsar	0.895735	0.671	0.800000
rice_cammeo_and_osmancik	0.926509	0.802	0.800000
ringnorm	0.978378	1.997	0.800000
satimage	0.911353	2.197	0.800000
segment	0.928571	0.722	0.800000
seismic+bumps	0.934236	0.794	0.799923
shuttle	0.999224	34.191	0.800000
spambase	0.939197	2.042	0.799826
splice	0.863636	1.625	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.726	0.800000
statlog	0.730000	0.543	0.800000
