dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.447876	2.476	0.799845	0.003	0.209	2.267	2.480
Amazon_employee_access	0.942173	10.195	0.799994	0.004	0.139	10.056	10.199
BLE_RSSI_dataset_for_Indoor_localization	0.731597	1.018	0.799980	0.003	0.033	0.985	1.020
BNG(breast-w)	0.986411	16.733	0.799980	0.004	0.241	16.492	16.737
BNG(cmc)	0.570163	31.754	0.799986	0.005	0.311	31.442	31.759
BNG(tic-tac-toe)	0.786894	16.671	0.799980	0.004	0.240	16.431	16.675
Bank_Customer_Churn_Dataset	0.862500	2.028	0.800000	0.003	0.088	1.940	2.030
Basketball_c	0.716418	0.267	0.800000	0.003	0.054	0.213	0.270
Cardiovascular-Disease-dataset	0.729000	49.282	0.800000	0.006	0.400	48.882	49.288
Click_prediction_small	0.831790	6.026	0.799990	0.003	0.075	5.951	6.029
Credit_c	0.700744	42.434	0.801311	0.006	0.844	41.590	42.440
Customer_Personality_Analysis	0.888393	0.495	0.800000	0.003	0.046	0.449	0.498
Diabetic_Retinopathy_Debrecen	0.753247	0.265	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.675455	2.113	0.799982	0.003	0.062	2.051	2.116
Employee	0.854995	0.709	0.799914	0.003	0.025	0.684	0.712
FICO-HELOC-cleaned	0.736709	2.551	0.799919	0.004	0.126	2.426	2.555
Firm-Teacher_Clave-Direction_Classification	0.756944	2.415	0.800000	0.003	0.099	2.316	2.418
Fitness_Club_c	0.795302	0.187	0.799596	0.003	0.014	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.596875	0.338	0.800000	0.003	0.034	0.304	0.341
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.653125	0.340	0.800000	0.004	0.037	0.303	0.343
Gender_Gap_in_Spanish_WP	0.591579	0.848	0.799831	0.003	0.036	0.811	0.850
GesturePhaseSegmentationProcessed	0.634937	2.970	0.799959	0.003	0.162	2.808	2.973
HR_Analytics_Job_Change_of_Data_Scientists	0.851158	1.820	0.797432	0.009	0.059	1.761	1.829
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.412	0.800000	0.002	0.052	0.360	0.415
INNHotelsGroup	0.864645	15.893	0.800000	0.004	0.302	15.591	15.898
Indian_pines	0.932750	11.384	0.799978	0.008	0.966	10.418	11.391
JapaneseVowels	0.993979	2.172	0.799920	0.003	0.079	2.092	2.175
KDDCup09_upselling	0.772904	1.801	0.799922	0.003	0.141	1.660	1.805
MIC	0.912121	1.076	0.799879	0.003	0.161	0.915	1.079
MagicTelescope	0.875131	4.780	0.800000	0.003	0.110	4.670	4.784
Marketing_Campaign	0.890625	0.509	0.800000	0.003	0.049	0.460	0.512
Mobile_Price_Classification	0.970000	0.414	0.800000	0.002	0.039	0.375	0.416
National_Health_and_Nutrition_Health_Survey	0.833333	0.296	0.799824	0.002	0.019	0.277	0.298
PhishingWebsites	0.966983	3.180	0.800000	0.004	0.149	3.030	3.183
PieChart3	0.879630	0.357	0.799443	0.002	0.056	0.300	0.359
Pima_Indians_Diabetes_Database	0.746753	0.144	0.799479	0.003	0.014	0.130	0.146
PizzaCutter3	0.880383	0.351	0.799617	0.003	0.053	0.297	0.353
Pumpkin_Seeds	0.880000	0.401	0.800000	0.002	0.026	0.375	0.403
QSAR_biodegradation	0.890995	0.377	0.799810	0.003	0.061	0.316	0.380
SDSS17	0.972300	99.344	0.800000	0.006	0.678	98.665	99.349
Satellite	0.993137	1.486	0.800000	0.004	0.105	1.381	1.490
Telecom_Churn_Dataset	0.944528	0.657	0.799880	0.017	0.041	0.616	0.674
UJI_Pen_Characters	0.479853	2.689	0.799853	0.003	0.119	2.570	2.692
Water_Quality_and_Potability	0.634146	0.497	0.799756	0.003	0.023	0.474	0.500
Wilt	0.990674	0.481	0.799834	0.002	0.019	0.462	0.484
abalone	0.637560	0.643	0.799856	0.003	0.027	0.617	0.646
ada	0.849398	1.387	0.799855	0.003	0.102	1.285	1.390
ada_agnostic	0.832421	1.537	0.799868	0.003	0.107	1.429	1.540
ada_prior	0.839106	0.825	0.799955	0.003	0.038	0.786	0.827
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.261	0.800000	0.002	0.017	0.244	0.263
allbp	0.976159	0.923	0.799841	0.003	0.059	0.864	0.926
allrep	0.974834	0.920	0.799841	0.003	0.059	0.862	0.923
analcatdata_authorship	0.988166	0.459	0.799049	0.003	0.094	0.364	0.461
artificial-characters	0.687867	1.908	0.799961	0.003	0.049	1.859	1.911
autoUniv-au4-2500	0.492000	1.525	0.800000	0.005	0.189	1.336	1.530
autoUniv-au7-1100	0.354545	0.206	0.800000	0.002	0.020	0.185	0.208
bank	0.898153	23.343	0.799982	0.004	0.379	22.964	23.347
banknote_authentication	0.556364	0.098	0.799563	0.002	0.010	0.088	0.101
baseball	0.944030	0.269	0.800000	0.002	0.028	0.241	0.272
car-evaluation	0.881503	0.369	0.799769	0.003	0.036	0.332	0.371
churn	0.942000	1.080	0.800000	0.003	0.062	1.018	1.083
cmc	0.593220	0.236	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.973607	3.957	0.799971	0.004	0.314	3.643	3.961
contraceptive_method_choice	0.616949	0.237	0.799728	0.002	0.017	0.220	0.239
credit	0.777146	3.976	0.799988	0.003	0.094	3.882	3.979
default_of_credit_card_clients	0.823500	12.186	0.800000	0.005	0.384	11.802	12.191
delta_ailerons	0.946704	0.766	0.799972	0.003	0.026	0.741	0.769
dis	0.986755	0.923	0.799841	0.003	0.058	0.864	0.926
dna	0.942006	3.279	0.799749	0.004	0.363	2.916	3.283
drug_consumption	0.403183	0.313	0.799894	0.003	0.024	0.289	0.315
dry_bean_dataset	0.926184	3.328	0.799941	0.003	0.122	3.206	3.331
eeg-eye-state	0.959613	3.716	0.800000	0.003	0.120	3.596	3.719
electricity	0.811872	21.661	0.799987	0.005	0.257	21.404	21.667
estimation_of_obesity_levels	0.973995	0.398	0.799621	0.002	0.030	0.368	0.401
eye_movements	0.571755	3.020	0.799927	0.004	0.162	2.858	3.024
eye_movements_bin	0.599869	1.762	0.799947	0.004	0.092	1.670	1.766
first-order-theorem-proving	0.607843	2.228	0.799935	0.003	0.165	2.063	2.232
gas-drift	0.995687	11.209	0.800000	0.008	1.010	10.198	11.216
gina_agnostic	0.806916	23.309	0.799885	0.011	2.329	20.980	23.320
golf_play_dataset_extended	0.926941	0.195	0.800000	0.002	0.016	0.179	0.197
heloc	0.721000	2.544	0.800000	0.004	0.117	2.427	2.547
house_16H	0.884729	3.269	0.799970	0.003	0.119	3.149	3.272
htru	0.978212	4.319	0.799978	0.003	0.087	4.233	4.323
ibm-employee-performance	0.989796	0.407	0.800000	0.003	0.052	0.355	0.410
in_vehicle_coupon_recommendation	0.673452	3.025	0.800729	0.004	0.132	2.893	3.029
internet_firewall	0.801480	42.811	0.799991	0.004	0.189	42.623	42.815
jm1	0.814424	2.677	0.800000	0.003	0.117	2.560	2.681
jungle_chess_2pcs_raw_endgame_complete	0.844601	20.888	0.799996	0.004	0.184	20.704	20.892
kdd_ipums_la_97-small	0.869942	1.108	0.799923	0.003	0.061	1.047	1.112
kr-vs-k	0.588382	28.723	0.799971	0.004	0.130	28.593	28.727
kropt	0.595331	28.747	0.799971	0.004	0.116	28.631	28.750
led24	0.731250	0.727	0.800000	0.003	0.056	0.671	0.730
led7	0.735938	0.452	0.800000	0.003	0.020	0.432	0.455
letter	0.967500	19.999	0.800000	0.005	0.245	19.755	20.004
mammography	0.989718	1.541	0.799964	0.003	0.044	1.497	1.544
maternal_health_risk	0.788177	0.169	0.799803	0.002	0.012	0.157	0.171
mfeat-factors	0.972500	2.513	0.800000	0.004	0.365	2.148	2.516
mfeat-fourier	0.880000	0.993	0.800000	0.003	0.135	0.858	0.997
mfeat-karhunen	0.972500	0.868	0.800000	0.003	0.110	0.758	0.871
mfeat-morphological	0.755000	0.367	0.800000	0.003	0.016	0.351	0.369
mfeat-pixel	0.967500	2.814	0.800000	0.004	0.414	2.400	2.818
mfeat-zernike	0.807500	0.698	0.800000	0.003	0.090	0.608	0.701
mice_protein_expression	1.000000	0.581	0.800000	0.003	0.105	0.476	0.584
microaggregation2	0.617250	6.237	0.800000	0.004	0.185	6.052	6.241
mobile_c36_oversampling	0.968605	20.495	0.800000	0.003	0.198	20.297	20.499
mozilla4	0.927629	1.605	0.800000	0.003	0.045	1.560	1.608
