dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.526	0.799845	0.003	0.217	2.309	2.529
Amazon_employee_access	0.942173	10.374	0.799994	0.003	0.161	10.213	10.378
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.016	0.799980	0.002	0.033	0.983	1.018
BNG(breast-w)	0.985395	16.537	0.799980	0.004	0.235	16.302	16.542
BNG(cmc)	0.573418	31.011	0.799986	0.004	0.304	30.707	31.016
BNG(tic-tac-toe)	0.785243	16.666	0.799980	0.006	0.249	16.417	16.672
Bank_Customer_Churn_Dataset	0.866000	1.992	0.800000	0.003	0.084	1.908	1.995
Basketball_c	0.701493	0.246	0.800000	0.003	0.033	0.214	0.249
Cardiovascular-Disease-dataset	0.728643	50.520	0.800000	0.007	0.392	50.127	50.526
Click_prediction_small	0.831539	6.023	0.799990	0.003	0.075	5.948	6.026
Credit_c	0.699421	41.381	0.801311	0.006	0.794	40.586	41.387
Customer_Personality_Analysis	0.892857	0.496	0.800000	0.002	0.047	0.449	0.499
Diabetic_Retinopathy_Debrecen	0.744589	0.268	0.799305	0.002	0.032	0.237	0.271
E-CommereShippingData	0.668636	2.138	0.799982	0.003	0.060	2.078	2.141
Employee	0.849624	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.738228	2.561	0.799919	0.004	0.124	2.437	2.565
Firm-Teacher_Clave-Direction_Classification	0.655556	2.412	0.800000	0.003	0.098	2.314	2.415
Fitness_Club_c	0.798658	0.189	0.799596	0.002	0.013	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.571875	0.338	0.800000	0.003	0.034	0.304	0.341
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.646875	0.339	0.800000	0.003	0.036	0.303	0.341
Gender_Gap_in_Spanish_WP	0.592632	0.843	0.799831	0.002	0.036	0.808	0.846
GesturePhaseSegmentationProcessed	0.625316	2.980	0.799959	0.003	0.164	2.816	2.983
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	1.819	0.797432	0.003	0.059	1.760	1.822
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.411	0.800000	0.002	0.052	0.359	0.414
INNHotelsGroup	0.857891	16.052	0.800000	0.004	0.325	15.726	16.056
Indian_pines	0.914161	11.343	0.799978	0.007	0.974	10.369	11.350
JapaneseVowels	0.989965	2.184	0.799920	0.003	0.081	2.103	2.187
KDDCup09_upselling	0.780702	1.801	0.799922	0.004	0.140	1.661	1.805
MIC	0.900000	1.069	0.799879	0.003	0.156	0.913	1.072
MagicTelescope	0.878023	4.797	0.800000	0.003	0.110	4.687	4.800
Marketing_Campaign	0.895089	0.504	0.800000	0.008	0.048	0.456	0.513
Mobile_Price_Classification	0.960000	0.410	0.800000	0.002	0.038	0.372	0.413
National_Health_and_Nutrition_Health_Survey	0.837719	0.291	0.799824	0.003	0.018	0.273	0.294
PhishingWebsites	0.968340	3.180	0.800000	0.003	0.145	3.035	3.184
PieChart3	0.879630	0.354	0.799443	0.002	0.055	0.299	0.356
Pima_Indians_Diabetes_Database	0.727273	0.139	0.799479	0.002	0.013	0.126	0.142
PizzaCutter3	0.880383	0.349	0.799617	0.002	0.052	0.297	0.352
Pumpkin_Seeds	0.876000	0.397	0.800000	0.002	0.025	0.372	0.399
QSAR_biodegradation	0.886256	0.373	0.799810	0.002	0.059	0.314	0.376
SDSS17	0.970350	99.396	0.800000	0.005	0.669	98.726	99.401
Satellite	0.993137	1.476	0.800000	0.003	0.104	1.373	1.480
Telecom_Churn_Dataset	0.944528	0.656	0.799880	0.002	0.041	0.614	0.658
UJI_Pen_Characters	0.501832	2.757	0.799853	0.005	0.122	2.636	2.763
Water_Quality_and_Potability	0.620427	0.492	0.799756	0.002	0.022	0.469	0.494
Wilt	0.991710	0.479	0.799834	0.002	0.019	0.461	0.482
abalone	0.639952	0.637	0.799856	0.003	0.026	0.611	0.640
ada	0.840964	1.389	0.799855	0.003	0.103	1.286	1.392
ada_agnostic	0.825849	1.528	0.799868	0.003	0.106	1.422	1.531
ada_prior	0.841341	0.824	0.799955	0.003	0.038	0.786	0.827
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.567500	0.262	0.800000	0.003	0.017	0.245	0.265
allbp	0.974834	0.924	0.799841	0.003	0.059	0.865	0.927
allrep	0.973510	0.915	0.799841	0.003	0.058	0.858	0.918
analcatdata_authorship	0.988166	0.459	0.799049	0.003	0.095	0.364	0.462
artificial-characters	0.695205	1.913	0.799961	0.003	0.047	1.866	1.916
autoUniv-au4-2500	0.478000	1.526	0.800000	0.003	0.192	1.334	1.529
autoUniv-au7-1100	0.368182	0.202	0.800000	0.002	0.020	0.183	0.205
bank	0.895499	23.226	0.799982	0.005	0.377	22.849	23.231
banknote_authentication	0.541818	0.100	0.799563	0.003	0.010	0.090	0.103
baseball	0.940299	0.270	0.800000	0.003	0.028	0.242	0.273
car-evaluation	0.791908	0.370	0.799769	0.003	0.037	0.334	0.373
churn	0.940000	1.082	0.800000	0.003	0.063	1.019	1.085
cmc	0.586441	0.236	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.969941	3.980	0.799971	0.004	0.343	3.638	3.985
contraceptive_method_choice	0.627119	0.238	0.799728	0.002	0.017	0.221	0.241
credit	0.774155	3.992	0.799988	0.003	0.093	3.899	3.996
