dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.436293	2.496	0.799845	0.003	0.224	2.273	2.499
Amazon_employee_access	0.942173	10.239	0.799994	0.004	0.139	10.101	10.243
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.014	0.799980	0.003	0.034	0.980	1.017
BNG(breast-w)	0.985903	16.767	0.799980	0.004	0.238	16.529	16.771
BNG(cmc)	0.574774	30.888	0.799986	0.005	0.310	30.578	30.893
BNG(tic-tac-toe)	0.777369	16.566	0.799980	0.004	0.237	16.329	16.571
Bank_Customer_Churn_Dataset	0.857500	1.993	0.800000	0.003	0.078	1.915	1.996
Basketball_c	0.712687	0.246	0.800000	0.003	0.033	0.214	0.249
Cardiovascular-Disease-dataset	0.732929	50.427	0.800000	0.006	0.394	50.034	50.433
Click_prediction_small	0.831539	5.897	0.799990	0.003	0.075	5.822	5.901
Credit_c	0.706369	41.737	0.801311	0.005	0.788	40.949	41.742
Customer_Personality_Analysis	0.892857	0.498	0.800000	0.002	0.048	0.450	0.500
Diabetic_Retinopathy_Debrecen	0.757576	0.267	0.799305	0.002	0.031	0.236	0.269
E-CommereShippingData	0.669091	2.159	0.799982	0.003	0.067	2.092	2.162
Employee	0.851772	0.713	0.799914	0.003	0.027	0.685	0.715
FICO-HELOC-cleaned	0.740253	2.587	0.799919	0.004	0.140	2.448	2.591
Firm-Teacher_Clave-Direction_Classification	0.711111	2.392	0.800000	0.003	0.102	2.290	2.396
Fitness_Club_c	0.798658	0.190	0.799596	0.002	0.014	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.534375	0.338	0.800000	0.002	0.035	0.303	0.340
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.600000	0.341	0.800000	0.003	0.037	0.305	0.344
Gender_Gap_in_Spanish_WP	0.590526	0.850	0.799831	0.002	0.037	0.813	0.852
GesturePhaseSegmentationProcessed	0.625823	3.000	0.799959	0.003	0.175	2.826	3.004
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.810	0.797432	0.003	0.060	1.750	1.813
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.409	0.800000	0.002	0.051	0.358	0.412
INNHotelsGroup	0.855548	15.859	0.800000	0.005	0.303	15.556	15.864
Indian_pines	0.928923	11.559	0.799978	0.008	1.001	10.558	11.567
JapaneseVowels	0.991972	2.198	0.799920	0.003	0.085	2.113	2.201
