dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.521	0.799845	0.003	0.208	2.312	2.524
Amazon_employee_access	0.942173	10.317	0.799994	0.004	0.139	10.178	10.321
BLE_RSSI_dataset_for_Indoor_localization	0.729594	1.019	0.799980	0.002	0.043	0.976	1.022
BNG(breast-w)	0.986792	16.476	0.799980	0.004	0.242	16.235	16.481
BNG(cmc)	0.571971	31.609	0.799986	0.005	0.304	31.305	31.614
BNG(tic-tac-toe)	0.788799	16.642	0.799980	0.004	0.239	16.402	16.646
Bank_Customer_Churn_Dataset	0.866500	2.011	0.800000	0.003	0.079	1.932	2.013
Basketball_c	0.708955	0.262	0.800000	0.003	0.049	0.213	0.264
Cardiovascular-Disease-dataset	0.731000	50.872	0.800000	0.005	0.424	50.448	50.878
Click_prediction_small	0.831790	5.894	0.799990	0.003	0.075	5.819	5.897
Credit_c	0.706369	42.826	0.801311	0.006	0.790	42.036	42.832
Customer_Personality_Analysis	0.890625	0.495	0.800000	0.003	0.046	0.449	0.497
Diabetic_Retinopathy_Debrecen	0.766234	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.670909	2.137	0.799982	0.003	0.061	2.075	2.140
Employee	0.847476	0.709	0.799914	0.003	0.025	0.684	0.711
FICO-HELOC-cleaned	0.741772	2.564	0.799919	0.003	0.126	2.438	2.568
Firm-Teacher_Clave-Direction_Classification	0.757870	2.382	0.800000	0.003	0.098	2.284	2.385
Fitness_Club_c	0.791946	0.189	0.799596	0.005	0.014	0.176	0.194
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.584375	0.337	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.678125	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.594737	0.846	0.799831	0.003	0.037	0.809	0.848
GesturePhaseSegmentationProcessed	0.658734	2.981	0.799959	0.003	0.165	2.817	2.985
HR_Analytics_Job_Change_of_Data_Scientists	0.855568	1.807	0.797432	0.003	0.061	1.746	1.810
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.411	0.800000	0.002	0.051	0.360	0.414
INNHotelsGroup	0.869056	16.016	0.800000	0.004	0.302	15.714	16.021
Indian_pines	0.931657	11.359	0.799978	0.008	0.987	10.371	11.367
JapaneseVowels	0.994982	2.184	0.799920	0.003	0.079	2.105	2.187
KDDCup09_upselling	0.781676	1.800	0.799922	0.003	0.140	1.660	1.804
MIC	0.909091	1.077	0.799879	0.003	0.161	0.916	1.081
MagicTelescope	0.878023	4.792	0.800000	0.003	0.109	4.683	4.795
Marketing_Campaign	0.897321	0.508	0.800000	0.003	0.049	0.460	0.511
Mobile_Price_Classification	0.965000	0.414	0.800000	0.002	0.038	0.375	0.416
National_Health_and_Nutrition_Health_Survey	0.835526	0.295	0.799824	0.003	0.019	0.276	0.298
PhishingWebsites	0.971054	3.191	0.800000	0.003	0.145	3.045	3.194
PieChart3	0.875000	0.359	0.799443	0.002	0.057	0.302	0.362
Pima_Indians_Diabetes_Database	0.753247	0.144	0.799479	0.003	0.014	0.130	0.147
PizzaCutter3	0.885167	0.352	0.799617	0.003	0.054	0.298	0.355
Pumpkin_Seeds	0.878000	0.400	0.800000	0.003	0.026	0.374	0.403
QSAR_biodegradation	0.881517	0.379	0.799810	0.003	0.062	0.317	0.382
SDSS17	0.972300	97.904	0.800000	0.006	0.676	97.228	97.911
Satellite	0.993137	1.486	0.800000	0.004	0.104	1.381	1.489
Telecom_Churn_Dataset	0.952024	0.656	0.799880	0.003	0.041	0.615	0.658
UJI_Pen_Characters	0.494505	2.756	0.799853	0.003	0.121	2.635	2.759
Water_Quality_and_Potability	0.638720	0.495	0.799756	0.003	0.023	0.472	0.498
Wilt	0.990674	0.482	0.799834	0.005	0.019	0.463	0.487
abalone	0.631579	0.643	0.799856	0.003	0.027	0.616	0.646
ada	0.849398	1.387	0.799855	0.003	0.105	1.282	1.390
ada_agnostic	0.826944	1.538	0.799868	0.003	0.106	1.432	1.541
ada_prior	0.834637	0.825	0.799955	0.003	0.039	0.786	0.828
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.260	0.800000	0.003	0.017	0.242	0.262
allbp	0.974834	0.921	0.799841	0.003	0.059	0.861	0.923
allrep	0.974834	0.921	0.799841	0.003	0.058	0.863	0.925
analcatdata_authorship	0.988166	0.461	0.799049	0.003	0.096	0.365	0.464
artificial-characters	0.697652	1.901	0.799961	0.003	0.047	1.855	1.905
autoUniv-au4-2500	0.490000	1.527	0.800000	0.003	0.193	1.334	1.530
autoUniv-au7-1100	0.377273	0.209	0.800000	0.003	0.020	0.189	0.212
bank	0.896163	23.380	0.799982	0.005	0.380	23.001	23.385
banknote_authentication	0.552727	0.100	0.799563	0.003	0.010	0.090	0.103
baseball	0.947761	0.270	0.800000	0.003	0.028	0.243	0.273
car-evaluation	0.852601	0.370	0.799769	0.003	0.036	0.334	0.373
churn	0.942000	1.080	0.800000	0.003	0.062	1.019	1.083
cmc	0.583051	0.236	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.972141	3.955	0.799971	0.004	0.328	3.627	3.959
contraceptive_method_choice	0.610169	0.237	0.799728	0.002	0.017	0.219	0.239
credit	0.775950	3.971	0.799988	0.003	0.094	3.878	3.975
default_of_credit_card_clients	0.823667	12.476	0.800000	0.004	0.386	12.090	12.481
delta_ailerons	0.947405	0.760	0.799972	0.003	0.025	0.736	0.763
dis	0.985430	0.921	0.799841	0.003	0.060	0.861	0.924
dna	0.934169	3.267	0.799749	0.004	0.363	2.904	3.271
drug_consumption	0.403183	0.307	0.799894	0.002	0.023	0.284	0.309
dry_bean_dataset	0.927653	3.334	0.799941	0.003	0.123	3.211	3.337
eeg-eye-state	0.959613	3.637	0.800000	0.003	0.121	3.516	3.640
electricity	0.827761	21.682	0.799987	0.004	0.255	21.426	21.686
estimation_of_obesity_levels	0.978723	0.394	0.799621	0.002	0.029	0.365	0.396
eye_movements	0.582267	2.994	0.799927	0.004	0.169	2.826	2.998
eye_movements_bin	0.597240	1.750	0.799947	0.003	0.090	1.660	1.753
first-order-theorem-proving	0.616830	2.215	0.799935	0.004	0.164	2.051	2.219
gas-drift	0.996046	11.145	0.800000	0.007	1.023	10.122	11.152
gina_agnostic	0.837176	23.185	0.799885	0.012	2.265	20.920	23.197
