dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.503	0.799845
Amazon_employee_access	0.942173	14.340	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732098	5.289	0.799980
BNG(breast-w)	0.985268	20.919	0.799980
BNG(cmc)	0.572423	35.635	0.799986
BNG(tic-tac-toe)	0.793498	20.768	0.799980
Bank_Customer_Churn_Dataset	0.862000	6.280	0.800000
Basketball_c	0.701493	4.299	0.800000
Cardiovascular-Disease-dataset	0.730071	49.547	0.800000
Click_prediction_small	0.831665	6.406	0.799990
Credit_c	0.698428	42.064	0.801311
Customer_Personality_Analysis	0.897321	0.926	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.743	0.799305
E-CommereShippingData	0.668182	2.654	0.799982
Employee	0.845328	1.193	0.799914
FICO-HELOC-cleaned	0.736203	3.149	0.799919
Firm-Teacher_Clave-Direction_Classification	0.697685	2.734	0.800000
Fitness_Club_c	0.798658	0.491	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.600000	0.653	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.659375	0.629	0.800000
Gender_Gap_in_Spanish_WP	0.594737	1.157	0.799831
GesturePhaseSegmentationProcessed	0.616709	3.321	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.848401	2.125	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.720	0.800000
INNHotelsGroup	0.861751	16.084	0.800000
Indian_pines	0.896118	11.970	0.799978
JapaneseVowels	0.987456	2.492	0.799920
KDDCup09_upselling	0.757310	2.086	0.799922
MIC	0.896970	1.394	0.799879
MagicTelescope	0.874606	5.120	0.800000
Marketing_Campaign	0.890625	0.811	0.800000
Mobile_Price_Classification	0.902500	0.708	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.573	0.799824
PhishingWebsites	0.966079	3.523	0.800000
PieChart3	0.875000	0.655	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.434	0.799479
PizzaCutter3	0.875598	0.673	0.799616
Pumpkin_Seeds	0.874000	0.686	0.800000
QSAR_biodegradation	0.867299	0.666	0.799810
SDSS17	0.969600	98.084	0.800000
Satellite	0.993137	1.784	0.800000
Telecom_Churn_Dataset	0.937031	0.946	0.799880
UJI_Pen_Characters	0.468864	2.826	0.799853
Water_Quality_and_Potability	0.634146	0.796	0.799756
Wilt	0.989637	0.774	0.799834
abalone	0.632775	0.911	0.799856
ada	0.846988	1.680	0.799855
ada_agnostic	0.830230	1.878	0.799868
ada_prior	0.836872	1.119	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.567500	0.538	0.800000
allbp	0.976159	1.292	0.799841
allrep	0.970861	1.209	0.799841
analcatdata_authorship	0.976331	0.768	0.799049
artificial-characters	0.680528	2.169	0.799961
autoUniv-au4-2500	0.484000	1.838	0.800000
autoUniv-au7-1100	0.363636	0.536	0.800000
bank	0.895278	23.597	0.799982
banknote_authentication	0.560000	0.375	0.799563
baseball	0.955224	0.578	0.800000
car-evaluation	0.705202	0.647	0.799769
churn	0.934000	1.367	0.800000
cmc	0.586441	0.502	0.799728
company_bankruptcy_prediction	0.971408	4.255	0.799971
contraceptive_method_choice	0.586441	0.715	0.799728
credit	0.775351	4.422	0.799988
default_of_credit_card_clients	0.823333	12.636	0.800000
delta_ailerons	0.947405	1.065	0.799972
dis	0.984106	1.196	0.799841
dna	0.942006	3.562	0.799749
drug_consumption	0.403183	0.599	0.799894
dry_bean_dataset	0.929857	3.688	0.799941
eeg-eye-state	0.953271	3.999	0.800000
electricity	0.809776	21.864	0.799987
estimation_of_obesity_levels	0.981087	0.747	0.799621
eye_movements	0.567642	3.425	0.799927
eye_movements_bin	0.589356	2.046	0.799947
first-order-theorem-proving	0.616830	2.624	0.799935
gas-drift	0.994968	11.455	0.800000
gina_agnostic	0.730548	23.040	0.799885
golf_play_dataset_extended	0.913242	0.489	0.800000
heloc	0.717000	2.842	0.800000
house_16H	0.883247	3.601	0.799970
htru	0.979050	4.540	0.799978
ibm-employee-performance	0.993197	0.799	0.800000
in_vehicle_coupon_recommendation	0.678022	3.332	0.800729
internet_firewall	0.801633	41.773	0.799991
jm1	0.813505	2.990	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.769411	21.027	0.799996
kdd_ipums_la_97-small	0.842967	1.391	0.799923
kr-vs-k	0.588026	28.251	0.799971
kropt	0.588026	29.214	0.799971
led24	0.737500	1.016	0.800000
led7	0.742188	0.772	0.800000
letter	0.956500	18.775	0.800000
mammography	0.987036	1.811	0.799964
maternal_health_risk	0.788177	0.460	0.799803
mfeat-factors	0.975000	2.841	0.800000
mfeat-fourier	0.897500	1.261	0.800000
mfeat-karhunen	0.965000	1.213	0.800000
mfeat-morphological	0.765000	0.566	0.800000
mfeat-pixel	0.947500	3.125	0.800000
mfeat-zernike	0.825000	0.972	0.800000
mice_protein_expression	0.995370	0.958	0.800000
microaggregation2	0.613000	6.508	0.800000
mobile_c36_oversampling	0.960008	20.651	0.800000
mozilla4	0.919267	1.866	0.800000
naticusdroid+android+permissions+dataset	0.954150	20.489	0.799980
national-longitudinal-survey-binary	0.989817	1.326	0.799919
okcupid_stem	0.734258	9.316	0.799978
one-hundred-plants-margin	0.803125	4.606	0.800000
one-hundred-plants-shape	0.715625	4.413	0.800000
one-hundred-plants-texture	0.871875	4.900	0.799875
optdigits	0.993772	2.653	0.800000
ozone-level-8hr	0.950690	1.468	0.799921
page-blocks	0.975342	1.214	0.799927
pendigits	0.995907	2.801	0.799945
phoneme	0.871415	0.825	0.799963
pol	0.973228	3.002	0.799940
predict_students_dropout_and_academic_success	0.772881	1.525	0.799955
qsar	0.886256	0.677	0.800000
rice_cammeo_and_osmancik	0.927822	0.827	0.800000
ringnorm	0.981757	1.965	0.800000
satimage	0.918351	2.177	0.800000
segment	0.928571	0.717	0.800000
seismic+bumps	0.932302	0.757	0.799923
shuttle	0.999397	34.531	0.800000
spambase	0.946797	2.045	0.799826
splice	0.899687	1.625	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.747	0.800000
statlog	0.725000	0.520	0.800000
steel_plates_faults	0.778920	0.751	0.799588
sylvine	0.935610	1.379	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.388	0.799971
telco-customer-churn	0.797729	1.833	0.799943
texture	0.999091	6.079	0.800000
thyroid	0.988889	1.968	0.800000
thyroid-ann	0.986755	1.113	0.799841
thyroid-dis	0.692857	0.957	0.800000
turiye_student_evaluation	0.495704	1.871	0.800000
twonorm	0.979730	1.988	0.800000
vehicle	0.870588	0.523	0.799054
wall-robot-navigation	0.949634	1.561	0.799853
water_quality	0.908125	1.961	0.799900
waveform-5000	0.864000	1.860	0.800000
waveform_database_generator_version_1	0.865000	1.394	0.800000
website_phishing	0.900369	0.488	0.799704
wine-quality-red	0.575000	0.496	0.799875
wine-quality-white	0.609184	1.100	0.799918
yeast	0.609428	0.508	0.799865
