dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	7.287	0.799845
Amazon_employee_access	0.942173	15.075	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.853	0.799980
BNG(breast-w)	0.985522	21.910	0.799980
BNG(cmc)	0.567631	36.533	0.799986
BNG(tic-tac-toe)	0.789815	21.667	0.799980
Bank_Customer_Churn_Dataset	0.866000	7.206	0.800000
Basketball_c	0.712687	5.360	0.800000
Cardiovascular-Disease-dataset	0.731500	49.670	0.800000
Click_prediction_small	0.831665	6.434	0.799990
Credit_c	0.704880	42.071	0.801311
Customer_Personality_Analysis	0.890625	0.984	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.686	0.799305
E-CommereShippingData	0.673636	2.603	0.799982
Employee	0.849624	1.161	0.799914
FICO-HELOC-cleaned	0.742278	3.098	0.799919
Firm-Teacher_Clave-Direction_Classification	0.730093	2.720	0.800000
Fitness_Club_c	0.788591	0.460	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.606250	0.660	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.625000	0.639	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.115	0.799831
GesturePhaseSegmentationProcessed	0.614177	3.291	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.856119	2.144	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.733	0.800000
INNHotelsGroup	0.865472	16.126	0.800000
Indian_pines	0.924002	11.961	0.799978
JapaneseVowels	0.994481	2.486	0.799920
KDDCup09_upselling	0.786550	2.087	0.799922
MIC	0.909091	1.377	0.799879
MagicTelescope	0.877497	5.096	0.800000
Marketing_Campaign	0.888393	0.796	0.800000
Mobile_Price_Classification	0.967500	0.718	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.639	0.799824
PhishingWebsites	0.965626	3.504	0.800000
PieChart3	0.884259	0.636	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.445	0.799479
PizzaCutter3	0.875598	0.647	0.799616
Pumpkin_Seeds	0.878000	0.679	0.800000
QSAR_biodegradation	0.886256	0.661	0.799810
SDSS17	0.973050	98.298	0.800000
Satellite	0.992157	1.781	0.800000
Telecom_Churn_Dataset	0.944528	0.921	0.799880
UJI_Pen_Characters	0.479853	3.041	0.799853
Water_Quality_and_Potability	0.655488	0.781	0.799756
Wilt	0.991710	0.784	0.799834
abalone	0.642344	0.920	0.799856
ada	0.849398	1.685	0.799855
ada_agnostic	0.835706	1.822	0.799868
ada_prior	0.834637	1.094	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.559	0.800000
allbp	0.974834	2.348	0.799841
allrep	0.972185	1.201	0.799841
analcatdata_authorship	0.988166	0.744	0.799049
artificial-characters	0.697162	2.180	0.799961
autoUniv-au4-2500	0.476000	1.828	0.800000
autoUniv-au7-1100	0.372727	0.576	0.800000
bank	0.899370	23.589	0.799982
banknote_authentication	0.567273	0.386	0.799563
baseball	0.947761	0.559	0.800000
car-evaluation	0.815029	0.652	0.799769
churn	0.934000	1.363	0.800000
cmc	0.579661	0.515	0.799728
company_bankruptcy_prediction	0.972141	4.273	0.799971
contraceptive_method_choice	0.616949	1.709	0.799728
credit	0.776548	4.396	0.799988
default_of_credit_card_clients	0.823667	12.666	0.800000
delta_ailerons	0.947405	1.022	0.799972
dis	0.985430	1.205	0.799841
dna	0.934169	3.569	0.799749
drug_consumption	0.403183	0.600	0.799894
dry_bean_dataset	0.927653	3.707	0.799941
eeg-eye-state	0.956275	3.978	0.800000
electricity	0.827099	21.969	0.799987
estimation_of_obesity_levels	0.976359	0.874	0.799621
eye_movements	0.571298	3.374	0.799927
eye_movements_bin	0.596583	2.054	0.799947
first-order-theorem-proving	0.620098	2.596	0.799935
gas-drift	0.994249	11.479	0.800000
gina_agnostic	0.779539	23.172	0.799885
golf_play_dataset_extended	0.926941	0.460	0.800000
heloc	0.717500	2.847	0.800000
house_16H	0.881764	4.651	0.799970
htru	0.979609	4.556	0.799978
ibm-employee-performance	0.996599	0.810	0.800000
in_vehicle_coupon_recommendation	0.668882	3.330	0.800729
internet_firewall	0.900969	41.925	0.799991
jm1	0.814883	2.984	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.843708	21.099	0.799996
kdd_ipums_la_97-small	0.868015	1.387	0.799923
kr-vs-k	0.597648	26.734	0.799971
kropt	0.601033	28.019	0.799971
led24	0.740625	1.013	0.800000
led7	0.735938	0.756	0.800000
letter	0.972000	18.591	0.800000
mammography	0.988377	1.799	0.799964
maternal_health_risk	0.812808	0.441	0.799803
mfeat-factors	0.975000	2.832	0.800000
mfeat-fourier	0.872500	1.265	0.800000
mfeat-karhunen	0.970000	1.234	0.800000
mfeat-morphological	0.760000	0.629	0.800000
mfeat-pixel	0.965000	3.140	0.800000
mfeat-zernike	0.815000	0.957	0.800000
mice_protein_expression	1.000000	0.961	0.800000
microaggregation2	0.619500	6.499	0.800000
mobile_c36_oversampling	0.972179	20.722	0.800000
mozilla4	0.927629	1.867	0.800000
naticusdroid+android+permissions+dataset	0.964718	20.504	0.799980
national-longitudinal-survey-binary	0.993890	2.289	0.799919
okcupid_stem	0.734633	9.342	0.799978
one-hundred-plants-margin	0.818750	4.493	0.800000
one-hundred-plants-shape	0.743750	4.493	0.800000
one-hundred-plants-texture	0.884375	4.584	0.799875
optdigits	0.993772	2.646	0.800000
ozone-level-8hr	0.954635	1.470	0.799921
page-blocks	0.976256	1.175	0.799927
pendigits	0.995907	2.789	0.799945
phoneme	0.889917	0.830	0.799963
pol	0.974219	2.978	0.799940
predict_students_dropout_and_academic_success	0.770621	1.518	0.799955
qsar	0.905213	0.681	0.800000
rice_cammeo_and_osmancik	0.930446	0.814	0.800000
ringnorm	0.980405	1.964	0.800000
satimage	0.919907	2.163	0.800000
segment	0.930736	0.695	0.800000
seismic+bumps	0.932302	0.772	0.799923
shuttle	0.999397	34.501	0.800000
spambase	0.952226	2.057	0.799826
splice	0.874608	1.597	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.737	0.800000
statlog	0.745000	0.495	0.800000
steel_plates_faults	0.781491	0.743	0.799588
sylvine	0.939512	1.363	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.378	0.799971
telco-customer-churn	0.801278	1.808	0.799943
texture	0.998182	6.502	0.800000
thyroid	0.987500	1.951	0.800000
thyroid-ann	0.984106	1.100	0.799841
thyroid-dis	0.696429	0.970	0.800000
turiye_student_evaluation	0.491409	1.851	0.800000
twonorm	0.977027	2.013	0.800000
vehicle	0.864706	0.512	0.799054
wall-robot-navigation	0.963370	1.536	0.799853
water_quality	0.900000	1.956	0.799900
waveform-5000	0.864000	1.828	0.800000
waveform_database_generator_version_1	0.868000	1.388	0.800000
website_phishing	0.907749	0.511	0.799704
wine-quality-red	0.571875	0.488	0.799875
wine-quality-white	0.608163	1.079	0.799918
yeast	0.622896	0.513	0.799865
