dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.519	0.799845	0.003	0.208	2.312	2.523
Amazon_employee_access	0.942173	10.365	0.799994	0.003	0.149	10.216	10.369
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.020	0.799980	0.002	0.033	0.987	1.022
BNG(breast-w)	0.986411	16.638	0.799980	0.004	0.244	16.394	16.642
BNG(cmc)	0.572875	31.587	0.799986	0.005	0.302	31.285	31.592
BNG(tic-tac-toe)	0.783211	16.605	0.799980	0.004	0.237	16.368	16.610
Bank_Customer_Churn_Dataset	0.870000	1.993	0.800000	0.003	0.079	1.913	1.995
Basketball_c	0.701493	0.257	0.800000	0.002	0.045	0.212	0.259
Cardiovascular-Disease-dataset	0.731000	49.308	0.800000	0.006	0.395	48.913	49.314
Click_prediction_small	0.831665	6.029	0.799990	0.003	0.075	5.954	6.032
Credit_c	0.704715	41.342	0.801311	0.006	0.796	40.545	41.348
Customer_Personality_Analysis	0.892857	0.495	0.800000	0.002	0.046	0.449	0.498
Diabetic_Retinopathy_Debrecen	0.761905	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.672727	2.138	0.799982	0.003	0.062	2.076	2.141
Employee	0.856069	0.710	0.799914	0.003	0.025	0.685	0.713
FICO-HELOC-cleaned	0.738228	2.561	0.799919	0.004	0.124	2.437	2.565
Firm-Teacher_Clave-Direction_Classification	0.773148	2.416	0.800000	0.003	0.100	2.316	2.419
Fitness_Club_c	0.802013	0.189	0.799596	0.003	0.014	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.631250	0.337	0.800000	0.003	0.034	0.303	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.662500	0.338	0.800000	0.003	0.036	0.303	0.341
Gender_Gap_in_Spanish_WP	0.591579	0.846	0.799831	0.003	0.036	0.810	0.849
GesturePhaseSegmentationProcessed	0.632405	2.980	0.799959	0.003	0.162	2.818	2.983
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.822	0.797432	0.003	0.059	1.763	1.825
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.410	0.800000	0.009	0.052	0.357	0.419
INNHotelsGroup	0.868504	16.051	0.800000	0.004	0.326	15.725	16.055
Indian_pines	0.930563	11.456	0.799978	0.008	0.957	10.499	11.464
JapaneseVowels	0.994982	2.185	0.799920	0.003	0.081	2.104	2.188
KDDCup09_upselling	0.784600	1.799	0.799922	0.003	0.139	1.660	1.803
MIC	0.909091	1.072	0.799879	0.003	0.158	0.914	1.075
MagicTelescope	0.875131	4.751	0.800000	0.003	0.108	4.643	4.754
Marketing_Campaign	0.890625	0.505	0.800000	0.002	0.048	0.456	0.507
Mobile_Price_Classification	0.972500	0.411	0.800000	0.003	0.039	0.372	0.413
National_Health_and_Nutrition_Health_Survey	0.828947	0.291	0.799824	0.003	0.019	0.273	0.294
PhishingWebsites	0.971054	3.192	0.800000	0.004	0.145	3.047	3.196
PieChart3	0.884259	0.354	0.799443	0.002	0.055	0.298	0.356
Pima_Indians_Diabetes_Database	0.727273	0.139	0.799479	0.003	0.013	0.125	0.141
PizzaCutter3	0.885167	0.347	0.799617	0.002	0.052	0.295	0.349
Pumpkin_Seeds	0.876000	0.398	0.800000	0.002	0.025	0.372	0.400
