dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.490	0.799845	0.003	0.210	2.280	2.493
Amazon_employee_access	0.942173	10.160	0.799994	0.004	0.143	10.016	10.163
BLE_RSSI_dataset_for_Indoor_localization	0.734602	1.019	0.799980	0.002	0.033	0.986	1.021
BNG(breast-w)	0.986665	16.460	0.799980	0.004	0.242	16.218	16.464
BNG(cmc)	0.578752	31.580	0.799986	0.005	0.305	31.275	31.585
BNG(tic-tac-toe)	0.795149	17.019	0.799980	0.004	0.267	16.753	17.023
Bank_Customer_Churn_Dataset	0.872000	1.992	0.800000	0.003	0.084	1.907	1.994
Basketball_c	0.708955	0.241	0.800000	0.003	0.031	0.210	0.244
Cardiovascular-Disease-dataset	0.731000	50.332	0.800000	0.005	0.391	49.942	50.337
Click_prediction_small	0.831539	6.033	0.799990	0.003	0.076	5.957	6.036
Credit_c	0.703226	41.284	0.801311	0.006	0.792	40.492	41.290
Customer_Personality_Analysis	0.890625	0.494	0.800000	0.003	0.045	0.449	0.497
Diabetic_Retinopathy_Debrecen	0.735931	0.264	0.799305	0.003	0.030	0.234	0.267
E-CommereShippingData	0.673636	2.116	0.799982	0.003	0.061	2.055	2.119
Employee	0.852846	0.707	0.799914	0.002	0.025	0.682	0.709
FICO-HELOC-cleaned	0.739747	2.551	0.799919	0.004	0.126	2.425	2.555
Firm-Teacher_Clave-Direction_Classification	0.776852	2.415	0.800000	0.003	0.100	2.315	2.418
Fitness_Club_c	0.808725	0.187	0.799596	0.002	0.013	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.659375	0.335	0.800000	0.003	0.034	0.301	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.339	0.800000	0.003	0.035	0.303	0.341
Gender_Gap_in_Spanish_WP	0.596842	0.841	0.799831	0.003	0.036	0.806	0.844
